season,mfl_id,gsis_id,display_name,last_name,pos,points,war,rank,award,label,headshot,category,pctl,group,category_f,award_f,subline
2016,12652,00-0032765,Michael Thomas,Thomas,WR,183.9,0.6,3,OROY,3. Platz,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vnfqnppl5thavzfyl3rt",points_total_pctl,0.2565789473684211,All award candidates 2016-2022,points_total_pctl,OROY,Most WAR: Offensive Rookie
2016,12745,00-0032388,Deion Jones,Jones,LB,142,0.46,1,DROY,Defensive Rookie of the Year,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kzuoyquvgd79hv0bv254",points_total_pctl,0.13815789473684212,All award candidates 2016-2022,points_total_pctl,DROY,Most WAR: Defensive Rookie
2016,12805,00-0032895,Jatavis Brown,Brown,LB,86,0.3,2,DROY,2. Platz,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/scelbwnmjd63zpzfnca8",points_total_pctl,0.039473684210526314,All award candidates 2016-2022,points_total_pctl,DROY,Most WAR: Defensive Rookie
2016,12779,00-0032401,De'Vondre Campbell,Campbell,LB,83,0.1,3,DROY,3. Platz,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zugtljhpjiaanlmbjiyo",points_total_pctl,0.03289473684210526,All award candidates 2016-2022,points_total_pctl,DROY,Most WAR: Defensive Rookie
2017,12150,00-0032241,Todd Gurley,Gurley,RB,240.4,2.16,1,MVP,Most Valuable Player,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ym7oprwel3dxbab0k7x9",points_total_pctl,0.6118421052631579,All award candidates 2016-2022,points_total_pctl,MVP,Most WAR
2017,9988,00-0027793,Antonio Brown,Brown,WR,252.55,1.98,2,MVP,2. Platz,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ecxsx9t7bfg42bgfwj3v",points_total_pctl,0.6907894736842105,All award candidates 2016-2022,points_total_pctl,MVP,Most WAR
2017,11192,00-0030496,Le'Veon Bell,Bell,RB,226.7,1.96,3,MVP,3. Platz,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sm3ij3pcby5ciqwaaqa1",points_total_pctl,0.5328947368421053,All award candidates 2016-2022,points_total_pctl,MVP,Most WAR
2017,9988,00-0027793,Antonio Brown,Brown,WR,252.55,1.98,1,OPOY,Offensive Player of the Year,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ecxsx9t7bfg42bgfwj3v",points_total_pctl,0.6907894736842105,All award candidates 2016-2022,points_total_pctl,OPOY,Most WAR: Offense non-MVP
2017,11192,00-0030496,Le'Veon Bell,Bell,RB,226.7,1.96,2,OPOY,2. Platz,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sm3ij3pcby5ciqwaaqa1",points_total_pctl,0.5328947368421053,All award candidates 2016-2022,points_total_pctl,OPOY,Most WAR: Offense non-MVP
2017,13132,00-0033906,Alvin Kamara,Kamara,RB,222,1.9,3,OPOY,3. Platz,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uulstglrpmhqsvqyr5v3",points_total_pctl,0.4868421052631579,All award candidates 2016-2022,points_total_pctl,OPOY,Most WAR: Offense non-MVP
2017,10775,00-0029255,Bobby Wagner,Wagner,LB,213,1.4,1,DPOY,Defensive Player of the Year,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ewnw62iiygl9wpbttdum",points_total_pctl,0.4276315789473684,All award candidates 2016-2022,points_total_pctl,DPOY,Most WAR: Defense non-MVP
2017,10770,00-0029566,Zach Brown,Brown,LB,197,1.18,2,DPOY,2. Platz,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vdohqafl6tmt9bejsjjv",points_total_pctl,0.32894736842105265,All award candidates 2016-2022,points_total_pctl,DPOY,Most WAR: Defense non-MVP
2017,11728,00-0031296,C.J. Mosley,Mosley,LB,198,1.18,3,DPOY,3. Platz,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aafgfrfxx1sjdmh6hhhm",points_total_pctl,0.34210526315789475,All award candidates 2016-2022,points_total_pctl,DPOY,Most WAR: Defense non-MVP
2017,5848,00-0019596,Tom Brady,Brady,QB,237.36,0.7,1,APOY,Air Player of the Year,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",points_total_pctl,0.5921052631578947,All award candidates 2016-2022,points_total_pctl,APOY,"Most Fantasy Points
through the air (QB)"
2017,7401,00-0022924,Ben Roethlisberger,Roethlisberger,QB,191.82,0.02,2,APOY,2. Platz,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vziogpnyp9d0xtpiuqhr",points_total_pctl,0.3026315789473684,All award candidates 2016-2022,points_total_pctl,APOY,"Most Fantasy Points
through the air (QB)"
2017,4925,00-0020531,Drew Brees,Brees,QB,193.76,0.04,3,APOY,3. Platz,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",points_total_pctl,0.3157894736842105,All award candidates 2016-2022,points_total_pctl,APOY,"Most Fantasy Points
through the air (QB)"
2017,12150,00-0032241,Todd Gurley,Gurley,RB,240.4,2.16,1,GPOY,Ground Player of the Year,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ym7oprwel3dxbab0k7x9",points_total_pctl,0.6118421052631579,All award candidates 2016-2022,points_total_pctl,GPOY,"Fantasy Points
on the air"
2017,13129,00-0033856,Leonard Fournette,Fournette,RB,157.8,0.74,2,GPOY,2. Platz,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/atxppoc7zqcjnbnk0awz",points_total_pctl,0.18421052631578946,All award candidates 2016-2022,points_total_pctl,GPOY,"Fantasy Points
on the air"
2017,11192,00-0030496,Le'Veon Bell,Bell,RB,226.7,1.96,3,GPOY,3. Platz,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sm3ij3pcby5ciqwaaqa1",points_total_pctl,0.5328947368421053,All award candidates 2016-2022,points_total_pctl,GPOY,"Fantasy Points
on the air"
2017,13132,00-0033906,Alvin Kamara,Kamara,RB,222,1.9,1,OROY,Offensive Rookie of the Year,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uulstglrpmhqsvqyr5v3",points_total_pctl,0.4868421052631579,All award candidates 2016-2022,points_total_pctl,OROY,Most WAR: Offensive Rookie
2017,13138,00-0033923,Kareem Hunt,Hunt,RB,194.4,1.48,2,OROY,2. Platz,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fmy9cgin9nv7ewyhsipr",points_total_pctl,0.3223684210526316,All award candidates 2016-2022,points_total_pctl,OROY,Most WAR: Offensive Rookie
2017,13130,00-0033280,Christian McCaffrey,McCaffrey,RB,171.44,1.14,3,OROY,3. Platz,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/navqer4chxxut5povzzw",points_total_pctl,0.2236842105263158,All award candidates 2016-2022,points_total_pctl,OROY,Most WAR: Offensive Rookie
2017,13215,00-0033887,Reuben Foster,Foster,LB,70,0.14,1,DROY,Defensive Rookie of the Year,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qfqqfifobjiyj6gko3yj",points_total_pctl,0.019736842105263157,All award candidates 2016-2022,points_total_pctl,DROY,Most WAR: Defensive Rookie
2017,13221,00-0033539,Jarrad Davis,Davis,LB,108,0.1,2,DROY,2. Platz,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ujxx8nlg4ru66mclr4nm",points_total_pctl,0.05921052631578947,All award candidates 2016-2022,points_total_pctl,DROY,Most WAR: Defensive Rookie
2017,13214,00-0033886,T.J. Watt,Watt,LB,100,-0.08,3,DROY,3. Platz,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zsqhbaoxkobjauphdbd3",points_total_pctl,0.05263157894736842,All award candidates 2016-2022,points_total_pctl,DROY,Most WAR: Defensive Rookie
