"player_id","player_name","pos","points","war","war_per_points"
"11293","Ogletree, Alec","LB",99,0.0956932321293618,0.000966598304336988
"11299","Bostic, Jon","LB",34,-0.00903037339661861,-0.000265599217547606
"11310","Minter, Kevin","LB",25,-0.272583083493541,-0.0109033233397416
"11337","Fells, Darren","TE",8.3,-0.131630723213027,-0.0158591232786779
"11349","Collins, Jamie","LB",43,-0.0528069677779088,-0.0012280690180909
"11360","Williams, Brandon","DT",43,-0.0134677624280126,-0.000313203777395642
"11367","Juszczyk, Kyle","RB",53.7,-0.168691777772863,-0.00314137388776281
"11374","Means, Steven","DE",40,-0.0485596560466348,-0.00121399140116587
"11375","Klein, A.J.","LB",61,-0.0896889875455678,-0.00147031127123882
"11387","Hopkins, Dustin","PK",99,0.148720687404205,0.00150222916569904
"11390","Murray, Latavius","RB",63.9,0.0193804156514128,0.000303292889693471
"11399","Griffin, Ryan","TE",54.64,-0.0988347572687793,-0.00180883523551939
"11412","Williams, Nick","DT",36,-0.245590352281228,-0.00682195423003412
"11448","Harris, Demetrius","TE",5.48,-0.293369189518889,-0.0535345236348337
"11460","McCray, Lerentee","DE",9,-0.213387266494186,-0.0237096962771318
"11491","Mayowa, Benson","DE",38,-0.0886983709901603,-0.0023341676576358
"11492","Square, Damion","DT",12,-0.101990608312043,-0.00849921735933693
"11511","Bates, Daren","LB",5,-0.0981898962771046,-0.0196379792554209
"11516","Doyle, Jack","TE",76.1,0.028566916322017,0.000375386548252523
"11640","Bridgewater, Teddy","QB",190.6,0.075958637866818,0.000398523808325383
"11644","Carr, Derek","QB",213.22,0.238529995718136,0.00111870366625146
"11647","Thomas, Logan","TE",54.6,0.0737394418208579,0.00135053922748824
"11657","Hyde, Carlos","RB",46,-0.127204403362807,-0.00276531311658276
"11660","Freeman, Devonta","RB",107.6,0.188509514481036,0.00175194716060443
"11670","Watkins, Sammy","WR",71.4,0.0351565127315308,0.000492388133494828
"11671","Evans, Mike","WR",197.4,0.814522762937462,0.00412625513139545
"11674","Cooks, Brandin","WR",159.3,0.545527769972525,0.00342453088494994
"11675","Adams, Davante","WR",218.3,0.728191683501871,0.00333573835777311
"11676","Matthews, Jordan","WR",0,-0.0861506031820207,-Inf
"11678","Robinson, Allen","WR",69.9,0.0275308713983549,0.000393860821149569
"11679","Beckham, Odell","WR",75.3,0.0506860324987235,0.000673121281523552
"11680","Landry, Jarvis","WR",82,0.0955060660338365,0.00116470812236386
"11695","Ebron, Eric","TE",32.5,-0.0464126064675305,-0.00142808019900094
"11706","Clowney, Jadeveon","DE",59,-0.0273511625939715,-0.000463579027016466
"11711","Ford, Dee","DE",23,-0.0430261878326057,-0.00187070381880894
"11720","Barr, Anthony","LB",63,0.0178972561448338,0.000284083430870378
"11721","Mack, Khalil","LB",61,0.0352503363899705,0.000577874367048698
"11723","Van Noy, Kyle","LB",125,0.262044542580859,0.00209635634064687
"11724","Jones, Christian","LB",26,-0.418858536375255,-0.0161099437067406
"11725","Attaochu, Jeremiah","LB",3,-0.12071302354762,-0.0402376745158734
"11728","Mosley, C.J.","LB",172,0.474307246654262,0.00275760027124571
"11747","White, James","RB",31.2,0.0617937692173207,0.00198056952619618
"11757","Donald, Aaron","DT",117,0.340647651046307,0.00291151838501117
"11760","Garoppolo, Jimmy","QB",178.64,0.0700727378697001,0.000392256705495411
"11761","McKinnon, Jerick","RB",21.9,-0.24828735142058,-0.0113373219826749
"11769","Lawrence, Demarcus","DE",19,0.0532882835462107,0.00280464650243214
"11772","Kirksey, Christian","LB",124,0.220544839417842,0.00177858741466002
"11783","Brown, John","WR",0,-0.111995784136627,-Inf
"11785","Rodgers, Richard","TE",0,-0.0801545603034919,-Inf
"11789","Ellis, Justin","DT",21,-0.353742635013002,-0.0168448873815715
"11790","Marsh, Cassius","LB",14,-0.0609848418742116,-0.00435606013387226
"11793","Jones, DaQuan","DT",31,-0.281662137710402,-0.00908587541001297
"11795","Hitchens, Anthony","LB",82,0.0381478272816898,0.000465217405874265
"11805","Pierre-Louis, Kevin","LB",6,-0.127948550388104,-0.0213247583980173
"11807","Urban, Brent","DT",5,-0.108116851029748,-0.0216233702059496
"11816","Williamson, Avery","LB",0,-0.0981697223408595,-Inf
"11830","Kennard, Devon","LB",35,-0.226236259920871,-0.00646389314059631
"11859","Stephen, Shamar","DE",34,-0.26129945616631,-0.00768527812253854
"11872","Harris, Shelby","DE",68,0.0202364497096106,0.000297594848670744
"11886","Williams, Damien","RB",43.3,-0.00499881480052622,-0.000115446069296218
"11890","Wilson, Albert","WR",46.06,-0.250778850096146,-0.00544461246409348
"11925","Hurns, Allen","WR",0,-0.0861506031820207,-Inf
"11936","Boswell, Chris","PK",113.9,0.255829552198987,0.00224608913256354
"11938","Thielen, Adam","WR",192.8,0.78350702362512,0.0040638331100888
"11945","Santos, Cairo","PK",69.7,-0.0639167030382319,-0.00091702586855426
"11947","McManus, Brandon","PK",86.9,0.0599603359521943,0.000689992358483248
"11951","Snead, Willie","WR",7.8,-0.16151038995466,-0.0207064602505975
"11966","Parkey, Cody","PK",1,-0.0738603156338584,-0.0738603156338584
"11970","Pennel, Mike","DT",11,-0.0701119603068214,-0.0063738145733474
"11993","Kerr, Zach","DT",8,-0.116028512180834,-0.0145035640226042
"12040","Smith, Keith","RB",17.18,-0.416807635981087,-0.024261212804487
"12075","Barrett, Shaq","LB",130,0.302076205613345,0.00232366312010266
"12083","Autry, Denico","DE",63,-0.0500993732617196,-0.000795228147011423
"12110","Brate, Cameron","TE",50.4,-0.129715898025309,-0.0025737281354228
"12126","Purcell, Mike","DT",33,-0.0747164833612359,-0.00226413585943139
"12140","Winston, Jameis","QB",121.4,0.0571402054168066,0.000470677145113729
"12141","Mariota, Marcus","QB",10.5,-0.266648530551694,-0.0253950981477804
"12151","Gordon, Melvin","RB",139.1,0.347497340292409,0.0024981836110166
"12152","Coleman, Tevin","RB",45.61,-0.023492548807333,-0.000515074518906665
"12155","Abdullah, Ameer","RB",47.13,-0.214401087383312,-0.00454914252882053
"12157","Johnson, Duke","RB",1.8,-0.0599767112304832,-0.0333203951280462
"12164","Davis, Mike","RB",104.5,0.187047136332832,0.00178992474959648
"12171","Johnson, David","RB",72,0.000947811608448035,1.31640501173338e-05
"12173","Brown, Malcom","DT",65,-0.0363091183148212,-0.000558601820228018
"12175","Cooper, Amari","WR",138.4,0.288441544694692,0.00208411520733159
"12176","Parker, DeVante","WR",74.9,0.118374773786152,0.00158043756723834
"12177","White, Kevin","WR",4.8,-0.107578464273485,-0.022412180056976
"12181","Agholor, Nelson","WR",92.7,0.045188890014221,0.000487474541685232
"12182","Smith, Devin","WR",0,-0.0861506031820207,-Inf
"12184","Crowder, Jamison","WR",94.2,0.121831598534,0.0012933290714862
"12186","Diggs, Stefon","WR",202.8,0.85426125508568,0.00421233360495897
"12187","Lockett, Tyler","WR",169.25,0.613130390832558,0.00362263155587922
"12188","Dorsett, Phillip","WR",1.3,-0.0850016588365419,-0.0653858914127245
"12197","Perriman, Breshad","WR",5.1,-0.0777237609123649,-0.0152399531200715
"12206","Williams, Maxx","TE",41.3,0.0498980085421437,0.00120818422620203
"12211","James, Jesse","TE",17.8,-0.228985352838798,-0.012864345665101
"12212","Kroft, Tyler","TE",26.4,-0.0279476333472113,-0.00105862247527315
"12213","Bell, Blake","TE",9.6,-0.272918263047706,-0.028428985734136
"12215","Gregory, Randy","DE",47,0.0220469276141371,0.000469083566258235
"12217","Fowler, Dante","DE",61,0.0329700552022505,0.000540492708233615
"12218","Armstead, Arik","DE",61,-0.0652241647504184,-0.00106924860246587
"12219","Edwards, Mario","DE",17,-0.106728846002508,-0.00627816741191226
"12221","Hunter, Danielle","DE",85,0.154744814672319,0.00182052723143905
"12222","Flowers, Trey","DE",51,0.0361760994083031,0.000709335282515748
"12225","Williams, Leonard","DE",116,0.333626113839758,0.00287608718827377
"12226","Shelton, Danny","DT",32,-0.113857696998577,-0.00355805303120552
"12227","Davis, Carl","DT",30,-0.611168909014379,-0.020372296967146
"12229","Phillips, Jordan","DE",34,-0.0242704577047688,-0.000713836991316728
"12231","Thompson, Shaq","LB",140,0.282654069359612,0.00201895763828294
"12233","Alexander, Kwon","LB",72,0.0485157589961913,0.000673829986058213
"12234","Dupree, Bud","LB",22,-0.097365576387257,-0.00442570801760259
"12238","Perryman, Denzel","LB",230,1.01930106725475,0.00443174377067281
"12239","Kendricks, Eric","LB",207,0.856509033022532,0.0041377247972103
"12241","Johnson, Alexander","LB",69,0.0895249285748436,0.00129746273296875
"12257","Conley, Chris","WR",42.3,-0.27441864975906,-0.00648743852858297
"12261","Montgomery, Ty","RB",30.19,-0.143376017186325,-0.00474912279517473
"12263","Waller, Darren","TE",129.3,0.310322529290674,0.00240001956141279
"12270","Smith, Preston","LB",66,-0.0654393778554407,-0.000991505725082435
"12271","Goldman, Eddie","DT",28,-0.0940130465034841,-0.00335760880369586
"12272","McKinney, Benardrick","LB",30,-0.0487018556083063,-0.00162339518694354
"12278","Golden, Markus","LB",117,0.210799106240898,0.00180170176274271
"12280","Clark, Frank","DE",39,-0.0838179107520567,-0.00214917719877068
"12287","Hicks, Jordan","LB",194,0.756680071099534,0.00390041273762646
"12288","Anderson, Henry","DE",6,-0.0751429970340665,-0.0125238328390111
"12292","Blackson, Angelo","DE",55,-0.10838319101789,-0.00197060347305255
"12301","Smith, Za'Darius","LB",2,-0.0854074409963284,-0.0427037204981642
"12302","Wilson, Damien","LB",129,0.291093975884784,0.00225654244871925
"12305","Jarrett, Grady","DT",73,0.0220056419238661,0.000301447149642002
"12309","Pruitt, MyCole","TE",45.9,-0.159308789789852,-0.00347077973398369
"12316","Davison, Tyeler","DT",37,-0.142911949508832,-0.00386248512186033
"12317","Uzomah, C.J.","TE",98.1,0.209000589266463,0.00213048510974988
"12325","Burton, Michael","RB",3.57,-0.336159188567011,-0.0941622376938407
"12326","Mayo, David","LB",8,-0.537436666094371,-0.0671795832617964
"12328","Boyle, Nick","TE",0,-0.0801545603034919,-Inf
"12330","O'Shaughnessy, James","TE",25.4,0.0108302336171251,0.000426387150280516
"12343","Philon, Darius","DE",32,-0.0311076164613393,-0.000972113014416853
"12356","Ringo, Christian","DE",30,-0.122699358685108,-0.00408997862283694
"12360","Covington, Christian","DT",66,0.00977359382888654,0.000148084754983129
"12361","Nunez-Roches, Rakeem","DT",13,-0.411075781031237,-0.0316212139254798
"12378","Swaim, Geoff","TE",45.9,-0.0857209142383164,-0.00186755804440776
"12381","Siemian, Trevor","QB",83.42,0.032220563600009,0.000386245068329046
"12386","Brown, Malcolm","RB",22.5,-0.0781546421376049,-0.00347353965056022
"12391","Williams, Tyrell","WR",3.4,-0.0452419858538571,-0.013306466427605
"12394","Carter, DeAndre","WR",100.02,0.125199502506278,0.00125174467612755
"12417","Lambo, Josh","PK",2,-0.092248751630807,-0.0461243758154035
"12437","Myers, Jason","PK",57.9,-0.150130503274087,-0.00259292751768717
"12443","Kumerow, Jake","WR",0,-0.279989460341567,-Inf
"12447","Mostert, Raheem","RB",2,-0.0575525604456226,-0.0287762802228113
"12464","Byrd, Damiere","WR",23,-0.407207667637077,-0.017704681201612
"12476","Heinicke, Taylor","QB",208.06,0.200225647454551,0.00096234570534726
"12481","Hewitt, Neville","LB",35,-0.355098464143404,-0.0101456704040972
"12489","Copeland, Brandon","LB",38,-0.211688962735364,-0.00557076217724642
"12494","Dzubnar, Nick","LB",4,-0.563605841988966,-0.140901460497242
"12505","Humphries, Adam","WR",59.7,-0.160972834938112,-0.00269636239427323
"12525","Thomas, Joe","LB",18,-0.0882186949887185,-0.00490103861048436
"12542","King, Brandon","LB",0,-0.589018334045156,-Inf
"12585","Brown, Daniel","TE",0,-0.160309120606983,-Inf
"12596","LaCosse, Matt","TE",0,-0.0739888248955305,-Inf
"12608","Winchester, James","TE",0,-0.480927361820947,-Inf
"12610","Wentz, Carson","QB",221.62,0.356428957905057,0.00160828877314799
"12611","Goff, Jared","QB",157.74,-0.0349952017367343,-0.000221853694286385
"12616","Brissett, Jacoby","QB",79.12,-0.138514574826854,-0.00175068977283689
"12620","Prescott, Dak","QB",225.9,0.320998454091582,0.00142097589239301
"12621","Allen, Brandon","QB",4.12,-0.223981069036042,-0.0543643371446704
"12625","Elliott, Ezekiel","RB",196.66,0.845491468874547,0.00429925490122316
"12626","Henry, Derrick","RB",193.3,0.481984254035856,0.00249345190913531
"12628","Collins, Alex","RB",67.1,0.00966103159439502,0.000143979606473845
"12629","Booker, Devontae","RB",101.7,0.157900752098008,0.00155261309830883
"12630","Drake, Kenyan","RB",108.26,0.215340691655259,0.00198910670289358
"12634","Howard, Jordan","RB",45.4,0.0819944245706852,0.00180604459406796
"12636","Smallwood, Wendell","RB",4.5,-0.0266449450160158,-0.00592109889244795
"12637","Barber, Peyton","RB",29.37,-0.00891820183854453,-0.000303650045575231
"12645","Treadwell, Laquon","WR",24.4,-0.0795476497484868,-0.00326014957985602
"12647","Fuller, Will","WR",8.6,-0.0362471667970006,-0.00421478683686053
"12650","Boyd, Tyler","WR",121.84,0.279621116047865,0.00229498617898773
"12656","Higgins, Rashard","WR",39.5,-0.180362425858523,-0.00456613736350692
"12657","Sharpe, Tajae","WR",46.3,-0.2524147837835,-0.00545172319186826
"12658","Shepard, Sterling","WR",69.5,0.133729193159056,0.00192416105264828
"12660","Cooper, Pharoh","WR",10.86,-0.0693515911296068,-0.00638596603403377
"12665","Allison, Geronimo","WR",0,-0.101814349215116,-Inf
"12675","Thomas, Mike","WR",10.2,-0.153719770729078,-0.0150705657577527
"12676","Henry, Hunter","TE",116.4,0.560527013878902,0.00481552417421737
"12677","Hooper, Austin","TE",68.1,-0.00231281488222557,-3.39620393865722e-05
"12678","Higbee, Tyler","TE",101.5,0.23718285603561,0.00233677690675478
"12680","Vannett, Nick","TE",18.9,0.00889487327153748,0.000470628215425264
"12686","Bosa, Joey","DE",106,0.261252603837952,0.00246464720601841
"12687","Lawson, Shaq","DE",46,-0.173290415878187,-0.00376718295387362
"12688","Buckner, DeForest","DT",108,0.430990569414704,0.00399065342050652
"12691","Ogbah, Emmanuel","DE",92,0.215606081085048,0.00234354435962009
"12696","Nkemdiche, Robert","DT",20,-0.0543188552582299,-0.00271594276291149
"12697","Robinson, A'Shawn","DT",74,0.0298966601138284,0.000404008920457141
"12698","Reed, Jarran","DT",53,-0.122150274554014,-0.00230472216139649
"12699","Billings, Andrew","DT",1,-0.122290264737117,-0.122290264737117
"12700","Johnson, Austin","DT",90,0.145128048168006,0.0016125338685334
"12701","Smith, Jaylon","LB",33,-0.0361611473035639,-0.00109579234253224
"12702","Jack, Myles","LB",127,0.238286216788247,0.00187626942352951
"12703","Ragland, Reggie","LB",101,0.0934253413756441,0.000925003379956872
"12707","Jenkins, Jordan","DE",30,-0.0602275414451521,-0.0020075847148384
"12733","March, Justin","LB",0,-0.0906182052377167,-Inf
"12734","Floyd, Leonard","LB",109,0.149597881676803,0.00137245763006241
"12735","Rankins, Sheldon","DT",40,-0.127285387110924,-0.00318213467777311
"12736","Neal, Keanu","LB",86,0.0549814291361823,0.00063931894344398
"12739","Clark, Kenny","DT",79,0.06592106393179,0.000834443847237848
"12740","Butler, Vernon","DT",14,-0.0946322049156052,-0.00675944320825751
"12741","Jones, Chris","DT",73,0.0557099259333711,0.000763149670320152
"12744","Ward, Jihad","DE",27,-0.311058092635369,-0.0115206700976063
"12745","Jones, Deion","LB",180,0.515358035216736,0.00286310019564853
"12751","Gotsis, Adam","DT",37,-0.142383987745496,-0.0038482158850134
"12753","Nassib, Carl","DE",42,-0.116010523168796,-0.00276215531354275
"12754","Collins, Maliek","DT",56,-0.10128864531662,-0.00180872580922536
"12756","Ngakoue, Yannick","DE",82,0.0876607183615379,0.00106903315075046
"12758","Bullard, Jonathan","DE",27,-0.0712758904534327,-0.00263984779457158
"12762","Vigil, Nick","LB",121,0.244004353085493,0.002016564901533
"12763","Fackrell, Kyler","LB",43,-0.305975022173476,-0.00711569819008085
"12764","Hargrave, Javon","DT",108,0.426487794203057,0.00394896105743571
"12768","Schobert, Joe","LB",151,0.450943110377483,0.00298637821442042
"12771","Day, Sheldon","DT",12,-0.0289821837585222,-0.00241518197987685
"12773","Moore, Chris","WR",34.9,-0.0963657049999274,-0.00276119498567127
"12778","Kwiatkoski, Nick","LB",27.3,-0.106405102485026,-0.00389762280164932
"12779","Campbell, De'Vondre","LB",195,0.760293269948521,0.00389893984588985
"12780","Ridgeway, Hassan","DT",32,-0.584014203646544,-0.0182504438639545
"12782","Onyemata, David","DT",34,-0.00345352982327007,-0.000101574406566767
"12785","Robinson, Demarcus","WR",49.7,-0.225135284084397,-0.00452988499163776
"12788","Martinez, Blake","LB",34,0.0636995524340787,0.00187351624806114
"12791","Lowry, Dean","DE",69,-0.00680555493815849,-9.86312309878042e-05
"12794","Blair, Ronald","DE",28,0.0201836337537946,0.000720844062635522
"12795","Judon, Matt","LB",133,0.49782375970119,0.00374303578722699
"12796","Jefferson, Quinton","DT",65,-0.0359895703652047,-0.000553685697926226
"12797","Ioannidis, Matt","DT",39,-0.132419253506165,-0.00339536547451705
"12801","Hill, Tyreek","WR",237.8,1.06320401775927,0.00447100091572443
"12802","Reader, D.J.","DT",53,-0.123423447126093,-0.00232874428539799
"12806","Janovich, Andy","RB",8,-0.149990827298562,-0.0187488534123202
"12807","Hemingway, Temarrick","TE",0,-0.0739888248955305,-Inf
"12814","Grant, Jakeem","WR",47.29,-0.241879464457152,-0.00511481210524745
"12823","Watt, Derek","RB",4.5,-0.500361746505073,-0.111191499223349
"12828","Grugier-Hill, Kamu","LB",167,0.445911823449916,0.00267013067934081
"12831","Roberts, Elandon","LB",119,0.309725924872078,0.00260273886447124
"12841","Weatherly, Stephen","DE",30,-0.178924668543924,-0.00596415561813079
"12845","Washington, Dwayne","RB",6.48,-0.23958915102583,-0.0369736344175663
"12851","Matakevich, Tyler","LB",14,-0.494432363119993,-0.0353165973657138
"12854","Walker, Joe","LB",3,-0.158942028486195,-0.0529806761620651
"12859","Anderson, Stephen","TE",27,-0.291432709072261,-0.0107938040397134
"12860","Fairbairn, Ka'imi","PK",33.2,-0.0989278629263728,-0.00297975490742087
"12888","Zimmer, Justin","DT",14,-0.0757316640609584,-0.00540940457578275
"12898","Travis, Ross","TE",0,-0.0874413385128996,-Inf
"12912","Richard, Jalen","RB",18.31,-0.0717556539606292,-0.00391893249375364
"12913","Erickson, Alex","WR",18.51,-0.439927100196515,-0.0237669962288771
"12923","Ham, C.J.","RB",25.5,-0.362798653639086,-0.0142273981819249
"12930","Anderson, Robby","WR",76.1,-0.0449470195332058,-0.000590631005692586
"12934","Rogers, Chester","WR",63.55,-0.0612262565715493,-0.000963434407105418
"12948","Okwara, Romeo","DE",13,-0.0444582060846548,-0.00341986200651191
"12952","Pierce, Michael","DT",26,-0.0124579962190241,-0.000479153700731696
"12955","Manhertz, Chris","TE",17,-0.362643616947576,-0.0213319774675045
"12964","Scarlett, Brennan","LB",22,-0.288736358924315,-0.0131243799511052
"12979","Williams, DeShawn","DT",53,-0.123067700251051,-0.0023220320802085
"12985","Littleton, Cory","LB",153,0.463001940143703,0.00302615647152747
"12987","Hyder, Kerry","DE",54,-0.115911126438712,-0.00214650234145762
"13026","Onwuasor, Patrick","LB",0,-0.117803666809031,-Inf
"13065","Tomlinson, Eric","TE",1.7,-0.469332233783353,-0.276077784578443
"13066","Raymond, Kalif","WR",99.05,0.120210936439317,0.00121363893426873
"13085","Fox, Morgan","DE",48,-0.159332128445698,-0.0033194193426187
"13100","Woods, Antwaun","DT",7,-0.119431369539864,-0.0170616242199806
"13108","McKissic, J.D.","RB",127.9,0.293971257376808,0.00229844610927919
"13115","Trubisky, Mitchell","QB",8.82,-0.236335697288511,-0.0267954305315772
"13116","Mahomes, Patrick","QB",257.36,0.549971236855435,0.00213697247767887
"13120","Webb, Davis","QB",-0.3,-0.186948278961104,0.623160929870347
"13124","Rush, Cooper","QB",19.28,-0.122657573031579,-0.00636190731491592
"13125","Beathard, C.J.","QB",1.52,-0.190165989762333,-0.125109203791008
"13127","Peterman, Nathan","QB",0.2,-0.181618205667191,-0.908091028335956
"13128","Cook, Dalvin","RB",148.5,0.342788154138344,0.00230833773830535
"13129","Fournette, Leonard","RB",218.7,0.976244588195026,0.00446385271236866
"13130","McCaffrey, Christian","RB",127.5,0.286378493137012,0.00224610582852559
"13131","Mixon, Joe","RB",226,1.04848816888229,0.00463932818089508
"13132","Kamara, Alvin","RB",159.45,0.379684290595733,0.00238121223327522
"13133","Perine, Samaje","RB",64.6,-0.0335036799020978,-0.000518632815821947
"13134","Foreman, D'Onta","RB",28.9,0.0115476456638444,0.000399572514319874
"13135","Gallman, Wayne","RB",13.5,-0.131417588830929,-0.00973463620969843
"13136","Clement, Corey","RB",3.5,-0.506454200975544,-0.144701200278727
"13138","Hunt, Kareem","RB",106.2,0.211828625336973,0.00199461982426528
"13139","Williams, Jamaal","RB",92.5,0.116811892616036,0.00126283127152471
"13143","McNichols, Jeremy","RB",60.33,-0.0196536133511191,-0.000325768495791798
"13144","McGuire, Elijah","RB",0,-0.0814413330607913,-Inf
"13146","Conner, James","RB",187.9,0.76844936905175,0.00408967200133981
"13148","Ogunbowale, Dare","RB",7.5,-0.480659950145028,-0.0640879933526704
"13153","Davis, Corey","WR",106.2,0.167470771772431,0.00157693758731102
"13154","Williams, Mike","WR",184.4,0.714376733431195,0.00387406037652492
"13155","Ross, John","WR",39.66,-0.0803581627844077,-0.00202617657045909
