season,week,franchise_id,starter_status,player_id,player_name,pos,team,player_score,should_start
2022,1,0016,starter,13593,"Jackson, Lamar",QB,BAL,21.22,1
2022,1,0016,starter,12630,"Drake, Kenyan",RB,BAL,5.60,0
2022,1,0016,starter,15256,"Williams, Javonte",RB,DEN,20.80,1
2022,1,0016,starter,14835,"Higgins, Tee",WR,CIN,4.70,0
2022,1,0016,starter,10271,"Jones, Julio",WR,TBB,11.60,1
2022,1,0016,starter,13635,"Moore, D.J.",WR,CAR,8.00,0
2022,1,0016,starter,14842,"Pittman, Michael",WR,IND,27.10,1
2022,1,0016,starter,14873,"Okwuegbunam, Albert",TE,DEN,8.30,1
2022,1,0016,starter,10868,"Zuerlein, Greg",PK,NYJ,3.00,1
2022,1,0016,starter,14147,"Bosa, Nick",DE,SFO,13.00,1
2022,1,0016,starter,13198,"Garrett, Myles",DE,CLE,21.00,1
2022,1,0016,starter,10653,"Bynes, Josh",LB,FA,2.00,1
2022,1,0016,starter,13696,"Smith, Roquan",LB,BAL,20.00,1
2022,1,0016,starter,13232,"King, Desmond",CB,HOU,15.00,1
2022,1,0016,starter,14918,"Terrell, A.J.",CB,ATL,9.00,1
2022,1,0016,starter,12720,"Kearse, Jayron",S,DAL,10.00,1
2022,1,0016,starter,11316,"Ryan, Logan",S,TBB,8.00,1
2022,1,0016,starter,14518,"Thompson, Jalen",S,ARI,18.00,1
2022,1,0016,nonstarter,12745,"Jones, Deion",LB,CLE,NA,0
2022,1,0016,nonstarter,13733,"Leonard, Shaquille",LB,IND,NA,0
2022,1,0016,nonstarter,14857,"Peoples-Jones, Donovan",WR,CLE,12.00,1
2022,1,0016,nonstarter,13623,"Williams, Darrel",RB,ARI,0.00,0
2022,1,0016,nonstarter,11760,"Garoppolo, Jimmy",QB,SFO,NA,0
2022,1,0016,nonstarter,15308,"Marshall, Terrace",WR,CAR,NA,0
2022,1,0016,nonstarter,15285,"Wallace, Tylan",WR,BAL,0.00,0
2022,1,0016,nonstarter,14782,"Love, Jordan",QB,GBP,2.60,0
2022,1,0016,nonstarter,14807,"Kelley, Joshua",RB,LAC,5.95,1
2022,1,0016,nonstarter,14882,"Greenard, Jonathan",DE,HOU,6.00,0
2022,1,0016,nonstarter,13863,"Pringle, Byron",WR,CHI,3.20,0
2022,1,0016,nonstarter,13427,"Tonyan, Robert",TE,GBP,6.60,0
2022,1,0016,nonstarter,10272,"Watt, J.J.",DT,ARI,NA,0
2022,1,0016,nonstarter,15109,"Westbrook-Ikhine, Nick",WR,TEN,2.30,0
2022,1,0016,nonstarter,15752,"Burks, Treylon",WR,TEN,8.50,1
2022,1,0016,nonstarter,15789,"Watson, Christian",WR,GBP,6.10,0
2022,1,0016,nonstarter,15709,"Spiller, Isaiah",RB,LAC,NA,0
2022,1,0016,nonstarter,15715,"Cook, James",RB,BUF,-0.80,0
2022,1,0016,nonstarter,15697,"Ridder, Desmond",QB,ATL,NA,0
2022,1,0016,nonstarter,15720,"Haskins, Hassan",RB,TEN,0.00,0
2022,1,0016,nonstarter,15873,"Bellinger, Daniel",TE,NYG,0.00,0
2022,1,0016,nonstarter,15798,"Likely, Isaiah",TE,BAL,0.00,0
2022,1,0016,nonstarter,14878,"Gross-Matos, Yetur",DE,CAR,3.00,0
2022,1,0016,nonstarter,15796,"Ruckert, Jeremy",TE,NYJ,NA,0
2022,1,0016,nonstarter,15693,"Howell, Sam",QB,WAS,NA,0
2022,1,0016,nonstarter,15802,"Otton, Cade",TE,TBB,0.00,0
2022,1,0016,nonstarter,14122,"Slayton, Darius",WR,NYG,NA,0
2022,1,0015,starter,12620,"Prescott, Dak",QB,DAL,5.46,0
2022,1,0015,starter,13604,"Barkley, Saquon",RB,NYG,33.40,1
2022,1,0015,starter,13319,"Jones, Aaron",RB,GBP,10.60,0
2022,1,0015,starter,15259,"Stevenson, Rhamondre",RB,NEP,4.70,0
2022,1,0015,starter,12186,"Diggs, Stefon",WR,BUF,26.20,1
2022,1,0015,starter,14836,"Jefferson, Justin",WR,MIN,39.40,1
2022,1,0015,starter,13154,"Williams, Mike",WR,LAC,3.00,0
2022,1,0015,starter,13674,"Goedert, Dallas",TE,PHI,9.00,1
2022,1,0015,starter,15368,"McPherson, Evan",PK,CIN,6.50,1
2022,1,0015,starter,11757,"Donald, Aaron",DT,LAR,8.00,0
2022,1,0015,starter,13198,"Garrett, Myles",DE,CLE,21.00,1
2022,1,0015,starter,15355,"Bolton, Nick",LB,KCC,18.00,1
2022,1,0015,starter,12779,"Campbell, De'Vondre",LB,GBP,16.00,1
2022,1,0015,starter,10768,"David, Lavonte",LB,TBB,11.00,0
2022,1,0015,starter,13727,"Vander Esch, Leighton",LB,DAL,15.00,1
2022,1,0015,starter,13306,"Walker, Anthony",LB,CLE,5.00,0
2022,1,0015,starter,12718,"Bell, Vonn",S,CIN,5.00,0
2022,1,0015,starter,14909,"Winfield, Antoine",S,TBB,17.00,1
2022,1,0015,nonstarter,13163,"Godwin, Chris",WR,TBB,6.50,0
2022,1,0015,nonstarter,13245,"Reddick, Haason",DE,PHI,3.00,0
2022,1,0015,nonstarter,14186,"Rapp, Taylor",S,LAR,5.00,0
2022,1,0015,nonstarter,13753,"Akins, Jordan",TE,HOU,NA,0
2022,1,0015,nonstarter,14892,"Brooks, Jordyn",LB,SEA,22.00,1
2022,1,0015,nonstarter,13108,"McKissic, J.D.",RB,WAS,7.80,0
2022,1,0015,nonstarter,13630,"Sutton, Courtland",WR,DEN,11.20,1
2022,1,0015,nonstarter,14167,"Allen, Josh",DE,JAC,10.00,1
2022,1,0015,nonstarter,14235,"Tranquill, Drue",LB,LAC,14.00,1
2022,1,0015,nonstarter,15284,"Waddle, Jaylen",WR,MIA,17.70,1
2022,1,0015,nonstarter,15241,"Jones, Mac",QB,NEP,10.52,0
2022,1,0015,nonstarter,15385,"Ojulari, Azeez",DE,NYG,NA,0
2022,1,0015,nonstarter,15252,"Mills, Davis",QB,HOU,16.50,1
2022,1,0015,nonstarter,13764,"Johnson, Taron",CB,BUF,16.00,1
2022,1,0015,nonstarter,8930,"Prater, Matt",PK,ARI,1.00,0
2022,1,0015,nonstarter,12233,"Alexander, Kwon",LB,NYJ,6.00,0
2022,1,0015,nonstarter,13688,"Davenport, Marcus",DE,NOS,2.00,0
2022,1,0015,nonstarter,14017,"Wilson, Jeffery",RB,MIA,5.00,0
2022,1,0015,nonstarter,13730,"Alexander, Jaire",CB,GBP,9.00,0
2022,1,0015,nonstarter,13850,"Edwards, Gus",RB,BAL,NA,0
2022,1,0015,nonstarter,14087,"Henderson, Darrell",RB,FA,12.30,1
2022,1,0015,nonstarter,11228,"Woods, Robert",WR,TEN,2.30,0
2022,1,0015,nonstarter,14141,"Smith Jr., Irv",TE,MIN,0.00,0
2022,1,0015,nonstarter,10272,"Watt, J.J.",DT,ARI,NA,0
2022,1,0015,nonstarter,15709,"Spiller, Isaiah",RB,LAC,NA,0
2022,1,0015,nonstarter,15712,"Allgeier, Tyler",RB,ATL,NA,0
2022,1,0015,nonstarter,15714,"White, Zamir",RB,LVR,0.00,0
2022,1,0015,nonstarter,15795,"Kolar, Charlie",TE,BAL,NA,0
2022,1,0026,starter,13589,"Allen, Josh",QB,BUF,33.48,1
2022,1,0026,starter,13128,"Cook, Dalvin",RB,MIN,13.80,1
2022,1,0026,starter,15263,"Mitchell, Elijah",RB,SFO,4.10,0
2022,1,0026,starter,14840,"Aiyuk, Brandon",WR,SFO,6.70,0
2022,1,0026,starter,12650,"Boyd, Tyler",WR,CIN,13.30,1
2022,1,0026,starter,13156,"Smith-Schuster, JuJu",WR,KCC,12.90,1
2022,1,0026,starter,13154,"Williams, Mike",WR,LAC,3.00,0
2022,1,0026,starter,13674,"Goedert, Dallas",TE,PHI,9.00,1
2022,1,0026,starter,13898,"Joseph, Greg",PK,MIN,13.30,1
2022,1,0026,starter,13688,"Davenport, Marcus",DE,NOS,2.00,0
2022,1,0026,starter,10753,"Jones, Chandler",DE,LVR,4.00,0
2022,1,0026,starter,15815,"Walker, Travon",DE,JAC,17.00,1
2022,1,0026,starter,14892,"Brooks, Jordyn",LB,SEA,22.00,1
2022,1,0026,starter,14210,"Pratt, Germaine",LB,CIN,14.00,1
2022,1,0026,starter,14412,"Singleton, Alex",LB,DEN,13.00,1
2022,1,0026,starter,12302,"Wilson, Damien",LB,CAR,10.00,0
2022,1,0026,starter,13251,"Baker, Budda",S,ARI,20.00,1
2022,1,0026,starter,10783,"Smith, Harrison",S,MIN,18.00,1
2022,1,0026,nonstarter,12181,"Agholor, Nelson",WR,NEP,4.80,0
2022,1,0026,nonstarter,12702,"Jack, Myles",LB,PIT,18.00,1
2022,1,0026,nonstarter,12088,"Phillips, Adrian",S,NEP,5.00,0
2022,1,0026,nonstarter,13325,"Woods, Xavier",S,CAR,14.00,1
2022,1,0026,nonstarter,14075,"Harris, Damien",RB,NEP,7.80,0
2022,1,0026,nonstarter,13192,"Njoku, David",TE,CLE,1.70,0
2022,1,0026,nonstarter,12221,"Hunter, Danielle",DE,MIN,11.00,0
2022,1,0026,nonstarter,15284,"Waddle, Jaylen",WR,MIA,17.70,1
2022,1,0026,nonstarter,15283,"Moore, Rondale",WR,ARI,NA,0
2022,1,0026,nonstarter,15258,"Carter, Michael",RB,NYJ,17.00,1
2022,1,0026,nonstarter,14783,"Hurts, Jalen",QB,PHI,24.72,0
2022,1,0026,nonstarter,15346,"Rousseau, Gregory",DE,BUF,14.00,1
