game_id,season,week,franchise_id,opponent_id,franchise_score,opponent_score,score_diff,franchise_elo_pregame,opponent_elo_pregame,elo_shift,franchise_elo_postgame
2018100160006,2018,1,0006,0016,200.86,249.02,-48.16,1651,1663,-14,1652
2018100260036,2018,1,0036,0026,195.1,266.5,-71.4,1538,1545,-13,1517
2018100310015,2018,1,0015,0031,186.64,234.22,-47.58,1412,1508,-9,1397
2018100040028,2018,1,0028,0004,208.24,291.33,-83.09,1613,1701,-9,1620
2018100250021,2018,1,0021,0025,219.61,298.19,-78.58,1595,1583,-14,1570
2018100130032,2018,1,0032,0013,221.55,180.32,41.23,1472,1525,25,1486
2018100050018,2018,1,0018,0005,223.72,289.54,-65.82,1610,1641,-12,1577
2018100010002,2018,1,0002,0001,214.52,217.22,-2.7,1586,1597,-16,1562
2018100270033,2018,1,0033,0027,153.95,191.28,-37.33,1499,1524,-13,1477
2018100070011,2018,1,0011,0007,260.89,169.12,91.77,1591,1641,25,1633
2018100120008,2018,1,0008,0012,189.14,285.61,-96.47,1486,1589,-8,1471
2018100030009,2018,1,0009,0003,242.9,197.51,45.39,1453,1482,23,1467
2018100290017,2018,1,0017,0029,315.47,290.14,25.33,1629,1673,24,1665
2018100140030,2018,1,0030,0014,267.04,226.46,40.58,1479,1598,28,1538
2018100350020,2018,1,0020,0035,194.7,197.38,-2.68,1443,1494,-14,1422
2018100190034,2018,1,0034,0019,194.84,221.36,-26.52,1571,1639,-11,1539
2018100240022,2018,1,0022,0024,197.42,304.1,-106.68,1523,1543,-12,1505
2018100160021,2018,1,0021,0016,219.61,249.02,-29.41,1595,1663,-11,1570
2018100060013,2018,1,0013,0006,180.32,200.86,-20.54,1525,1651,-9,1499
2018100260032,2018,1,0032,0026,221.55,266.5,-44.95,1472,1545,-11,1486
2018100360005,2018,1,0005,0036,289.54,195.1,94.44,1641,1538,17,1679
2018100310018,2018,1,0018,0031,223.72,234.22,-10.5,1610,1508,-21,1577
2018100150001,2018,1,0001,0015,217.22,186.64,30.58,1597,1412,12,1628
2018100040002,2018,1,0002,0004,214.52,291.33,-76.81,1586,1701,-8,1562
2018100280027,2018,1,0027,0028,191.28,208.24,-16.96,1524,1613,-11,1533
2018100250033,2018,1,0033,0025,153.95,298.19,-144.24,1499,1583,-9,1477
2018100070030,2018,1,0030,0007,267.04,169.12,97.92,1479,1641,31,1538
2018100110035,2018,1,0035,0011,197.38,260.89,-63.51,1494,1591,-9,1502
2018100120020,2018,1,0020,0012,194.7,285.61,-90.91,1443,1589,-7,1422
2018100080019,2018,1,0019,0008,221.36,189.14,32.22,1639,1486,14,1671
2018100030034,2018,1,0034,0003,194.84,197.51,-2.67,1571,1482,-21,1539
2018100090024,2018,1,0024,0009,304.1,242.9,61.2,1543,1453,17,1582
2018100290022,2018,1,0022,0029,197.42,290.14,-92.72,1523,1673,-6,1505
2018100170010,2018,1,0010,0017,303.35,315.47,-12.12,1446,1629,-7,1459
2018100140023,2018,1,0023,0014,229.84,226.46,3.38,1399,1598,29,1417
2018100230010,2018,1,0010,0023,303.35,229.84,73.51,1446,1399,20,1459
2018100160006,2018,1,0016,0006,249.02,200.86,48.16,1663,1651,21,1702
2018100260036,2018,1,0026,0036,266.5,195.1,71.4,1545,1538,22,1585
2018100310015,2018,1,0031,0015,234.22,186.64,47.58,1508,1412,17,1551
2018100040028,2018,1,0004,0028,291.33,208.24,83.09,1701,1613,18,1735
2018100250021,2018,1,0025,0021,298.19,219.61,78.58,1583,1595,23,1625
2018100130032,2018,1,0013,0032,180.32,221.55,-41.23,1525,1472,-17,1499
2018100050018,2018,1,0005,0018,289.54,223.72,65.82,1641,1610,21,1679
2018100010002,2018,1,0001,0002,217.22,214.52,2.7,1597,1586,19,1628
2018100270033,2018,1,0027,0033,191.28,153.95,37.33,1524,1499,20,1533
2018100070011,2018,1,0007,0011,169.12,260.89,-91.77,1641,1591,-16,1604
2018100120008,2018,1,0012,0008,285.61,189.14,96.47,1589,1486,17,1621
2018100030009,2018,1,0003,0009,197.51,242.9,-45.39,1482,1453,-16,1490
2018100290017,2018,1,0029,0017,290.14,315.47,-25.33,1673,1629,-17,1671
2018100140030,2018,1,0014,0030,226.46,267.04,-40.58,1598,1479,-20,1552
2018100350020,2018,1,0035,0020,197.38,194.7,2.68,1494,1443,17,1502
2018100190034,2018,1,0019,0034,221.36,194.84,26.52,1639,1571,18,1671
2018100240022,2018,1,0024,0022,304.1,197.42,106.68,1543,1523,22,1582
2018100160021,2018,1,0016,0021,249.02,219.61,29.41,1663,1595,18,1702
2018100060013,2018,1,0006,0013,200.86,180.32,20.54,1651,1525,15,1652
