season,bowl,bracket,week,game_id,franchise_id,franchise_points,match_result,po_finish,title
2020,PB,Pro Bowl,13,PB-2020-01,0022,273.28,W,NA,0
2020,PB,Pro Bowl,13,PB-2020-02,0024,258.1,W,NA,0
2020,PB,Pro Bowl,13,PB-2020-03,0029,268.26,W,NA,0
2020,PB,Pro Bowl,13,PB-2020-04,0034,293.83,W,NA,0
2020,PB,Pro Bowl,13,PB-2020-01,0015,234.64,L,5,0
2020,PB,Pro Bowl,13,PB-2020-02,0026,253.15,L,5,0
2020,PB,Pro Bowl,13,PB-2020-03,0036,196.15,L,5,0
2020,PB,Pro Bowl,13,PB-2020-04,0007,197.06,L,5,0
2020,SB,Super Bowl RFC,13,SB-2020-01,0004,238.24,L,7,0
2020,SB,Super Bowl RFC,13,SB-2020-02,0013,197.84,W,NA,NA
2020,SB,Super Bowl BFC,13,SB-2020-03,0014,216.66,L,7,0
2020,SB,Super Bowl BFC,13,SB-2020-04,0012,281.01,W,NA,NA
2020,SB,Super Bowl RFC,13,SB-2020-01,0025,242.36,W,NA,NA
2020,SB,Super Bowl RFC,13,SB-2020-02,0019,193.6,L,7,0
2020,SB,Super Bowl BFC,13,SB-2020-03,0016,273.12,W,NA,NA
2020,SB,Super Bowl BFC,13,SB-2020-04,0006,226.2,L,7,0
2020,TB,Toilet Bowl,13,TB-2020-01,0027,190.15,L,5,0
2020,TB,Toilet Bowl,13,TB-2020-02,0008,201.05,L,5,0
2020,TB,Toilet Bowl,13,TB-2020-03,0001,205,W,NA,0
2020,TB,Toilet Bowl,13,TB-2020-04,0035,194.19,W,NA,0
2020,TB,Toilet Bowl,13,TB-2020-01,0031,223.96,W,NA,0
2020,TB,Toilet Bowl,13,TB-2020-02,0028,205.94,W,NA,0
2020,TB,Toilet Bowl,13,TB-2020-03,0030,193.34,L,5,0
2020,TB,Toilet Bowl,13,TB-2020-04,0009,150.85,L,5,0
2020,PB,Pro Bowl,14,PB-2020-05,0022,249.94,W,NA,0
2020,PB,Pro Bowl,14,PB-2020-06,0034,223.02,W,NA,0
2020,PB,Pro Bowl,14,PB-2020-07,0024,176.16,L,4,0
2020,PB,Pro Bowl,14,PB-2020-08,0029,253.06,W,NA,0
2020,PB,Pro Bowl,14,PB-2020-05,0018,198.65,L,4,0
2020,PB,Pro Bowl,14,PB-2020-06,0003,180.02,L,4,0
2020,PB,Pro Bowl,14,PB-2020-07,0033,188.22,W,NA,0
2020,PB,Pro Bowl,14,PB-2020-08,0020,197.78,L,4,0
2020,SB,Super Bowl RFC,14,SB-2020-05,0025,224.78,L,6,0
2020,SB,Super Bowl RFC,14,SB-2020-06,0013,205.04,L,6,0
2020,SB,Super Bowl BFC,14,SB-2020-07,0016,300.9,W,NA,NA
2020,SB,Super Bowl BFC,14,SB-2020-08,0012,235.33,L,6,0
2020,SB,Super Bowl RFC,14,SB-2020-05,0005,285.34,W,NA,NA
2020,SB,Super Bowl RFC,14,SB-2020-06,0023,296.22,W,NA,NA
2020,SB,Super Bowl BFC,14,SB-2020-07,0011,278.4,L,6,0
2020,SB,Super Bowl BFC,14,SB-2020-08,0017,281.16,W,NA,NA
2020,TB,Toilet Bowl,14,TB-2020-05,0031,231.47,W,NA,0
2020,TB,Toilet Bowl,14,TB-2020-06,0035,182.15,L,4,0
2020,TB,Toilet Bowl,14,TB-2020-07,0028,201.13,L,4,0
2020,TB,Toilet Bowl,14,TB-2020-08,0001,168.77,L,4,0
2020,TB,Toilet Bowl,14,TB-2020-05,0002,226.42,L,4,0
2020,TB,Toilet Bowl,14,TB-2020-06,0021,192.55,W,NA,0
2020,TB,Toilet Bowl,14,TB-2020-07,0032,238.12,W,NA,0
2020,TB,Toilet Bowl,14,TB-2020-08,0010,184.94,W,NA,0
2020,PB,Pro Bowl,15,PB-2020-09,0022,232.56,W,NA,0
2020,PB,Pro Bowl,15,PB-2020-10,0033,269.22,W,NA,0
2020,PB,Pro Bowl,15,PB-2020-09,0034,225.76,L,3,0
2020,PB,Pro Bowl,15,PB-2020-10,0029,260.36,L,3,0
2020,SB,Super Bowl RFC,15,SB-2020-09,0005,213.52,L,5,0
2020,SB,Super Bowl BFC,15,SB-2020-10,0016,294.42,W,NA,NA
2020,SB,Super Bowl RFC,15,SB-2020-09,0023,279.86,W,NA,NA
2020,SB,Super Bowl BFC,15,SB-2020-10,0017,284.96,L,5,0
2020,TB,Toilet Bowl,15,TB-2020-09,0031,222.83,L,3,0
2020,TB,Toilet Bowl,15,TB-2020-10,0032,136.76,L,3,0
2020,TB,Toilet Bowl,15,TB-2020-09,0021,235.82,W,NA,0
2020,TB,Toilet Bowl,15,TB-2020-10,0010,190.96,W,NA,0
2020,PB,Pro Bowl,16,PB-2020-11,0022,258.57,L,2,0
2020,PB,Pro Bowl,16,PB-2020-11,0033,259.18,W,1,0
2020,SB,Superbowl,16,SB-2020-11,0023,245.12,L,2,0
2020,SB,Spiel um Platz drei,16,SB-2020-12,0005,250.32,L,4,0
2020,SB,Superbowl,16,SB-2020-11,0016,291.02,W,1,1
2020,SB,Spiel um Platz drei,16,SB-2020-12,0017,278.1,W,3,0
2020,TB,Toilet Bowl,16,TB-2020-11,0021,216.88,W,1,0
2020,TB,Toilet Bowl,16,TB-2020-11,0010,185.8,L,2,0
