"overall","player_id","player_name","vbd_true"
6,13608,"Penny, Rashaad",-4.43525
7,13610,"Chubb, Nick",4.769
8,13605,"Guice, Derrius",1.792
9,13610,"Chubb, Nick",4.769
10,13610,"Chubb, Nick",4.769
11,13606,"Jones, Ronald",-2.84125
12,13606,"Jones, Ronald",-2.84125
13,13607,"Michel, Sony",-1.19525
14,13607,"Michel, Sony",-1.19525
15,13606,"Jones, Ronald",-2.84125
16,13607,"Michel, Sony",-1.19525
17,13608,"Penny, Rashaad",-4.43525
18,13617,"Freeman, Royce",-5.431
19,13608,"Penny, Rashaad",-4.43525
20,13617,"Freeman, Royce",-5.431
21,13617,"Freeman, Royce",-5.431
22,13612,"Johnson, Kerryon",-3.34225
23,13629,"Ridley, Calvin",4.54575
24,13629,"Ridley, Calvin",4.54575
25,13629,"Ridley, Calvin",4.54575
26,13612,"Johnson, Kerryon",-3.34225
27,13635,"Moore, D.J.",2.696
28,13612,"Johnson, Kerryon",-3.34225
29,13697,"Edmunds, Tremaine",4.8685
30,13635,"Moore, D.J.",2.696
31,13635,"Moore, D.J.",2.696
32,13697,"Edmunds, Tremaine",4.8685
33,13633,"Kirk, Christian",1.124
34,13697,"Edmunds, Tremaine",4.8685
35,13633,"Kirk, Christian",1.124
36,13633,"Kirk, Christian",1.124
37,13696,"Smith, Roquan",7.029
38,13630,"Sutton, Courtland",-0.46975
39,13630,"Sutton, Courtland",-0.46975
40,13630,"Sutton, Courtland",-0.46975
41,13696,"Smith, Roquan",7.029
42,13696,"Smith, Roquan",7.029
43,13646,"Gallup, Michael",-0.202
44,13672,"Gesicki, Mike",-2.24475
45,13637,"St. Brown, Equanimeous",-7.99766666666667
46,13590,"Mayfield, Baker",-1.50175
47,13631,"Washington, James",-5.1075
48,13590,"Mayfield, Baker",-1.50175
49,13646,"Gallup, Michael",-0.202
50,13672,"Gesicki, Mike",-2.24475
51,13590,"Mayfield, Baker",-1.50175
52,13631,"Washington, James",-5.1075
53,13639,"Miller, Anthony",-3.70925
54,13592,"Darnold, Sam",-3.465
55,13639,"Miller, Anthony",-3.70925
56,13639,"Miller, Anthony",-3.70925
57,13631,"Washington, James",-5.1075
58,13646,"Gallup, Michael",-0.202
59,13637,"St. Brown, Equanimeous",-7.99766666666667
60,13672,"Gesicki, Mike",-2.24475
61,13591,"Rosen, Josh",-13.005
62,13593,"Jackson, Lamar",3.107
63,13727,"Vander Esch, Leighton",2.73325
64,13591,"Rosen, Josh",-13.005
65,13681,"Chubb, Bradley",0.145250000000001
66,13591,"Rosen, Josh",-13.005
67,13727,"Vander Esch, Leighton",2.73325
68,13674,"Goedert, Dallas",-0.9355
69,13680,"Hurst, Hayden",-4.663
70,13733,"Leonard, Darius",10.26125
71,13593,"Jackson, Lamar",3.107
72,13593,"Jackson, Lamar",3.107
73,13699,"Evans, Rashaan",0.24075
74,13727,"Vander Esch, Leighton",2.73325
75,13681,"Chubb, Bradley",0.145250000000001
76,13699,"Evans, Rashaan",0.24075
77,13699,"Evans, Rashaan",0.24075
78,13621,"Ballage, Kalen",-6.5415
79,13681,"Chubb, Bradley",0.145250000000001
80,13622,"Hines, Nyheim",-0.852500000000001
81,13621,"Ballage, Kalen",-6.5415
82,13621,"Ballage, Kalen",-6.5415
83,13634,"Pettis, Dante",-4.9795
84,13592,"Darnold, Sam",-3.465
85,13733,"Leonard, Darius",10.26125
86,13733,"Leonard, Darius",10.26125
87,13634,"Pettis, Dante",-4.9795
88,13622,"Hines, Nyheim",-0.852500000000001
89,13622,"Hines, Nyheim",-0.852500000000001
90,13634,"Pettis, Dante",-4.9795
91,13668,"Chark, D.J.",-1.1005
92,13680,"Hurst, Hayden",-4.663
93,13592,"Darnold, Sam",-3.465
94,13668,"Chark, D.J.",-1.1005
95,13674,"Goedert, Dallas",-0.9355
96,13668,"Chark, D.J.",-1.1005
97,13674,"Goedert, Dallas",-0.9355
98,13768,"Smith, Ito",-5.73066666666667
99,13637,"St. Brown, Equanimeous",-7.99766666666667
100,13779,"Kiser, Micah",-3.645
101,13645,"Smith, Tre'Quan",-3.90675
102,13714,"James, Derwin",3.50233333333333
103,13714,"James, Derwin",3.50233333333333
104,13706,"Baker, Jerome",3.1645
105,13714,"James, Derwin",3.50233333333333
106,13680,"Hurst, Hayden",-4.663
107,13779,"Kiser, Micah",-3.645
108,13688,"Davenport, Marcus",-2.044
109,13620,"Jackson, Justin",-4.82075
110,13688,"Davenport, Marcus",-2.044
111,13779,"Kiser, Micah",-3.645
112,13688,"Davenport, Marcus",-2.044
113,13620,"Jackson, Justin",-4.82075
114,13589,"Allen, Josh",4.35425
115,13620,"Jackson, Justin",-4.82075
116,13645,"Smith, Tre'Quan",-3.90675
117,13589,"Allen, Josh",4.35425
118,13645,"Smith, Tre'Quan",-3.90675
119,13768,"Smith, Ito",-5.73066666666667
120,13743,"Warner, Fred",5.6935
121,13636,"Cain, Deon",-10.471
122,13713,"Fitzpatrick, Minkah",1.067
123,13589,"Allen, Josh",4.35425
124,13706,"Baker, Jerome",3.1645
125,13706,"Baker, Jerome",3.1645
126,13768,"Smith, Ito",-5.73066666666667
127,13640,"Callaway, Antonio",-6.32533333333333
128,13713,"Fitzpatrick, Minkah",1.067
129,13735,"Turay, Kemoko",-5.198
130,13726,"Edmonds, Chase",-2.24975
131,13662,"Coutee, Keke",-3.50325
132,13743,"Warner, Fred",5.6935
133,13743,"Warner, Fred",5.6935
134,13789,"Wilkins, Jordan",-7.67625
135,13640,"Callaway, Antonio",-6.32533333333333
136,13640,"Callaway, Antonio",-6.32533333333333
137,13649,"Hamilton, DaeSean",-6.70933333333333
138,13649,"Hamilton, DaeSean",-6.70933333333333
139,13789,"Wilkins, Jordan",-7.67625
140,13713,"Fitzpatrick, Minkah",1.067
141,13789,"Wilkins, Jordan",-7.67625
142,13649,"Hamilton, DaeSean",-6.70933333333333
143,13662,"Coutee, Keke",-3.50325
144,13662,"Coutee, Keke",-3.50325
145,13636,"Cain, Deon",-10.471
146,13636,"Cain, Deon",-10.471
147,13726,"Edmonds, Chase",-2.24975
148,13717,"Reid, Justin",0.0640000000000001
149,13616,"Walton, Mark",-8.326
150,13716,"Edmunds, Terrell",-0.90775
151,13726,"Edmonds, Chase",-2.24975
152,13616,"Walton, Mark",-8.326
153,13702,"Jewell, Josey",-1.4875
154,13692,"Vea, Vita",-3.264
155,13616,"Walton, Mark",-8.326
156,13735,"Turay, Kemoko",-5.198
157,13730,"Alexander, Jaire",-1.336
158,13692,"Vea, Vita",-3.264
159,13657,"Moore, J'Mon",-9.86
160,13698,"Jefferson, Malik",-9.1585
161,13671,"Andrews, Mark",2.433
162,13671,"Andrews, Mark",2.433
163,13671,"Andrews, Mark",2.433
164,13702,"Jewell, Josey",-1.4875
165,13698,"Jefferson, Malik",-9.1585
166,13698,"Jefferson, Malik",-9.1585
167,13750,"Burks, Oren",-7.60125
168,13601,"Lauletta, Kyle",-19.226
169,13735,"Turay, Kemoko",-5.198
170,13701,"O'Daniel, Dorian",-8.0845
171,13814,"Scott, Boston",-4.55475
172,13678,"Thomas, Ian",-7.16225
173,13619,"Kelly, John",-9.70633333333333
174,13750,"Burks, Oren",-7.60125
175,13692,"Vea, Vita",-3.264
176,13657,"Moore, J'Mon",-9.86
177,13595,"Rudolph, Mason",-8.839
178,13750,"Burks, Oren",-7.60125
179,13781,"Avery, Genard",-5.89625
180,13716,"Edmunds, Terrell",-0.90775
181,13666,"Fountain, Daurice",-10.3836666666667
182,13772,"Schultz, Dalton",-4.333
183,13595,"Rudolph, Mason",-8.839
184,13814,"Scott, Boston",-4.55475
185,13619,"Kelly, John",-9.70633333333333
186,13702,"Jewell, Josey",-1.4875
187,13814,"Scott, Boston",-4.55475
188,13595,"Rudolph, Mason",-8.839
189,13723,"Payne, Da'Ron",-1.03625
190,13723,"Payne, Da'Ron",-1.03625
191,13765,"Young, Kenny",-3.0225
192,13716,"Edmunds, Terrell",-0.90775
193,13717,"Reid, Justin",0.0640000000000001
194,13657,"Moore, J'Mon",-9.86
195,13753,"Akins, Jordan",-5.726
196,13678,"Thomas, Ian",-7.16225
197,13619,"Kelly, John",-9.70633333333333
198,13615,"Scarbrough, Bo",-4.618
199,13765,"Young, Kenny",-3.0225
200,13615,"Scarbrough, Bo",-4.618
201,13753,"Akins, Jordan",-5.726
202,13765,"Young, Kenny",-3.0225
204,13642,"Tate, Auden",-7.10675
205,13717,"Reid, Justin",0.0640000000000001
206,13776,"Watson, Justin",-9.55025
207,13678,"Thomas, Ian",-7.16225
208,13759,"Armstrong, Dorance",-4.3655
209,13694,"Settle, Tim",-6.25925
210,13613,"Samuels, Jaylen",-6.551
211,13663,"Scott, Jaleel",-9.7275
212,13753,"Akins, Jordan",-5.726
213,13613,"Samuels, Jaylen",-6.551
214,13652,"Wilson, Cedrick",-6.47233333333333
215,13615,"Scarbrough, Bo",-4.618
216,13701,"O'Daniel, Dorian",-8.0845
217,13642,"Tate, Auden",-7.10675
218,13613,"Samuels, Jaylen",-6.551
219,13642,"Tate, Auden",-7.10675
220,13679,"Herndon, Chris",-6.5915
221,13666,"Fountain, Daurice",-10.3836666666667
224,13652,"Wilson, Cedrick",-6.47233333333333
225,13776,"Watson, Justin",-9.55025
226,13707,"Ward, Denzel",-0.9535
227,13684,"Hubbard, Sam",0.6225
228,13797,"Nickerson, Parry",-9.97775
229,13776,"Watson, Justin",-9.55025
230,13703,"Carter, Lorenzo",-1.402
231,13703,"Carter, Lorenzo",-1.402
232,13781,"Avery, Genard",-5.89625
233,13663,"Scott, Jaleel",-9.7275
234,13737,"Bates, Jessie",2.137
235,13701,"O'Daniel, Dorian",-8.0845
236,13663,"Scott, Jaleel",-9.7275
237,13703,"Carter, Lorenzo",-1.402
238,13666,"Fountain, Daurice",-10.3836666666667
239,13781,"Avery, Genard",-5.89625
240,13601,"Lauletta, Kyle",-19.226
242,13673,"Fumagalli, Troy",-7.3775
245,13652,"Wilson, Cedrick",-6.47233333333333
246,13772,"Schultz, Dalton",-4.333
247,13715,"Harrison, Ronnie",-2.574
248,13673,"Fumagalli, Troy",-7.3775
249,13601,"Lauletta, Kyle",-19.226
251,13724,"James, Richie",-6.33866666666667
252,13826,"Adams, Matthew",-8.2105
1,14073,"Jacobs, Josh",5.44833333333333
2,14073,"Jacobs, Josh",5.44833333333333
3,14073,"Jacobs, Josh",5.44833333333333
4,14101,"Harry, N'Keal",-6.37666666666667
5,14101,"Harry, N'Keal",-6.37666666666667
6,14101,"Harry, N'Keal",-6.37666666666667
7,14087,"Henderson, Darrell",-1.516
8,14071,"Montgomery, David",4.726
9,14071,"Montgomery, David",4.726
10,14079,"Sanders, Miles",3.276
11,14071,"Montgomery, David",4.726
12,14079,"Sanders, Miles",3.276
13,14170,"Bush, Devin",2.12966666666667
14,14079,"Sanders, Miles",3.276
15,14138,"Hockenson, T.J.",-0.923666666666666
16,14168,"White, Devin",7.10933333333333
17,14112,"Campbell, Parris",-4.21866666666667
18,14104,"Brown, A.J.",4.15633333333333
19,14104,"Brown, A.J.",4.15633333333333
20,14087,"Henderson, Darrell",-1.516
21,14168,"White, Devin",7.10933333333333
22,14168,"White, Devin",7.10933333333333
23,14087,"Henderson, Darrell",-1.516
24,14170,"Bush, Devin",2.12966666666667
25,14104,"Brown, A.J.",4.15633333333333
26,14102,"Metcalf, DK",3.57066666666667
27,14170,"Bush, Devin",2.12966666666667
28,14147,"Bosa, Nick",-0.083333333333333
29,14102,"Metcalf, DK",3.57066666666667
30,14102,"Metcalf, DK",3.57066666666667
31,14136,"Samuel, Deebo",4.12333333333333
32,14112,"Campbell, Parris",-4.21866666666667
33,14112,"Campbell, Parris",-4.21866666666667
34,14138,"Hockenson, T.J.",-0.923666666666666
35,14138,"Hockenson, T.J.",-0.923666666666666
36,14080,"Singletary, Devin",1.17466666666667
37,14080,"Singletary, Devin",1.17466666666667
38,14105,"Brown, Marquise",1.314
39,14147,"Bosa, Nick",-0.083333333333333
40,14137,"Fant, Noah",-1.74766666666667
41,14147,"Bosa, Nick",-0.083333333333333
42,14121,"Isabella, Andy",-8.48766666666667
43,14136,"Samuel, Deebo",4.12333333333333
44,14105,"Brown, Marquise",1.314
45,14080,"Singletary, Devin",1.17466666666667
46,14136,"Samuel, Deebo",4.12333333333333
47,14121,"Isabella, Andy",-8.48766666666667
48,14167,"Allen, Josh",-0.916666666666667
49,14121,"Isabella, Andy",-8.48766666666667
50,14137,"Fant, Noah",-1.74766666666667
51,14137,"Fant, Noah",-1.74766666666667
52,14141,"Smith Jr., Irv",-3.21
53,14113,"Hardman, Mecole",-2.018
54,14105,"Brown, Marquise",1.314
55,14113,"Hardman, Mecole",-2.018
56,14113,"Hardman, Mecole",-2.018
57,14107,"Arcega-Whiteside, JJ",-9.26366666666667
58,14086,"Hill, Justice",-7.5505
59,14141,"Smith Jr., Irv",-3.21
60,14107,"Arcega-Whiteside, JJ",-9.26366666666667
61,14141,"Smith Jr., Irv",-3.21
62,14106,"Butler, Hakeem",-11.494
63,14056,"Murray, Kyler",4.695
64,14056,"Murray, Kyler",4.695
65,14056,"Murray, Kyler",4.695
66,14106,"Butler, Hakeem",-11.494
67,14107,"Arcega-Whiteside, JJ",-9.26366666666667
68,14086,"Hill, Justice",-7.5505
69,14086,"Hill, Justice",-7.5505
70,14106,"Butler, Hakeem",-11.494
71,14210,"Pratt, Germaine",-0.029333333333334
72,14223,"Mattison, Alexander",-2.799
73,14058,"Haskins, Dwayne",-7.441
74,14109,"McLaurin, Terry",2.808
75,14184,"Abram, Johnathan",0.267666666666667
76,14223,"Mattison, Alexander",-2.799
77,14058,"Haskins, Dwayne",-7.441
78,14075,"Harris, Damien",-1.68833333333333
79,14223,"Mattison, Alexander",-2.799
80,14210,"Pratt, Germaine",-0.029333333333334
81,14075,"Harris, Damien",-1.68833333333333
82,14075,"Harris, Damien",-1.68833333333333
83,14114,"Harmon, Kelvin",-6.91
84,14185,"Adderley, Nasir",-3.756
85,14184,"Abram, Johnathan",0.267666666666667
86,14058,"Haskins, Dwayne",-7.441
87,14158,"Oliver, Ed",-2.85433333333333
88,14208,"Johnson, Diontae",3.67566666666667
89,14208,"Johnson, Diontae",3.67566666666667
90,14208,"Johnson, Diontae",3.67566666666667
91,14125,"Boykin, Miles",-8.34266666666667
92,14157,"Williams, Quinnen",-0.759333333333333
93,14210,"Pratt, Germaine",-0.029333333333334
94,14114,"Harmon, Kelvin",-6.91
95,14114,"Harmon, Kelvin",-6.91
96,14125,"Boykin, Miles",-8.34266666666667
97,14167,"Allen, Josh",-0.916666666666667
98,14125,"Boykin, Miles",-8.34266666666667
99,14184,"Abram, Johnathan",0.267666666666667
100,14167,"Allen, Josh",-0.916666666666667
101,14158,"Oliver, Ed",-2.85433333333333
102,14200,"Tavai, Jahlani",-4.396
103,14140,"Sternberger, Jace",-8.2355
104,14158,"Oliver, Ed",-2.85433333333333
105,14140,"Sternberger, Jace",-8.2355
106,14185,"Adderley, Nasir",-3.756
107,14140,"Sternberger, Jace",-8.2355
108,14207,"Thornhill, Juan",-4.19933333333333
109,14103,"Ridley, Riley",-9.214
110,14218,"Okereke, Bobby",1.61766666666667
112,14120,"Jennings, Gary",-11.094
113,14151,"Ferrell, Clelin",-3.59866666666667
114,14185,"Adderley, Nasir",-3.756
115,14151,"Ferrell, Clelin",-3.59866666666667
117,14151,"Ferrell, Clelin",-3.59866666666667
118,14284,"Thompson, Darwin",-7.841
119,14157,"Williams, Quinnen",-0.759333333333333
120,14218,"Okereke, Bobby",1.61766666666667
121,14057,"Lock, Drew",-5.18233333333333
122,14284,"Thompson, Darwin",-7.841
123,14200,"Tavai, Jahlani",-4.396
124,14093,"Armstead, Ryquell",-5.547
126,14109,"McLaurin, Terry",2.808
127,14218,"Okereke, Bobby",1.61766666666667
131,14200,"Tavai, Jahlani",-4.396
133,14057,"Lock, Drew",-5.18233333333333
135,14093,"Armstead, Ryquell",-5.547
136,14074,"Williams, Dexter",-9.5805
137,14251,"Cashman, Blake",-5.25033333333333
138,14157,"Williams, Quinnen",-0.759333333333333
139,14109,"McLaurin, Terry",2.808
140,14251,"Cashman, Blake",-5.25033333333333
142,14057,"Lock, Drew",-5.18233333333333
143,14284,"Thompson, Darwin",-7.841
144,14251,"Cashman, Blake",-5.25033333333333
145,14074,"Williams, Dexter",-9.5805
146,14120,"Jennings, Gary",-11.094
148,14074,"Williams, Dexter",-9.5805
149,14059,"Jones, Daniel",-1.138
150,14093,"Armstead, Ryquell",-5.547
151,14197,"Savage, Darnell",-1.467
152,14072,"Snell, Benny",-6.22433333333333
153,14120,"Jennings, Gary",-11.094
154,14103,"Ridley, Riley",-9.214
155,14197,"Savage, Darnell",-1.467
156,14171,"Burns, Brian",-0.464
157,14207,"Thornhill, Juan",-4.19933333333333
159,14149,"Gary, Rashan",-2.87533333333333
160,14072,"Snell, Benny",-6.22433333333333
161,9919,"Peters, Corey",-3.868
163,14148,"Sweat, Montez",-0.917
164,14207,"Thornhill, Juan",-4.19933333333333
166,14072,"Snell, Benny",-6.22433333333333
167,14062,"Grier, Will",-13.883
168,14197,"Savage, Darnell",-1.467
170,14171,"Burns, Brian",-0.464
171,14162,"Wilkins, Christian",-0.329333333333333
172,14171,"Burns, Brian",-0.464
173,14202,"Blair, Marquise",-6.06566666666667
174,14059,"Jones, Daniel",-1.138
175,14148,"Sweat, Montez",-0.917
176,14148,"Sweat, Montez",-0.917
177,14059,"Jones, Daniel",-1.138
