"franchise_id","franchise_name","player_id","player_name","starter","points","ppg","vbd_mfl_total","vbd_mfl_avg","vbd_true_total","vbd_true_avg","true_position","mfl_position","key","type","factor_pos","factor_tier","factor_avg","points_calc"
"0003","CTU Los Angeles",12239,"Kendricks, Eric",3,263,16.3843333333333,17.626,5.87533333333333,21.498,7.166,"LB","LB","mfl_LB_2","mfl",1,0.894299287410926,0.947149643705463,249.100356294537
"0003","CTU Los Angeles",12231,"Thompson, Shaq",3,202,13.683,9.522,3.174,13.394,4.46466666666667,"LB","LB","mfl_LB_4","mfl",1,0.726840855106888,0.863420427553444,174.410926365796
"0003","CTU Los Angeles",12768,"Schobert, Joe",3,273,15.539,15.09,5.03,18.962,6.32066666666667,"LB","LB","mfl_LB_1","mfl",1,1,1,273
"0003","CTU Los Angeles",14169,"Wilson, Mack",1,162,6.452,-12.171,-4.057,-8.299,-2.76633333333333,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,93.9599490866024
"0003","CTU Los Angeles",13787,"Carter, Jermaine",1,115,4.77066666666667,-17.215,-5.73833333333333,-13.343,-4.44766666666667,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,66.6999638577733
"0003","CTU Los Angeles",12739,"Clark, Kenny",2,122,6.60833333333333,-1.32,-0.44,-4.613,-1.53766666666667,"DL","DL","mfl_DL_3","mfl",0.551646706586826,0.751657317695054,0.65165201214094,79.5015454811947
"0003","CTU Los Angeles",14947,"Wonnum, D.J.",1,99,5.201,-3.493,-1.7465,-5.161,-2.5805,"DL","DL","mfl_DL_5","mfl",0.521322889469104,0.610912799592045,0.566117844530574,56.0456666085269
"0003","CTU Los Angeles",15543,"Griffith, Jonas",0,60,5,-5.267,-5.267,-4.4,-4.4,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,34.7999811431861
"0003","CTU Los Angeles",13447,"Wilson, Eric",1,233,8.76933333333333,-5.219,-1.73966666666667,-1.347,-0.449000000000001,"LB","LB","mfl_LB_3","mfl",1,0.793349168646081,0.89667458432304,208.925178147268
"0003","CTU Los Angeles",15376,"Turner, Payton",0,25,5,-1.562,-1.562,-2.938,-2.938,"DL","DL","mfl_DL_6","mfl",0.676115727697798,0.185794906685591,0.430955317191694,10.7738829297924
"0004","Cleve Crusader",10266,"Heyward, Cameron",3,195,10.4443333333333,10.188,3.396,6.895,2.29833333333333,"DL","DL","mfl_DL_1","mfl",0.582244655581948,1,0.791122327790974,154.26885391924
"0004","Cleve Crusader",12779,"Campbell, De'Vondre",3,281,14.7496666666667,12.722,4.24066666666667,16.594,5.53133333333333,"LB","LB","mfl_LB_1","mfl",1,1,1,281
"0004","Cleve Crusader",13733,"Leonard, Darius",3,259,18.3596666666667,23.552,7.85066666666667,27.424,9.14133333333333,"LB","LB","mfl_LB_2","mfl",1,0.894299287410926,0.947149643705463,245.311757719715
"0004","Cleve Crusader",14896,"Queen, Patrick",2,208,12,2.348,1.174,5.533,2.7665,"LB","LB","mfl_LB_4","mfl",1,0.726840855106888,0.863420427553444,179.591448931116
"0004","Cleve Crusader",14169,"Wilson, Mack",1,162,6.452,-12.171,-4.057,-8.299,-2.76633333333333,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,93.9599490866024
"0004","Cleve Crusader",14147,"Bosa, Nick",2,159,8.06266666666667,3.043,1.01433333333333,-0.249999999999999,-0.083333333333333,"DL","DL","mfl_DL_1","mfl",0.582244655581948,1,0.791122327790974,125.788450118765
"0004","Cleve Crusader",11728,"Mosley, C.J.",2,265,16.3335,12.525,6.2625,14.079,7.0395,"LB","LB","mfl_LB_2","mfl",1,0.894299287410926,0.947149643705463,250.994655581948
"0004","Cleve Crusader",15373,"Davis, Jamin",0,119,7.933,-2.334,-2.334,-1.467,-1.467,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,69.0199626006524
"0004","Cleve Crusader",14928,"Wilson, Logan",1,184,9.7435,-2.165,-1.0825,1.02,0.51,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,106.719942172437
"0004","Cleve Crusader",11723,"Van Noy, Kyle",3,163,10.6366666666667,0.383000000000001,0.127666666666667,4.255,1.41833333333333,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,94.5399487723222
"0004","Cleve Crusader",12948,"Okwara, Romeo",1,135,5.11033333333333,-5.814,-1.938,-9.107,-3.03566666666667,"DL","DL","mfl_DL_2","mfl",0.556440903054449,0.854665986741458,0.705553444897954,95.2497150612238
"0004","Cleve Crusader",13330,"Muhammad, Al-Quadin",1,97,4.41633333333333,-7.896,-2.632,-11.189,-3.72966666666667,"DL","DL","mfl_DL_6","mfl",0.676115727697798,0.185794906685591,0.430955317191694,41.8026657675944
"0004","Cleve Crusader",15349,"Phillips, Jaelan",0,98,6.125,-4.142,-4.142,-1.813,-1.813,"DL","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,56.8399692005373
"0005","G-Town Pandas",12241,"Johnson, Alexander",2,210,12.3125,2.973,1.4865,6.158,3.079,"LB","LB","mfl_LB_4","mfl",1,0.726840855106888,0.863420427553444,181.318289786223
"0005","G-Town Pandas",12241,"Johnson, A.J.",0,169,11.267,1.392,1.392,2.079,2.079,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,98.0199468866408
"0005","G-Town Pandas",14225,"Crosby, Maxx",3,143,7.292,-9.651,-3.217,-2.562,-0.854,"DL","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,82.9399550579268
"0005","G-Town Pandas",12736,"Neal, Keanu",2,187,9.677,-3.647,-1.21566666666667,-2.78,-0.926666666666666,"LB","LB","mfl_LB_5","mfl",1,0.682304038004751,0.841152019002375,157.295427553444
"0005","G-Town Pandas",13787,"Carter, Jermaine",1,115,4.77066666666667,-17.215,-5.73833333333333,-13.343,-4.44766666666667,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,66.6999638577733
"0005","G-Town Pandas",12221,"Hunter, Danielle",2,192,12.0715,4.001,2.0005,7.33,3.665,"DL","LB","mfl_LB_5","mfl",1,0.682304038004751,0.841152019002375,161.501187648456
"0005","G-Town Pandas",11728,"Mosley, C.J.",2,265,16.3335,12.525,6.2625,14.079,7.0395,"LB","LB","mfl_LB_2","mfl",1,0.894299287410926,0.947149643705463,250.994655581948
"0005","G-Town Pandas",13307,"Milano, Matt",2,194,11.3553333333333,2.539,0.846333333333334,6.411,2.137,"LB","LB","mfl_LB_5","mfl",1,0.682304038004751,0.841152019002375,163.183491686461
"0005","G-Town Pandas",15351,"Owusu-Koramoah, Jeremiah",0,139,10.692,0.425000000000001,0.425000000000001,1.292,1.292,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,80.6199563150477
"0005","G-Town Pandas",14926,"Gay, Willie",0,77,6.2695,-9.113,-4.5565,-5.928,-2.964,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,44.6599758004221
"0005","G-Town Pandas",14940,"Highsmith, Alex",1,140,7.229,-7.194,-3.597,-1.105,-0.5525,"DL","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,81.1999560007675
"0005","G-Town Pandas",11769,"Lawrence, Demarcus",0,111,8.611,4.688,1.56266666666667,1.395,0.465,"DL","DL","mfl_DL_4","mfl",0.536397058823529,0.669607343192249,0.603002201007889,66.9332443118757
"0005","G-Town Pandas",14941,"Taylor, Davion",0,8,4.167,-13.318,-6.659,-10.133,-5.0665,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,4.63999748575814
"0005","G-Town Pandas",15443,"Wallow, Garret",0,37,2.312,-7.955,-7.955,-7.088,-7.088,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,21.4599883716314
"0005","G-Town Pandas",14877,"Young, Chase",2,141,7.55,1.205,0.6025,-0.462999999999999,-0.2315,"DL","DL","mfl_DL_2","mfl",0.556440903054449,0.854665986741458,0.705553444897954,99.4830357306115
"0005","G-Town Pandas",15410,"Cox, Jabril",0,2,0.286,-9.981,-9.981,-9.114,-9.114,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,1.15999937143954
"0005","G-Town Pandas",15367,"Nasirildeen, Hamsah",0,4,0.364,-9.903,-9.903,-9.036,-9.036,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,2.31999874287907
"0005","G-Town Pandas",14890,"Phillips, Jacob",0,41,4.9445,-11.763,-5.8815,-8.578,-4.289,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,23.7799871145105
"0005","G-Town Pandas",15424,"Johnson, Buddy",0,0,0,-10.267,-10.267,-9.4,-9.4,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,0
"0006","Dexter Wolves",12741,"Jones, Chris",2,109,7.61566666666667,1.702,0.567333333333333,-1.591,-0.530333333333333,"DL","DL","mfl_DL_4","mfl",0.536397058823529,0.669607343192249,0.603002201007889,65.7272399098599
"0006","Dexter Wolves",11349,"Collins, Jamie",2,209,10.5273333333333,0.0550000000000006,0.0183333333333335,3.927,1.309,"LB","LB","mfl_LB_4","mfl",1,0.726840855106888,0.863420427553444,180.45486935867
"0006","Dexter Wolves",10816,"Davis, Demario",3,242,13.8276666666667,9.956,3.31866666666667,13.828,4.60933333333333,"LB","LB","mfl_LB_2","mfl",1,0.894299287410926,0.947149643705463,229.210213776722
"0006","Dexter Wolves",10775,"Wagner, Bobby",3,284,16.9376666666667,19.286,6.42866666666667,23.158,7.71933333333333,"LB","LB","mfl_LB_1","mfl",1,1,1,284
"0006","Dexter Wolves",14158,"Oliver, Ed",0,94,5.29166666666667,-5.27,-1.75666666666667,-8.563,-2.85433333333333,"DL","DL","mfl_DL_6","mfl",0.676115727697798,0.185794906685591,0.430955317191694,40.5097998160193
"0006","Dexter Wolves",11772,"Kirksey, Christian",3,160,11.7323333333333,3.67,1.22333333333333,7.542,2.514,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,92.7999497151629
"0006","Dexter Wolves",12736,"Neal, Keanu",2,187,9.677,-3.647,-1.21566666666667,-2.78,-0.926666666666666,"LB","LB","mfl_LB_5","mfl",1,0.682304038004751,0.841152019002375,157.295427553444
"0006","Dexter Wolves",13727,"Vander Esch, Leighton",1,126,10.5083333333333,-0.00199999999999889,-0.000666666666666297,3.87,1.29,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,73.0799604006908
"0006","Dexter Wolves",15373,"Davis, Jamin",0,119,7.933,-2.334,-2.334,-1.467,-1.467,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,69.0199626006524
"0006","Dexter Wolves",15349,"Phillips, Jaelan",0,98,6.125,-4.142,-4.142,-1.813,-1.813,"DL","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,56.8399692005373
"0006","Dexter Wolves",15378,"Oweh, Jayson",0,93,6.2,-4.067,-4.067,-1.738,-1.738,"DL","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,53.9399707719384
"0006","Dexter Wolves",13839,"Sieler, Zach",0,24,5.41366666666667,-4.904,-1.63466666666667,-8.197,-2.73233333333333,"DL","DL","mfl_DL_6","mfl",0.676115727697798,0.185794906685591,0.430955317191694,10.3429276126007
"0006","Dexter Wolves",13746,"Green, Rasheem",0,78,4.74566666666667,-6.908,-2.30266666666667,-10.201,-3.40033333333333,"DL","DL","mfl_DL_6","mfl",0.676115727697798,0.185794906685591,0.430955317191694,33.6145147409522
"0006","Dexter Wolves",14889,"Murray, Kenneth",1,185,7.831,-5.99,-2.995,-2.805,-1.4025,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,107.299941858157
"0006","Dexter Wolves",14251,"Cashman, Blake",1,74,3.968,-19.623,-6.541,-15.751,-5.25033333333333,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,42.9199767432628
"0006","Dexter Wolves",15428,"Sherwood, Jamien",0,20,4,-6.267,-6.267,-5.4,-5.4,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,11.5999937143954
"0006","Dexter Wolves",14893,"Baun, Zack",0,11,1.554,-18.544,-9.272,-15.359,-7.6795,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,6.37999654291745
"0006","Dexter Wolves",14925,"Uche, Josh",0,20,2.611,-16.43,-8.215,-13.245,-6.6225,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,11.5999937143954
"0007","Jena Dragons",12686,"Bosa, Joey",2,163,9.346,-3.489,-1.163,3.6,1.2,"DL","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,94.5399487723222
"0007","Jena Dragons",13696,"Smith, Roquan",3,278,16.611,18.306,6.102,22.178,7.39266666666667,"LB","LB","mfl_LB_1","mfl",1,1,1,278
"0007","Jena Dragons",13307,"Milano, Matt",2,194,11.3553333333333,2.539,0.846333333333334,6.411,2.137,"LB","LB","mfl_LB_5","mfl",1,0.682304038004751,0.841152019002375,163.183491686461
"0007","Jena Dragons",14147,"Bosa, Nick",2,159,8.06266666666667,3.043,1.01433333333333,-0.249999999999999,-0.083333333333333,"DL","DL","mfl_DL_1","mfl",0.582244655581948,1,0.791122327790974,125.788450118765
"0007","Jena Dragons",14235,"Tranquill, Drue",0,116,6.21866666666667,-12.871,-4.29033333333333,-8.999,-2.99966666666667,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,67.2799635434931
"0007","Jena Dragons",13447,"Wilson, Eric",1,233,8.76933333333333,-5.219,-1.73966666666667,-1.347,-0.449000000000001,"LB","LB","mfl_LB_3","mfl",1,0.793349168646081,0.89667458432304,208.925178147268
"0007","Jena Dragons",14268,"Long, David",1,134,7.582,-8.781,-2.927,-4.909,-1.63633333333333,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,77.7199578864489
"0007","Jena Dragons",12828,"Grugier-Hill, Kamu",1,192,7.334,-9.525,-3.175,-5.653,-1.88433333333333,"LB","LB","mfl_LB_5","mfl",1,0.682304038004751,0.841152019002375,161.501187648456
"0007","Jena Dragons",14221,"Williams, Quincy",1,193,7.55733333333333,-8.855,-2.95166666666667,-4.983,-1.661,"LB","LB","mfl_LB_5","mfl",1,0.682304038004751,0.841152019002375,162.342339667458
"0007","Jena Dragons",15029,"Crowder, Tae",1,200,11.0225,0.393000000000001,0.1965,3.578,1.789,"LB","LB","mfl_LB_4","mfl",1,0.726840855106888,0.863420427553444,172.684085510689
"0007","Jena Dragons",14926,"Gay, Willie",0,77,6.2695,-9.113,-4.5565,-5.928,-2.964,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,44.6599758004221
"0007","Jena Dragons",13306,"Walker, Anthony",2,227,13.3126666666667,8.411,2.80366666666667,12.283,4.09433333333333,"LB","LB","mfl_LB_3","mfl",1,0.793349168646081,0.89667458432304,203.54513064133
"0007","Jena Dragons",13221,"Davis, Jarrad",1,123,6.96033333333333,-10.646,-3.54866666666667,-6.774,-2.258,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,71.3399613435315
"0007","Jena Dragons",14322,"Edwards, T.J.",0,33,8.34,-6.507,-2.169,-2.635,-0.878333333333334,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,19.1399896287523
"0007","Jena Dragons",13304,"Brown, Jayon",2,205,13.181,8.016,2.672,11.888,3.96266666666667,"LB","LB","mfl_LB_4","mfl",1,0.726840855106888,0.863420427553444,177.001187648456
"0007","Jena Dragons",14891,"Harrison, Malik",0,59,2.9595,-15.733,-7.8665,-12.548,-6.274,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,34.2199814574663
"0007","Jena Dragons",13702,"Jewell, Josey",1,194,8.464,-6.135,-2.045,-2.263,-0.754333333333334,"LB","LB","mfl_LB_5","mfl",1,0.682304038004751,0.841152019002375,163.183491686461
"0007","Jena Dragons",12241,"Johnson, Alexander",2,210,12.3125,2.973,1.4865,6.158,3.079,"LB","LB","mfl_LB_4","mfl",1,0.726840855106888,0.863420427553444,181.318289786223
"0007","Jena Dragons",12241,"Johnson, A.J.",0,169,11.267,1.392,1.392,2.079,2.079,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,98.0199468866408
"0007","Jena Dragons",13330,"Muhammad, Al-Quadin",1,97,4.41633333333333,-7.896,-2.632,-11.189,-3.72966666666667,"DL","DL","mfl_DL_6","mfl",0.676115727697798,0.185794906685591,0.430955317191694,41.8026657675944
"0007","Jena Dragons",14888,"Chaisson, K'Lavon",0,37,2.9895,-15.673,-7.8365,-9.584,-4.792,"DL","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,21.4599883716314
"0007","Jena Dragons",15348,"Basham, Carlos",0,33,4.714,-1.848,-1.848,-3.224,-3.224,"DL","DL","mfl_DL_6","mfl",0.676115727697798,0.185794906685591,0.430955317191694,14.2215254673259
"0008","Dortmund Packers",12702,"Jack, Myles",3,217,12.7446666666667,6.707,2.23566666666667,10.579,3.52633333333333,"LB","LB","mfl_LB_3","mfl",1,0.793349168646081,0.89667458432304,194.5783847981
"0008","Dortmund Packers",12701,"Smith, Jaylon",2,269,13.331,8.466,2.822,12.338,4.11266666666667,"LB","LB","mfl_LB_1","mfl",1,1,1,269
"0008","Dortmund Packers",13765,"Young, Kenny",0,27,6.22966666666667,-12.838,-4.27933333333333,-8.966,-2.98866666666667,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,15.6599915144337
"0008","Dortmund Packers",12075,"Barrett, Shaq",3,207,11.0013333333333,1.477,0.492333333333334,8.566,2.85533333333333,"DL","LB","mfl_LB_4","mfl",1,0.726840855106888,0.863420427553444,178.728028503563
"0008","Dortmund Packers",12218,"Armstead, Arik",2,139,6.917,-0.394,-0.131333333333333,-3.687,-1.229,"DL","DL","mfl_DL_2","mfl",0.556440903054449,0.854665986741458,0.705553444897954,98.0719288408156
"0008","Dortmund Packers",13684,"Hubbard, Sam",3,165,9.455,7.22,2.40666666666667,3.927,1.309,"DL","DL","mfl_DL_1","mfl",0.582244655581948,1,0.791122327790974,130.535184085511
"0008","Dortmund Packers",11720,"Barr, Anthony",2,159,9.20233333333333,-3.92,-1.30666666666667,-0.0480000000000018,-0.0160000000000006,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,92.2199500294431
"0008","Dortmund Packers",15352,"Collins, Zaven",0,43,2.688,-7.579,-7.579,-6.712,-6.712,"LB","LB","mfl_LB_6","mfl",1,0.159999371439536,0.579999685719768,24.93998648595
