"season","week","player_id","player_name","team","points","is_available","ppg","true_position","mfl_position","vbd_mfl","vbd_true"
2019,"YTD",11323,"Reid, Eric","CAR",262,"0",16.375,"DB","DB",6.25,6.25
2020,"YTD",11965,"Butler, Malcolm","TEN",230,"0",14.375,"DB","DB",2.089,2.089
2021,"YTD",13713,"Fitzpatrick, Minkah","PIT",223,"0",14.867,"DB","DB",4.367,4.367
2021,"YTD",10783,"Smith, Harrison","MIN",222,"0",15.857,"DB","DB",5.357,5.357
2021,"YTD",13714,"James, Derwin","LAC",215,"0",15.357,"DB","DB",4.857,4.857
2019,"YTD",8448,"Bethea, Antoine","NYG",213,"0",13.312,"DB","DB",3.187,3.187
2021,"YTD",13470,"Moore, Kenny","IND",213,"0",13.312,"DB","DB",2.812,2.812
2021,"YTD",13325,"Woods, Xavier","MIN",210,"0",13.125,"DB","DB",2.625,2.625
2021,"YTD",12752,"Byard, Kevin","TEN",208,"0",13,"DB","DB",2.5,2.5
2021,"YTD",11316,"Ryan, Logan","NYG",207,"0",14.786,"DB","DB",4.286,4.286
2021,"YTD",14518,"Thompson, Jalen","ARI",206,"0",12.875,"DB","DB",2.375,2.375
2021,"YTD",14927,"Chinn, Jeremy","CAR",204,"0",12.75,"DB","DB",2.25,2.25
2021,"YTD",12720,"Kearse, Jayron","DAL",197,"0",12.312,"DB","DB",1.812,1.812
2021,"YTD",12718,"Bell, Vonn","CIN",195,"0",12.188,"DB","DB",1.688,1.688
2021,"YTD",14903,"Diggs, Trevon","DAL",193.5,"0",12.094,"DB","DB",1.594,1.594
2021,"YTD",13251,"Baker, Budda","ARI",193,"0",12.062,"DB","DB",1.562,1.562
2021,"YTD",14184,"Abram, Johnathan","LVR",192,"0",13.714,"DB","DB",3.214,3.214
2021,"YTD",11317,"Poyer, Jordan","BUF",190,"0",12.667,"DB","DB",2.167,2.167
2021,"YTD",12349,"Diggs, Quandre","SEA",188,"0",11.75,"DB","DB",1.25,1.25
2019,"YTD",8713,"Weddle, Eric","LAR",185,"0",11.562,"DB","DB",1.437,1.437
2021,"YTD",12817,"Brown, Anthony","DAL",185,"1",11.562,"DB","DB",1.062,1.062
2021,"YTD",11382,"Hyde, Micah","BUF",184.4,"0",11.525,"DB","DB",1.025,1.025
2021,"YTD",12767,"Simmons, Justin","DEN",184,"0",11.5,"DB","DB",1,1
2021,"YTD",14908,"McKinney, Xavier","NYG",184,"0",11.5,"DB","DB",1,1
2021,"YTD",12308,"Amos, Adrian","GBP",183,"0",11.438,"DB","DB",0.938000000000001,0.938000000000001
2020,"YTD",11802,"Boston, Tre","CAR",181,"0",11.312,"DB","DB",-0.974,-0.974
2021,"YTD",12711,"Ramsey, Jalen","LAR",181,"0",12.067,"DB","DB",1.567,1.567
2021,"YTD",14991,"Fuller, Jordan","LAR",181,"0",12.067,"DB","DB",1.567,1.567
2021,"YTD",13917,"Jackson, J.C.","NEP",181,"1",11.312,"DB","DB",0.811999999999999,0.811999999999999
2021,"YTD",14921,"Dugger, Kyle","NEP",176,"0",11.733,"DB","DB",1.233,1.233
2021,"YTD",12714,"Fuller, Kendall","WAS",175,"1",11.667,"DB","DB",1.167,1.167
2021,"YTD",13232,"King, Desmond","HOU",174.31,"1",11.621,"DB","DB",1.121,1.121
2021,"YTD",11313,"Mathieu, Tyrann","KCC",173,"0",11.533,"DB","DB",1.033,1.033
2018,"YTD",11326,"McDonald, T.J.","MIA",172,"0",12.286,"DB","DB",1.724,1.724
2021,"YTD",14918,"Terrell, A.J.","ATL",172,"1",11.467,"DB","DB",0.967000000000001,0.967000000000001
2021,"YTD",14909,"Winfield, Antoine","TBB",172,"0",14.333,"DB","DB",3.833,3.833
2021,"YTD",13224,"Lattimore, Marshon","NOS",172,"1",11.467,"DB","DB",0.967000000000001,0.967000000000001
2021,"YTD",14964,"Hall, Bryce","NYJ",171,"1",10.688,"DB","DB",0.188000000000001,0.188000000000001
2021,"YTD",15001,"Curl, Kamren","WAS",170,"0",11.333,"DB","DB",0.833,0.833
2021,"YTD",13737,"Bates, Jessie","CIN",170,"0",11.333,"DB","DB",0.833,0.833
2018,"YTD",10610,"Parker, Ron","FA",169,"0",11.267,"DB","DB",0.705,0.705
2021,"YTD",13747,"Walker, Tracy","DET",169,"0",12.071,"DB","DB",1.571,1.571
2021,"YTD",14186,"Rapp, Taylor","LAR",168,"0",10.5,"DB","DB",0,0
2021,"YTD",12250,"Collins, Landon","WAS",165,"0",12.692,"DB","DB",2.192,2.192
2021,"YTD",14180,"Murphy, Byron","ARI",164.4,"1",10.96,"DB","DB",0.460000000000001,0.460000000000001
2021,"YTD",14185,"Adderley, Nasir","LAC",163.44,"0",11.674,"DB","DB",1.174,1.174
2020,"YTD",11324,"Vaccaro, Kenny","TEN",162,"0",12.462,"DB","DB",0.176,0.176
2021,"YTD",9861,"Jackson, Kareem","DEN",162,"0",10.8,"DB","DB",0.300000000000001,0.300000000000001
2021,"YTD",13774,"Reed, D.J.","SEA",161.57,"1",12.428,"DB","DB",1.928,1.928
2021,"YTD",12088,"Phillips, Adrian","NEP",161,"0",10.062,"DB","DB",-0.438000000000001,-0.438000000000001
2021,"YTD",13230,"Adams, Jamal","SEA",161,"0",13.417,"DB","DB",2.917,2.917
2021,"YTD",13716,"Edmunds, Terrell","PIT",160,"0",10,"DB","DB",-0.5,-0.5
2021,"YTD",13281,"Douglas, Rasul","GBP",159,"1",14.455,"DB","DB",3.955,3.955
2021,"YTD",14956,"Sneed, L'Jarius","KCC",158,"1",11.286,"DB","DB",0.786,0.786
2021,"YTD",13764,"Johnson, Taron","BUF",158,"1",10.533,"DB","DB",0.0329999999999995,0.0329999999999995
2020,"YTD",12245,"Peters, Marcus","BAL",154,"1",11,"DB","DB",-1.286,-1.286
2020,"YTD",14920,"Gladney, Jeff","MIN",153,"1",9.562,"DB","DB",-2.724,-2.724
2021,"YTD",15362,"Surtain II, Patrick","DEN",153,"1",9.562,"DB","DB",-0.938000000000001,-0.938000000000001
2021,"YTD",13263,"Awuzie, Chidobe","CIN",153,"1",10.929,"DB","DB",0.429,0.429
2021,"YTD",14328,"Wingard, Andrew","JAC",152.4,"1",10.16,"DB","DB",-0.34,-0.34
2021,"YTD",13227,"Lewis, Jourdan","DAL",152,"1",10.133,"DB","DB",-0.367000000000001,-0.367000000000001
2021,"YTD",13322,"Clark, Chuck","BAL",152,"0",10.133,"DB","DB",-0.367000000000001,-0.367000000000001
2021,"YTD",9430,"Jenkins, Malcolm","NOS",152,"0",10.133,"DB","DB",-0.367000000000001,-0.367000000000001
2021,"YTD",13767,"Maddox, Avonte","PHI",152,"1",9.5,"DB","DB",-1,-1
2021,"YTD",12742,"Howard, Xavien","MIA",151,"1",10.067,"DB","DB",-0.433,-0.433
2021,"YTD",15366,"Holland, Jevon","MIA",150.6,"0",10.04,"DB","DB",-0.460000000000001,-0.460000000000001
2021,"YTD",13253,"Williams, Marcus","NOS",150,"0",10,"DB","DB",-0.5,-0.5
2021,"YTD",14245,"Oruwariye, Amani","DET",150,"1",10.714,"DB","DB",0.214,0.214
2021,"YTD",14213,"Harris, Will","DET",149,"1",9.312,"DB","DB",-1.188,-1.188
2021,"YTD",13760,"Whitehead, Jordan","TBB",147,"0",11.308,"DB","DB",0.808,0.808
2021,"YTD",11348,"Slay, Darius","PHI",146,"1",9.125,"DB","DB",-1.375,-1.375
2021,"YTD",14910,"Jones, Brandon","MIA",144,"0",10.286,"DB","DB",-0.214,-0.214
2018,"YTD",9549,"Quin, Glover","DET",142,"0",8.875,"DB","DB",-1.687,-1.687
2021,"YTD",11768,"Ward, Jimmie","SFO",142,"1",9.467,"DB","DB",-1.033,-1.033
2021,"YTD",13959,"Williams, Darious","LAR",142,"1",10.923,"DB","DB",0.423,0.423
2021,"YTD",13738,"Jackson, Donte","CAR",142,"1",10.923,"DB","DB",0.423,0.423
2021,"YTD",13953,"Thomas, Tavierre","HOU",137.9,"1",8.619,"DB","DB",-1.881,-1.881
2021,"YTD",13920,"Ward, Charvarius","KCC",137,"1",11.417,"DB","DB",0.917,0.917
2021,"YTD",11883,"Mitchell, Terrance","HOU",137,"1",10.538,"DB","DB",0.0380000000000003,0.0380000000000003
2021,"YTD",12750,"Bradberry, James","NYG",137,"1",8.562,"DB","DB",-1.938,-1.938
2021,"YTD",13223,"Humphrey, Marlon","BAL",135,"1",11.25,"DB","DB",0.75,0.75
2021,"YTD",14722,"Needham, Nik","MIA",134,"1",8.375,"DB","DB",-2.125,-2.125
2021,"YTD",11788,"Breeland, Bashaud","FA",134,"1",10.308,"DB","DB",-0.192,-0.192
2021,"YTD",15380,"Campbell, Tyson","JAC",134,"1",9.571,"DB","DB",-0.929,-0.929
2021,"YTD",15464,"Echols, Brandin","NYJ",134,"1",10.308,"DB","DB",-0.192,-0.192
2021,"YTD",9846,"McCourty, Devin","NEP",132.81,"1",8.301,"DB","DB",-2.199,-2.199
2017,"YTD",9154,"Branch, Tyvon","ARI",132,"1",14.667,"DB","DB",4.211,4.211
2021,"YTD",13761,"Averett, Anthony","BAL",132,"1",9.429,"DB","DB",-1.071,-1.071
2021,"YTD",13711,"Wallace, Levi","BUF",131,"1",8.188,"DB","DB",-2.312,-2.312
2021,"YTD",12275,"Rowe, Eric","MIA",131,"1",8.188,"DB","DB",-2.312,-2.312
2021,"YTD",13414,"Hilton, Mike","CIN",131,"1",8.188,"DB","DB",-2.312,-2.312
2021,"YTD",12311,"McCain, Bobby","WAS",130,"1",8.125,"DB","DB",-2.375,-2.375
2019,"YTD",13292,"Nicholson, Montae","WAS",129,"0",9.923,"DB","DB",-0.202,-0.202
2021,"YTD",15394,"Adebo, Paulson","NOS",129,"1",8.062,"DB","DB",-2.438,-2.438
2021,"YTD",14197,"Savage, Darnell","GBP",128,"0",8,"DB","DB",-2.5,-2.5
2021,"YTD",15432,"Carter, Michael","NYJ",127,"1",9.071,"DB","DB",-1.429,-1.429
2021,"YTD",14911,"Davis, Ashtyn","NYJ",126,"0",10.5,"DB","DB",0,0
2021,"YTD",13229,"Jackson, Eddie","CHI",126,"0",9.692,"DB","DB",-0.808,-0.808
2021,"YTD",15377,"Stokes, Eric","GBP",126,"1",7.875,"DB","DB",-2.625,-2.625
2021,"YTD",15441,"Hobbs, Nate","LVR",124,"1",8.267,"DB","DB",-2.233,-2.233
2021,"YTD",13226,"Jackson, Adoree","NYG",124,"1",10.333,"DB","DB",-0.167,-0.167
2021,"YTD",12910,"Harris, Erik","ATL",123,"1",10.25,"DB","DB",-0.25,-0.25
2021,"YTD",11956,"Sorensen, Daniel","KCC",123,"1",7.688,"DB","DB",-2.812,-2.812
2021,"YTD",12268,"Jones, Byron","MIA",123,"1",8.2,"DB","DB",-2.3,-2.3
2021,"YTD",13717,"Reid, Justin","HOU",122,"0",9.385,"DB","DB",-1.115,-1.115
2021,"YTD",13270,"Moreau, Fabian","ATL",121,"1",8.067,"DB","DB",-2.433,-2.433
2021,"YTD",13288,"Jenkins, Rayshawn","JAC",121,"0",8.643,"DB","DB",-1.857,-1.857
2021,"YTD",12772,"Murray, Eric","HOU",121,"1",8.067,"DB","DB",-2.433,-2.433
2021,"YTD",13274,"Johnson, John","CLE",120,"0",8.571,"DB","DB",-1.929,-1.929
2018,"YTD",13257,"Evans, Justin","TBB",119,"0",11.9,"DB","DB",1.338,1.338
2019,"YTD",10264,"Amukamara, Prince","CHI",119,"1",7.933,"DB","DB",-2.192,-2.192
2021,"YTD",11359,"Harmon, Duron","ATL",119,"1",7.438,"DB","DB",-3.062,-3.062
2021,"YTD",13731,"Hughes, Mike","KCC",118.15,"1",7.384,"DB","DB",-3.116,-3.116
2021,"YTD",14997,"Rodgers, Isaiah","IND",118.06,"1",7.379,"DB","DB",-3.121,-3.121
2018,"YTD",9646,"Munnerlyn, Captain","CAR",118,"1",7.375,"DB","DB",-3.187,-3.187
2021,"YTD",14226,"Willis, Khari","IND",118,"0",10.727,"DB","DB",0.227,0.227
2021,"YTD",13225,"Jones, Sidney","SEA",118,"1",7.867,"DB","DB",-2.633,-2.633
2021,"YTD",12252,"Harris, Anthony","PHI",118,"1",8.429,"DB","DB",-2.071,-2.071
2021,"YTD",13479,"Davis, Michael","LAC",117,"1",9,"DB","DB",-1.5,-1.5
2021,"YTD",10851,"Norman, Josh","SFO",117,"1",8.357,"DB","DB",-2.143,-2.143
2021,"YTD",15405,"Stephens, Brandon","BAL",117,"1",7.312,"DB","DB",-3.188,-3.188
2021,"YTD",12246,"Williams, P.J.","NOS",117,"1",7.312,"DB","DB",-3.188,-3.188
2021,"YTD",13707,"Ward, Denzel","CLE",117,"0",7.8,"DB","DB",-2.7,-2.7
2019,"YTD",13248,"Conley, Gareon","HOU",116,"1",8.286,"DB","DB",-1.839,-1.839
2021,"YTD",14907,"Delpit, Grant","CLE",115,"0",8.214,"DB","DB",-2.286,-2.286
2021,"YTD",14207,"Thornhill, Juan","KCC",115,"0",7.188,"DB","DB",-3.312,-3.312
2021,"YTD",12715,"Apple, Eli","CIN",115,"1",7.188,"DB","DB",-3.312,-3.312
2021,"YTD",15402,"Molden, Elijah","TEN",114,"1",7.6,"DB","DB",-2.9,-2.9
2021,"YTD",14222,"Edwards, Mike","TBB",113,"1",8.692,"DB","DB",-1.808,-1.808
2021,"YTD",14182,"Hooker, Amani","TEN",112.6,"0",10.236,"DB","DB",-0.263999999999999,-0.263999999999999
2017,"YTD",10031,"McClain, Robert","TBB",112,"1",8,"DB","DB",-2.456,-2.456
2021,"YTD",13715,"Harrison, Ronnie","CLE",112,"1",9.333,"DB","DB",-1.167,-1.167
2018,"YTD",8843,"Graham, Corey","PHI",111,"1",8.538,"DB","DB",-2.024,-2.024
2019,"YTD",9829,"Thomas, Earl","BAL",111,"1",7.4,"DB","DB",-2.725,-2.725
2021,"YTD",12015,"Williams, K'Waun","SFO",111,"1",7.929,"DB","DB",-2.571,-2.571
2021,"YTD",14219,"Dean, Jamel","TBB",110,"1",7.857,"DB","DB",-2.643,-2.643
2017,"YTD",10408,"Maxwell, Byron","SEA",109,"1",12.111,"DB","DB",1.655,1.655
2021,"YTD",14179,"Love, Julian","NYG",108,"1",6.75,"DB","DB",-3.75,-3.75
2021,"YTD",12276,"Darby, Ronald","DEN",107,"1",9.727,"DB","DB",-0.773,-0.773
2018,"YTD",11815,"Benwikere, Bene","OAK",106,"1",7.067,"DB","DB",-3.495,-3.495
2021,"YTD",10779,"Jenkins, Janoris","TEN",106,"1",8.154,"DB","DB",-2.346,-2.346
2021,"YTD",11017,"McLeod, Rodney","PHI",106,"1",8.154,"DB","DB",-2.346,-2.346
2021,"YTD",14270,"Epps, Marcus","PHI",106,"1",6.625,"DB","DB",-3.875,-3.875
2018,"YTD",9028,"Grimes, Brent","TBB",105,"1",8.077,"DB","DB",-2.485,-2.485
2021,"YTD",14924,"Johnson, Jaylon","CHI",105,"1",7.5,"DB","DB",-3,-3
2021,"YTD",13934,"Facyson, Brandon","LVR",105,"1",9.545,"DB","DB",-0.955,-0.955
2021,"YTD",14236,"Amadi, Ugo","SEA",104,"1",6.5,"DB","DB",-4,-4
2021,"YTD",13276,"Sutton, Cameron","PIT",103.15,"1",6.877,"DB","DB",-3.623,-3.623
2021,"YTD",14224,"Gardner-Johnson, Chauncey","NOS",103,"1",9.364,"DB","DB",-1.136,-1.136
2021,"YTD",14177,"Williams, Greedy","CLE",103,"1",6.867,"DB","DB",-3.633,-3.633
2021,"YTD",12274,"Tartt, Jaquiski","SFO",103,"1",7.923,"DB","DB",-2.577,-2.577
2020,"YTD",12799,"Sims, LeShaun","CIN",102,"1",7.846,"DB","DB",-4.44,-4.44
2021,"YTD",14205,"Johnson, Lonnie","HOU",102,"0",7.846,"DB","DB",-2.654,-2.654
2021,"YTD",15422,"Wilson, Marco","ARI",102,"1",7.286,"DB","DB",-3.214,-3.214
2021,"YTD",12291,"Nelson, Steven","PHI",102,"1",6.375,"DB","DB",-4.125,-4.125
2021,"YTD",12486,"Marlowe, Dean","DET",101,"1",6.733,"DB","DB",-3.767,-3.767
2021,"YTD",14904,"Fulton, Kristian","TEN",101,"1",7.769,"DB","DB",-2.731,-2.731
2021,"YTD",12813,"Houston-Carson, DeAndre","CHI",100,"1",7.692,"DB","DB",-2.808,-2.808
2021,"YTD",14935,"Dantzler, Cameron","MIN",100,"1",7.692,"DB","DB",-2.808,-2.808
2017,"YTD",9529,"Webb, Lardarius","BAL",99.35,"1",6.209,"DB","DB",-4.247,-4.247
2021,"YTD",15546,"Parker, AJ","DET",99,"1",7.615,"DB","DB",-2.885,-2.885
2021,"YTD",12737,"Jackson, William","WAS",99,"1",8.25,"DB","DB",-2.25,-2.25
2021,"YTD",13339,"Ford, Johnathan","JAC",99,"1",6.6,"DB","DB",-3.9,-3.9
2018,"YTD",12940,"Brice, Kentrell","GBP",98,"0",7,"DB","DB",-3.562,-3.562
2021,"YTD",14276,"Fenton, Rashad","KCC",97,"1",7.462,"DB","DB",-3.038,-3.038
2021,"YTD",13301,"Kazee, Damontae","DAL",97,"1",6.062,"DB","DB",-4.438,-4.438
2017,"YTD",12376,"McDonald, Dexter","OAK",96,"1",6.4,"DB","DB",-4.056,-4.056
2021,"YTD",15384,"Samuel, Asante","LAC",96,"1",8.727,"DB","DB",-1.773,-1.773
2018,"YTD",13498,"Johnson, Isaiah","TBB",95,"1",6.333,"DB","DB",-4.229,-4.229
2019,"YTD",9465,"Chung, Patrick","NEP",95,"1",7.308,"DB","DB",-2.817,-2.817
2021,"YTD",13273,"Griffin, Shaq","JAC",95,"1",7.308,"DB","DB",-3.192,-3.192
2021,"YTD",11010,"Gipson, Tashaun","CHI",95,"1",8.636,"DB","DB",-1.864,-1.864
2021,"YTD",15365,"Moehrig, Trevon","LVR",94,"0",5.875,"DB","DB",-4.625,-4.625
2021,"YTD",12716,"Mills, Jalen","NEP",94,"1",6.267,"DB","DB",-4.233,-4.233
2021,"YTD",10793,"Hayward, Casey","LVR",93,"1",5.812,"DB","DB",-4.688,-4.688
2021,"YTD",13710,"Davis, Carlton","TBB",93,"1",10.333,"DB","DB",-0.167,-0.167
2021,"YTD",12589,"Hill, Troy","CLE",93,"1",7.75,"DB","DB",-2.75,-2.75
2021,"YTD",13939,"Odum, George","IND",93,"1",5.812,"DB","DB",-4.688,-4.688
2021,"YTD",12713,"Alexander, Mackensie","MIN",92,"1",5.75,"DB","DB",-4.75,-4.75
2021,"YTD",11314,"Rhodes, Xavier","IND",92,"1",6.571,"DB","DB",-3.929,-3.929
2021,"YTD",15124,"Pierre, James","PIT",92,"1",5.75,"DB","DB",-4.75,-4.75
2020,"YTD",13938,"Greene, Raven","GBP",91,"1",9.1,"DB","DB",-3.186,-3.186
2020,"YTD",13752,"Moore, Tarvarius","SFO",91,"1",5.688,"DB","DB",-6.598,-6.598
2021,"YTD",14411,"Campbell, Tevaughn","LAC",91,"1",6.067,"DB","DB",-4.433,-4.433
2017,"YTD",9947,"Chancellor, Kam","SEA",90,"0",10,"DB","DB",-0.456,-0.456
2019,"YTD",12295,"Geathers, Clayton","IND",90,"0",6,"DB","DB",-4.125,-4.125
2021,"YTD",13249,"White, Tre'Davious","BUF",90,"1",7.5,"DB","DB",-3,-3
2021,"YTD",14967,"Vildor, Kindle","CHI",87,"1",5.438,"DB","DB",-5.062,-5.062
2021,"YTD",13998,"Moseley, Emmanuel","SFO",87,"1",8.7,"DB","DB",-1.8,-1.8
2021,"YTD",15177,"Bryant, Myles","NEP",86,"1",7.167,"DB","DB",-3.333,-3.333
2019,"YTD",11363,"Webb, B.W.","CIN",85,"1",5.667,"DB","DB",-4.458,-4.458
2021,"YTD",14028,"Neal, Ryan","SEA",85,"1",5.312,"DB","DB",-5.188,-5.188
2021,"YTD",11764,"Fuller, Kyle","DEN",85,"1",5.667,"DB","DB",-4.833,-4.833
2021,"YTD",13252,"Maye, Marcus","NYJ",84,"0",12,"DB","DB",1.5,1.5
2019,"YTD",9864,"Burnett, Morgan","CLE",83,"0",10.375,"DB","DB",0.25,0.25
2019,"YTD",13531,"Whitehead, Jermaine","FA",83,"1",10.375,"DB","DB",0.25,0.25
2021,"YTD",15375,"Newsome, Greg","CLE",83,"1",7.545,"DB","DB",-2.955,-2.955
2021,"YTD",15147,"Guidry, Javelin","NYJ",83,"1",5.188,"DB","DB",-5.312,-5.312
2017,"YTD",9451,"Smith, Sean","OAK",82,"1",5.857,"DB","DB",-4.599,-4.599
2018,"YTD",10074,"Church, Barry","FA",82,"0",7.455,"DB","DB",-3.107,-3.107
2021,"YTD",14211,"Long, David","LAR",82,"1",5.467,"DB","DB",-5.033,-5.033
2021,"YTD",10592,"Harris, Chris","LAC",81,"1",6.231,"DB","DB",-4.269,-4.269
2017,"YTD",9877,"Ward, T.J.","TBB",80,"0",6.667,"DB","DB",-3.789,-3.789
2018,"YTD",10244,"Bush, Rafael","BUF",80,"1",5.333,"DB","DB",-5.229,-5.229
2021,"YTD",13547,"Maulet, Art","PIT",80,"1",5.333,"DB","DB",-5.167,-5.167
2020,"YTD",8265,"Joseph, Johnathan","ARI",79,"1",7.182,"DB","DB",-5.104,-5.104
2021,"YTD",11351,"Alford, Robert","ARI",79,"1",6.077,"DB","DB",-4.423,-4.423
2021,"YTD",10220,"Sendejo, Andrew","IND",79,"1",6.583,"DB","DB",-3.917,-3.917
2021,"YTD",14198,"Ya-Sin, Rock","IND",79,"1",6.583,"DB","DB",-3.917,-3.917
2021,"YTD",15016,"Jackson, Dane","BUF",79,"1",4.938,"DB","DB",-5.562,-5.562
2021,"YTD",12770,"Young, Tavon","BAL",79,"1",4.938,"DB","DB",-5.562,-5.562
2021,"YTD",15489,"Norwood, Tre","PIT",77,"1",4.812,"DB","DB",-5.688,-5.688
2021,"YTD",11791,"Cockrell, Ross","TBB",77,"1",4.812,"DB","DB",-5.688,-5.688
2021,"YTD",13228,"Hooker, Malik","DAL",77,"1",5.5,"DB","DB",-5,-5
2018,"YTD",12787,"Kindred, Derrick","CLE",75,"1",4.688,"DB","DB",-5.874,-5.874
2021,"YTD",9820,"Haden, Joe","PIT",75,"1",6.818,"DB","DB",-3.682,-3.682
2021,"YTD",15549,"Jacobs, Jerry","DET",75,"1",5.357,"DB","DB",-5.143,-5.143
2017,"YTD",6933,"Newman, Terence","MIN",74,"1",4.625,"DB","DB",-5.831,-5.831
2021,"YTD",10260,"Peterson, Patrick","MIN",74,"1",6.167,"DB","DB",-4.333,-4.333
2021,"YTD",14199,"Murphy-Bunting, Sean","TBB",74,"1",9.25,"DB","DB",-1.25,-1.25
2021,"YTD",13956,"Chandler, Sean","CAR",73.4,"1",4.893,"DB","DB",-5.607,-5.607
2020,"YTD",12448,"Dunbar, Quinton","SEA",72,"1",12,"DB","DB",-0.286,-0.286
2021,"YTD",14013,"Sullivan, Chandon","GBP",72,"1",4.5,"DB","DB",-6,-6
2021,"YTD",13736,"Stewart, M.J.","CLE",71.6,"1",5.967,"DB","DB",-4.533,-4.533
2021,"YTD",14302,"Scott, Nick","LAR",71,"1",4.438,"DB","DB",-6.062,-6.062
2019,"YTD",13083,"Elliott, Javien","CAR",70,"1",4.375,"DB","DB",-5.75,-5.75
2020,"YTD",12249,"Johnson, Kevin","CLE",70,"1",5.385,"DB","DB",-6.901,-6.901
2021,"YTD",13801,"Harris, Marcell","SFO",70,"1",4.667,"DB","DB",-5.833,-5.833
2021,"YTD",15440,"Taylor, Keith","CAR",70,"1",4.375,"DB","DB",-6.125,-6.125
2017,"YTD",9461,"Butler, Darius","IND",69,"1",4.6,"DB","DB",-5.856,-5.856
2021,"YTD",14278,"Shelley, Duke","CHI",69,"1",6.9,"DB","DB",-3.6,-3.6
2021,"YTD",13784,"Cruikshank, Dane","TEN",69,"1",5.308,"DB","DB",-5.192,-5.192
2021,"YTD",11801,"Desir, Pierre","TBB",68,"1",6.182,"DB","DB",-4.318,-4.318
2018,"YTD",10341,"Wright, Shareece","HOU",67,"1",5.583,"DB","DB",-4.979,-4.979
2021,"YTD",15225,"Riley, Elijah","NYJ",67,"1",11.167,"DB","DB",0.667,0.667
2021,"YTD",14905,"Henderson, CJ","CAR",67,"1",6.091,"DB","DB",-4.409,-4.409
2021,"YTD",12523,"Coleman, Justin","MIA",67,"1",4.467,"DB","DB",-6.033,-6.033
2021,"YTD",12783,"Bush, Deon","CHI",66,"1",5.077,"DB","DB",-5.423,-5.423
2021,"YTD",15020,"Jackson, Chris","TEN",66,"1",6,"DB","DB",-4.5,-4.5
2018,"YTD",9495,"Mitchell, Michael","IND",62,"1",7.75,"DB","DB",-2.812,-2.812
2021,"YTD",15381,"Grant, Richie","ATL",62,"0",4.133,"DB","DB",-6.367,-6.367
2021,"YTD",15114,"Hartsfield, Myles","CAR",61,"1",6.778,"DB","DB",-3.722,-3.722
2021,"YTD",14933,"Blackmon, Julian","IND",61,"0",7.625,"DB","DB",-2.875,-2.875
2018,"YTD",8668,"Nelson, Reggie","OAK",60,"1",5.455,"DB","DB",-5.107,-5.107
2020,"YTD",11318,"Taylor, Jamar","SFO",60,"1",7.5,"DB","DB",-4.786,-4.786
2021,"YTD",14982,"Gilman, Alohi","LAC",60,"1",6,"DB","DB",-4.5,-4.5
2021,"YTD",11735,"Roby, Bradley","NOS",60,"1",4.286,"DB","DB",-6.214,-6.214
2021,"YTD",11512,"Bouye, A.J.","CAR",60,"1",5.455,"DB","DB",-5.045,-5.045
2021,"YTD",12712,"Hargreaves, Vernon","CIN",59,"1",5.364,"DB","DB",-5.136,-5.136
2021,"YTD",12506,"Callahan, Bryce","DEN",59,"1",5.9,"DB","DB",-4.6,-4.6
2021,"YTD",14944,"Holmes, Darnay","NYG",58.91,"1",5.355,"DB","DB",-5.145,-5.145
2021,"YTD",13266,"Witherspoon, Ahkello","PIT",58,"1",7.25,"DB","DB",-3.25,-3.25
2021,"YTD",15396,"Deablo, Divine","LVR",58,"0",3.625,"DB","DB",-6.875,-6.875
2021,"YTD",13231,"Peppers, Jabrill","NYG",56.9,"0",9.483,"DB","DB",-1.017,-1.017
2019,"YTD",10810,"Johnson, Trumaine","NYJ",55,"1",7.857,"DB","DB",-2.268,-2.268
2020,"YTD",13001,"LeBlanc, Cre'von","PHI",55,"1",6.111,"DB","DB",-6.175,-6.175
2021,"YTD",13509,"Deayon, Donte","LAR",55,"1",6.111,"DB","DB",-4.389,-4.389
2021,"YTD",15452,"Hufanga, Talanoa","SFO",55,"0",3.929,"DB","DB",-6.571,-6.571
2021,"YTD",15418,"Bynum, Camryn","MIN",54,"1",3.857,"DB","DB",-6.643,-6.643
2021,"YTD",13806,"Elliott, DeShon","BAL",54,"1",9,"DB","DB",-1.5,-1.5
2021,"YTD",15430,"Sterns, Caden","DEN",54,"1",3.857,"DB","DB",-6.643,-6.643
2018,"YTD",8674,"Hall, Leon","OAK",53,"1",5.3,"DB","DB",-5.262,-5.262
2021,"YTD",11806,"Lawson, Nevin","JAC",53,"1",4.818,"DB","DB",-5.682,-5.682
2021,"YTD",15392,"St-Juste, Benjamin","WAS",52,"1",5.2,"DB","DB",-5.3,-5.3
2017,"YTD",8845,"Gay, William","PIT",51,"1",3.188,"DB","DB",-7.268,-7.268
2021,"YTD",13250,"King, Kevin","GBP",51,"1",5.667,"DB","DB",-4.833,-4.833
2020,"YTD",13034,"Bausby, DeVante","DEN",50,"1",4.545,"DB","DB",-7.741,-7.741
2021,"YTD",12976,"Hamilton, Antonio","ARI",50,"1",3.125,"DB","DB",-7.375,-7.375
2021,"YTD",15406,"Hall, Darren","ATL",50,"1",3.846,"DB","DB",-6.654,-6.654
2018,"YTD",10084,"Shields, Sam","LAR",49.2,"1",3.075,"DB","DB",-7.487,-7.487
2021,"YTD",13778,"Flowers, Tre","CIN",48,"1",3.2,"DB","DB",-7.3,-7.3
