"season","week","player_id","player_name","team","points","is_available","ppg","true_position","mfl_position","vbd_mfl","vbd_true"
2020,"YTD",13709,"Oliver, Isaiah","ATL",140,"1",8.75,"DB","DB",-3.536,-3.536
2020,"YTD",11764,"Fuller, Kyle","CHI",140,"1",8.75,"DB","DB",-3.536,-3.536
2020,"YTD",13864,"Ward, Greg","PHI",139.8,"0",8.738,"WR","WR",-2.756,-2.756
2019,"YTD",11670,"Watkins, Sammy","KCC",139.5,"0",9.964,"WR","WR",-1.13,-1.13
2017,"YTD",12232,"Ryan, Jake","GBP",139,"0",9.267,"LB","LB",-0.421000000000001,-2.118
2017,"YTD",7827,"Johnson, Derrick","KCC",139,"0",9.267,"LB","LB",-0.421000000000001,-2.118
2017,"YTD",9828,"Griffen, Everson","MIN",139,"0",9.267,"DL","DL",1.667,1.579
2017,"YTD",12957,"Crawley, Ken","NOS",139,"1",10.692,"DB","DB",0.236000000000001,0.236000000000001
2017,"YTD",13466,"Burgess, James","CLE",139,"0",9.929,"LB","LB",0.241,-1.456
2018,"YTD",13707,"Ward, Denzel","CLE",139,"0",10.692,"DB","DB",0.130000000000001,0.130000000000001
2018,"YTD",10280,"Kerrigan, Ryan","WAS",139,"1",8.688,"DL","DL",-1.312,-0.623999999999999
2018,"YTD",11323,"Reid, Eric","CAR",139,"0",10.692,"DB","DB",0.130000000000001,0.130000000000001
2019,"YTD",12218,"Armstead, Arik","SFO",139,"0",8.688,"DL","DL",1.438,-0.186999999999999
2019,"YTD",13229,"Jackson, Eddie","CHI",139,"0",8.688,"DB","DB",-1.437,-1.437
2020,"YTD",12734,"Floyd, Leonard","LAR",139,"0",8.688,"DL","LB",-2.697,1.063
2020,"YTD",11010,"Gipson, Tashaun","CHI",139,"1",8.688,"DB","DB",-3.598,-3.598
2017,"YTD",12391,"Williams, Tyrell","LAC",138.8,"0",8.675,"WR","WR",-1.952,-1.952
2019,"YTD",14244,"Gay, Matt","TBB",138.8,"1",8.675,"PK","PK",0.747000000000001,0.747000000000001
2018,"YTD",10960,"Gordon, Josh","NEP",138.7,"0",11.558,"WR","WR",1.235,1.235
2017,"YTD",9075,"Jackson, DeSean","TBB",138.6,"0",9.9,"WR","WR",-0.727,-0.727
2017,"YTD",12142,"Hundley, Brett","GBP",138.44,"1",12.585,"QB","QB",-4.02,-4.02
2020,"YTD",13793,"Valdes-Scantling, Marquez","GBP",138.3,"0",8.644,"WR","WR",-2.85,-2.85
2019,"YTD",12197,"Perriman, Breshad","TBB",138.1,"0",9.864,"WR","WR",-1.23,-1.23
2017,"YTD",11838,"Gaines, E.J.","BUF",138,"1",12.545,"DB","DB",2.089,2.089
2017,"YTD",12762,"Vigil, Nick","CIN",138,"0",12.545,"LB","LB",2.857,1.16
2017,"YTD",10851,"Norman, Josh","WAS",138,"0",9.857,"DB","DB",-0.599,-0.599
2017,"YTD",13257,"Evans, Justin","TBB",138,"0",9.857,"DB","DB",-0.599,-0.599
2017,"YTD",10266,"Heyward, Cameron","PIT",138,"0",9.2,"DL","DL",1.6,1.512
2017,"YTD",9825,"Dunlap, Carlos","CIN",138,"0",8.625,"DL","DL",1.025,0.937
2019,"YTD",10277,"Houston, Justin","IND",138,"0",8.625,"LB","LB",1.375,-0.25
2019,"YTD",13470,"Moore, Kenny","IND",138,"1",12.545,"DB","DB",2.42,2.42
2019,"YTD",12712,"Hargreaves, Vernon","HOU",138,"1",9.2,"DB","DB",-0.925000000000001,-0.925000000000001
2019,"YTD",10754,"Mercilus, Whitney","HOU",138,"0",8.625,"DL","DL",-1.25,-0.563000000000001
2020,"YTD",13414,"Hilton, Mike","PIT",138,"1",11.5,"DB","DB",-0.786,-0.786
2020,"YTD",11017,"McLeod, Rodney","PHI",138,"0",10.615,"DB","DB",-1.671,-1.671
2018,"YTD",8930,"Prater, Matt","DET",137.84,"0",8.615,"PK","PK",0.503,0.503
2018,"YTD",12391,"Williams, Tyrell","LAC",137.8,"0",8.613,"WR","WR",-1.71,-1.71
2017,"YTD",13303,"Elliott, Jake","PHI",137.65,"0",9.177,"PK","PK",0.254999999999999,0.254999999999999
2020,"YTD",13488,"Pascal, Zach","IND",137.59,"0",8.599,"WR","WR",-2.895,-2.895
2017,"YTD",9118,"Nelson, Jordy","GBP",137.2,"0",9.147,"WR","WR",-1.48,-1.48
2017,"YTD",7422,"Watson, Ben","BAL",137.2,"0",8.575,"TE","TE",0.212,0.212
2017,"YTD",12154,"Ajayi, Jay","PHI",137.1,"0",9.793,"RB","RB",0.498999999999999,0.498999999999999
2018,"YTD",8359,"Gostkowski, Stephen","NEP",137.1,"0",8.569,"PK","PK",0.457000000000001,0.457000000000001
2017,"YTD",11688,"Bryant, Martavis","PIT",137.03,"0",9.135,"WR","WR",-1.492,-1.492
2017,"YTD",11267,"Ansah, Ezekiel","DET",137,"0",9.786,"DL","DL",2.186,2.098
2017,"YTD",10122,"Stewart, Darian","DEN",137,"1",8.562,"DB","DB",-1.894,-1.894
2017,"YTD",11757,"Donald, Aaron","LAR",137,"0",9.786,"DL","DL",2.186,2.098
2017,"YTD",12767,"Simmons, Justin","DEN",137,"0",10.538,"DB","DB",0.0820000000000007,0.0820000000000007
2017,"YTD",11323,"Reid, Eric","SFO",137,"0",10.538,"DB","DB",0.0820000000000007,0.0820000000000007
2017,"YTD",9826,"Graham, Brandon","PHI",137,"0",9.133,"DL","DL",1.533,1.445
2017,"YTD",12738,"Burns, Artie","PIT",137,"1",8.562,"DB","DB",-1.894,-1.894
2017,"YTD",11316,"Ryan, Logan","TEN",137,"0",9.133,"DB","DB",-1.323,-1.323
2019,"YTD",13672,"Gesicki, Mike","MIA",137,"0",8.562,"TE","TE",0,0
2019,"YTD",9051,"Campbell, Calais","JAC",137,"0",8.562,"DL","DL",1.312,-0.313000000000001
2020,"YTD",14148,"Sweat, Montez","WAS",137,"0",8.562,"DL","DL",1.229,0.936999999999999
2020,"YTD",12225,"Williams, Leonard","NYG",137,"0",8.562,"DL","DL",1.229,0.936999999999999
2020,"YTD",11769,"Lawrence, Demarcus","DAL",137,"0",8.562,"DL","DL",1.229,0.936999999999999
2020,"YTD",14845,"Davis, Gabriel","BUF",136.9,"0",8.556,"WR","WR",-2.938,-2.938
2018,"YTD",12164,"Davis, Mike","SEA",136.8,"0",9.12,"RB","RB",-4.88,-4.88
2019,"YTD",13622,"Hines, Nyheim","IND",136.64,"0",8.54,"RB","RB",-1.148,-1.148
2017,"YTD",7836,"Rodgers, Aaron","GBP",136.6,"0",19.514,"QB","QB",2.909,2.909
2020,"YTD",13135,"Gallman, Wayne","NYG",136.6,"0",9.107,"RB","RB",-0.908000000000001,-0.908000000000001
2018,"YTD",13909,"Maher, Brett","DAL",136.55,"1",8.534,"PK","PK",0.422000000000001,0.422000000000001
2020,"YTD",11947,"McManus, Brandon","DEN",136.35,"1",9.09,"PK","PK",0.520999999999999,0.520999999999999
2018,"YTD",13630,"Sutton, Courtland","DEN",136.3,"0",8.519,"WR","WR",-1.804,-1.804
2020,"YTD",11390,"Murray, Latavius","NOS",136.2,"0",9.08,"RB","RB",-0.935,-0.935
2017,"YTD",10026,"Coleman, Kurt","CAR",136,"0",11.333,"DB","DB",0.877000000000001,0.877000000000001
2017,"YTD",12817,"Brown, Anthony","DAL",136,"1",8.5,"DB","DB",-1.956,-1.956
2018,"YTD",11375,"Klein, A.J.","NOS",136,"0",8.5,"LB","LB",-1.5,-0.811999999999999
2019,"YTD",12291,"Nelson, Steven","PIT",136,"1",9.067,"DB","DB",-1.058,-1.058
2019,"YTD",13245,"Reddick, Haason","ARI",136,"0",8.5,"DL","LB",-1.375,-0.375
2020,"YTD",10465,"Smith, Malcolm","CLE",136,"0",9.067,"LB","LB",-2.318,0
2019,"YTD",14123,"Renfrow, Hunter","OAK",135.4,"0",10.415,"WR","WR",-0.679,-0.679
2019,"YTD",12152,"Coleman, Tevin","SFO",135.4,"0",9.671,"RB","RB",-0.0170000000000012,-0.0170000000000012
2019,"YTD",14613,"Sims, Steven","WAS",135.37,"0",8.461,"WR","WR",-2.633,-2.633
2017,"YTD",12714,"Fuller, Kendall","KCC",135.36,"1",8.46,"DB","DB",-1.996,-1.996
2018,"YTD",13164,"Kupp, Cooper","LAR",135.3,"0",16.912,"WR","WR",6.589,6.589
2017,"YTD",11788,"Breeland, Bashaud","WAS",135.24,"1",9.016,"DB","DB",-1.44,-1.44
2017,"YTD",11673,"Benjamin, Kelvin","BUF",135.2,"0",9.657,"WR","WR",-0.970000000000001,-0.970000000000001
2017,"YTD",13414,"Hilton, Mike","PIT",135,"1",8.438,"DB","DB",-2.018,-2.018
2017,"YTD",11318,"Taylor, Jamar","CLE",135,"1",8.438,"DB","DB",-2.018,-2.018
2017,"YTD",12349,"Diggs, Quandre","DET",135,"1",8.438,"DB","DB",-2.018,-2.018
2017,"YTD",12626,"Henry, Derrick","TEN",135,"0",8.437,"RB","RB",-0.857000000000001,-0.857000000000001
2017,"YTD",12805,"Brown, Jatavis","LAC",135,"0",8.438,"LB","LB",-1.25,-2.947
2018,"YTD",11299,"Bostic, Jon","PIT",135,"0",8.438,"LB","LB",-1.562,-0.873999999999999
2018,"YTD",12246,"Williams, P.J.","NOS",135,"1",9,"DB","DB",-1.562,-1.562
2018,"YTD",10335,"Casey, Jurrell","TEN",135,"0",9,"DL","DL",-0.583,0.938000000000001
2018,"YTD",9825,"Dunlap, Carlos","CIN",135,"0",8.438,"DL","DL",-1.145,0.376000000000001
2018,"YTD",11348,"Slay, Darius","DET",135,"1",9,"DB","DB",-1.562,-1.562
2019,"YTD",11512,"Bouye, A.J.","JAC",135,"1",9.643,"DB","DB",-0.481999999999999,-0.481999999999999
2019,"YTD",13224,"Lattimore, Marshon","NOS",135,"0",9.643,"DB","DB",-0.481999999999999,-0.481999999999999
2019,"YTD",13709,"Oliver, Isaiah","ATL",135,"1",8.438,"DB","DB",-1.687,-1.687
2020,"YTD",12948,"Okwara, Romeo","DET",135,"0",8.438,"DL","DL",1.105,0.813000000000001
2020,"YTD",10778,"Kirkpatrick, Dre","ARI",135,"1",9.643,"DB","DB",-2.643,-2.643
2020,"YTD",14672,"Reeder, Troy","LAR",135,"0",8.438,"LB","LB",-2.947,-0.629
2020,"YTD",13762,"White, Kyzir","LAC",135,"0",12.273,"LB","LB",0.888,3.206
2018,"YTD",11951,"Snead, Willie","BAL",134.79,"0",8.424,"WR","WR",-1.899,-1.899
2018,"YTD",11227,"Stills, Kenny","MIA",134.72,"0",8.981,"WR","WR",-1.342,-1.342
2017,"YTD",13412,"Cole, Keelan","JAC",134.58,"0",8.411,"WR","WR",-2.216,-2.216
2019,"YTD",13631,"Washington, James","PIT",134.5,"0",8.967,"WR","WR",-2.127,-2.127
2017,"YTD",11747,"White, James","NEP",134,"0",9.571,"RB","RB",0.276999999999999,0.276999999999999
2017,"YTD",13022,"Williams, Trevor","LAC",134,"1",8.375,"DB","DB",-2.081,-2.081
2017,"YTD",12087,"Davis, Todd","DEN",134,"0",9.571,"LB","LB",-0.117000000000001,-1.814
2018,"YTD",11257,"McDonald, Vance","PIT",134,"0",8.933,"TE","TE",0.77,0.77
2018,"YTD",11363,"Webb, B.W.","NYG",134,"1",8.375,"DB","DB",-2.187,-2.187
2019,"YTD",11791,"Cockrell, Ross","CAR",134,"1",9.571,"DB","DB",-0.554,-0.554
2019,"YTD",12647,"Fuller, Will","HOU",134,"0",12.182,"WR","WR",1.088,1.088
2019,"YTD",11283,"Richardson, Sheldon","CLE",134,"1",8.375,"DL","DL",1.125,-0.5
2019,"YTD",13273,"Griffin, Shaq","SEA",134,"1",9.571,"DB","DB",-0.554,-0.554
2020,"YTD",9820,"Haden, Joe","PIT",134,"1",9.571,"DB","DB",-2.715,-2.715
2017,"YTD",9474,"Cook, Jared","OAK",133.8,"0",8.363,"TE","TE",0,0
2019,"YTD",12417,"Lambo, Josh","JAC",133.8,"1",8.363,"PK","PK",0.435,0.435
2017,"YTD",3494,"Dawson, Phil","ARI",133.55,"1",8.347,"PK","PK",-0.575000000000001,-0.575000000000001
2018,"YTD",13968,"Mullens, Nick","SFO",133.48,"1",16.685,"QB","QB",-1.941,-1.941
2017,"YTD",11695,"Ebron, Eric","DET",133.4,"0",8.338,"TE","TE",-0.0250000000000004,-0.0250000000000004
2020,"YTD",11761,"McKinnon, Jerick","SFO",133.37,"0",8.336,"RB","RB",-1.679,-1.679
2019,"YTD",11947,"McManus, Brandon","DEN",133.15,"1",8.322,"PK","PK",0.393999999999999,0.393999999999999
2017,"YTD",10823,"Hicks, Akiem","CHI",133,"0",8.312,"DL","DL",0.712,0.624
2017,"YTD",13215,"Foster, Reuben","SFO",133,"0",13.3,"LB","LB",3.612,1.915
2017,"YTD",10772,"Burfict, Vontaze","CIN",133,"0",13.3,"LB","LB",3.612,1.915
2019,"YTD",12379,"Roberts, Darryl","NYJ",133,"1",10.231,"DB","DB",0.106,0.106
2020,"YTD",12985,"Littleton, Cory","LVR",133,"0",9.5,"LB","LB",-1.885,0.433
2020,"YTD",12772,"Murray, Eric","HOU",133,"1",9.5,"DB","DB",-2.786,-2.786
2020,"YTD",12276,"Darby, Ronald","WAS",133,"1",8.312,"DB","DB",-3.974,-3.974
2020,"YTD",14199,"Murphy-Bunting, Sean","TBB",133,"1",8.312,"DB","DB",-3.974,-3.974
2018,"YTD",8713,"Weddle, Eric","BAL",132.9,"0",8.306,"DB","DB",-2.256,-2.256
2018,"YTD",9427,"Crabtree, Michael","BAL",132.7,"0",8.294,"WR","WR",-2.029,-2.029
2020,"YTD",13968,"Mullens, Nick","SFO",132.28,"1",13.228,"QB","QB",-5.299,-5.299
2018,"YTD",9902,"Gronkowski, Rob","NEP",132.2,"0",10.169,"TE","TE",2.006,2.006
2017,"YTD",12505,"Humphries, Adam","TBB",132.15,"0",8.259,"WR","WR",-2.368,-2.368
2020,"YTD",11382,"Hyde, Micah","BUF",132.09,"1",8.806,"DB","DB",-3.48,-3.48
2018,"YTD",11677,"Moncrief, Donte","JAC",132.01,"0",8.251,"WR","WR",-2.072,-2.072
2017,"YTD",12756,"Ngakoue, Yannick","JAC",132,"0",8.25,"DL","DL",0.65,0.562
2018,"YTD",12311,"McCain, Bobby","MIA",132,"1",9.429,"DB","DB",-1.133,-1.133
2018,"YTD",12157,"Johnson, Duke","CLE",132,"0",8.25,"RB","RB",-5.75,-5.75
2018,"YTD",10379,"Skrine, Buster","NYJ",132,"1",9.429,"DB","DB",-1.133,-1.133
2018,"YTD",12222,"Flowers, Trey","NEP",132,"0",8.8,"DL","DL",-0.782999999999999,0.738000000000001
2018,"YTD",12698,"Reed, Jarran","SEA",132,"0",8.25,"DL","DL",-1.333,0.188000000000001
2019,"YTD",10749,"Ingram, Melvin","LAC",132,"0",10.154,"LB","LB",2.904,1.279
2019,"YTD",11314,"Rhodes, Xavier","MIN",132,"1",8.8,"DB","DB",-1.325,-1.325
2019,"YTD",12760,"Worley, Daryl","OAK",132,"1",8.8,"DB","DB",-1.325,-1.325
2019,"YTD",14722,"Needham, Nik","MIA",132,"1",11,"DB","DB",0.875,0.875
2019,"YTD",14147,"Bosa, Nick","SFO",132,"0",8.25,"DL","DL",1,-0.625
2019,"YTD",13301,"Kazee, Damontae","ATL",132,"1",8.25,"DB","DB",-1.875,-1.875
2020,"YTD",11765,"Verrett, Jason","SFO",132,"1",10.154,"DB","DB",-2.132,-2.132
2020,"YTD",13129,"Fournette, Leonard","TBB",132,"0",10.154,"RB","RB",0.138999999999999,0.138999999999999
2020,"YTD",15082,"Barnes, Krys","GBP",132,"0",10.154,"LB","LB",-1.231,1.087
2018,"YTD",13591,"Rosen, Josh","ARI",131.92,"0",9.423,"QB","QB",-9.203,-9.203
2018,"YTD",11390,"Murray, Latavius","MIN",131.9,"0",8.244,"RB","RB",-5.756,-5.756
2018,"YTD",13633,"Kirk, Christian","ARI",131.7,"0",10.975,"WR","WR",0.651999999999999,0.651999999999999
2020,"YTD",12860,"Fairbairn, Ka'imi","HOU",131.3,"1",8.206,"PK","PK",-0.363000000000001,-0.363000000000001
2017,"YTD",9694,"Gano, Graham","CAR",131.15,"1",8.197,"PK","PK",-0.725000000000001,-0.725000000000001
2017,"YTD",12775,"Smith, Ryan","TBB",131,"1",8.733,"DB","DB",-1.723,-1.723
2017,"YTD",12688,"Buckner, DeForest","SFO",131,"0",8.188,"DL","DL",0.588000000000001,0.500000000000001
2018,"YTD",10592,"Harris, Chris","DEN",131,"1",10.917,"DB","DB",0.355,0.355
2018,"YTD",10277,"Houston, Justin","KCC",131,"0",10.917,"LB","LB",0.917,1.605
2019,"YTD",13914,"Herndon, Tre","JAC",131,"1",8.188,"DB","DB",-1.937,-1.937
2019,"YTD",14198,"Ya-Sin, Rock","IND",131,"1",8.733,"DB","DB",-1.392,-1.392
2019,"YTD",13227,"Lewis, Jourdan","DAL",131,"1",8.188,"DB","DB",-1.937,-1.937
2020,"YTD",14219,"Dean, Jamel","TBB",131,"1",9.357,"DB","DB",-2.929,-2.929
2020,"YTD",13707,"Ward, Denzel","CLE",131,"0",10.917,"DB","DB",-1.369,-1.369
2019,"YTD",13347,"Gonzalez, Zane","ARI",130.9,"0",8.181,"PK","PK",0.252999999999999,0.252999999999999
2019,"YTD",13232,"King, Desmond","LAC",130.83,"0",8.722,"DB","DB",-1.403,-1.403
2019,"YTD",10506,"Bailey, Dan","MIN",130.8,"1",8.175,"PK","PK",0.247000000000001,0.247000000000001
2017,"YTD",12155,"Abdullah, Ameer","DET",130.77,"0",9.341,"RB","RB",0.0469999999999988,0.0469999999999988
2018,"YTD",9925,"Graham, Jimmy","GBP",130.6,"0",8.163,"TE","TE",0,0
2018,"YTD",9308,"Amendola, Danny","MIA",130.37,"0",8.691,"WR","WR",-1.632,-1.632
2017,"YTD",11182,"Burkhead, Rex","NEP",130.31,"0",13.031,"RB","RB",3.737,3.737
2020,"YTD",14087,"Henderson, Darrell","LAR",130.3,"0",8.687,"RB","RB",-1.328,-1.328
2017,"YTD",10335,"Casey, Jurrell","TEN",130,"0",8.125,"DL","DL",0.525,0.437
2017,"YTD",13251,"Baker, Budda","ARI",130,"0",8.125,"DB","DB",-2.331,-2.331
2017,"YTD",12176,"Parker, DeVante","MIA",130,"0",10,"WR","WR",-0.627000000000001,-0.627000000000001
2017,"YTD",9028,"Grimes, Brent","TBB",130,"1",10,"DB","DB",-0.456,-0.456
2018,"YTD",11537,"Melvin, Rashaan","OAK",130,"1",9.286,"DB","DB",-1.276,-1.276
2018,"YTD",11724,"Jones, Christian","DET",130,"0",8.125,"LB","LB",-1.875,-1.187
2018,"YTD",12739,"Clark, Kenny","GBP",130,"0",10,"DL","DL",0.417,1.938
2019,"YTD",13252,"Maye, Marcus","NYJ",130,"0",8.125,"DB","DB",-2,-2
2019,"YTD",12938,"Poole, Brian","NYJ",130,"1",9.286,"DB","DB",-0.839,-0.839
2020,"YTD",13779,"Kiser, Micah","LAR",130,"0",14.444,"LB","LB",3.059,5.377
2020,"YTD",13281,"Douglas, Rasul","CAR",130,"1",9.286,"DB","DB",-3,-3
2020,"YTD",13730,"Alexander, Jaire","GBP",130,"0",8.667,"DB","DB",-3.619,-3.619
2020,"YTD",13418,"Bourne, Kendrick","SFO",129.7,"0",8.647,"WR","WR",-2.847,-2.847
2020,"YTD",11387,"Hopkins, Dustin","WAS",129.6,"1",8.1,"PK","PK",-0.469000000000001,-0.469000000000001
2017,"YTD",13231,"Peppers, Jabrill","CLE",129.54,"0",9.965,"DB","DB",-0.491,-0.491
2019,"YTD",13639,"Miller, Anthony","CHI",129.34,"0",8.084,"WR","WR",-3.01,-3.01
2019,"YTD",10868,"Zuerlein, Greg","LAR",129.3,"0",8.081,"PK","PK",0.153,0.153
2019,"YTD",8930,"Prater, Matt","DET",129.15,"0",8.072,"PK","PK",0.143999999999999,0.143999999999999
2018,"YTD",10762,"Cox, Fletcher","PHI",129,"0",8.062,"DL","DL",-1.521,0
2018,"YTD",13414,"Hilton, Mike","PIT",129,"1",8.6,"DB","DB",-1.962,-1.962
2018,"YTD",11735,"Roby, Bradley","DEN",129,"1",8.6,"DB","DB",-1.962,-1.962
2018,"YTD",13268,"Anzalone, Alex","NOS",129,"0",8.062,"LB","LB",-1.938,-1.25
2019,"YTD",10879,"Trevathan, Danny","CHI",129,"0",14.333,"LB","LB",4.458,5.145
2020,"YTD",11742,"Joyner, Lamarcus","LVR",129,"1",9.214,"DB","DB",-3.072,-3.072
2020,"YTD",11283,"Richardson, Sheldon","CLE",129,"0",8.062,"DL","DL",0.728999999999999,0.436999999999999
2020,"YTD",14260,"Holcomb, Cole","WAS",129,"0",11.727,"LB","LB",0.342000000000001,2.66
2019,"YTD",14600,"Slye, Joey","CAR",128.85,"1",8.053,"PK","PK",0.125000000000001,0.125000000000001
2020,"YTD",13354,"Butker, Harrison","KCC",128.6,"0",8.038,"PK","PK",-0.531000000000001,-0.531000000000001
2020,"YTD",9474,"Cook, Jared","NOS",128.4,"0",8.56,"TE","TE",-1.819,-1.819
2020,"YTD",12678,"Higbee, Tyler","LAR",128.2,"0",8.547,"TE","TE",-1.832,-1.832
2018,"YTD",12934,"Rogers, Chester","IND",128.15,"0",8.009,"WR","WR",-2.314,-2.314
2017,"YTD",11314,"Rhodes, Xavier","MIN",128,"1",8,"DB","DB",-2.456,-2.456
2017,"YTD",12362,"Pullard, Hayes","LAC",128,"0",9.846,"LB","LB",0.157999999999999,-1.539
2017,"YTD",12269,"Randall, Damarious","GBP",128,"1",9.143,"DB","DB",-1.313,-1.313
2018,"YTD",13208,"Allen, Jonathan","WAS",128,"0",8,"DL","DL",-1.583,-0.0619999999999994
2019,"YTD",9826,"Graham, Brandon","PHI",128,"0",8,"DL","DL",0.75,-0.875
2019,"YTD",12269,"Randall, Damarious","CLE",128,"0",11.636,"DB","DB",1.511,1.511
2019,"YTD",10260,"Peterson, Patrick","ARI",128,"1",12.8,"DB","DB",2.675,2.675
2019,"YTD",13426,"Morrow, Nicholas","OAK",128,"0",8,"LB","LB",-1.875,-1.188
2020,"YTD",11806,"Lawson, Nevin","LVR",128,"1",9.143,"DB","DB",-3.143,-3.143
2020,"YTD",11348,"Slay, Darius","PHI",128,"1",8.533,"DB","DB",-3.753,-3.753
2020,"YTD",11768,"Ward, Jimmie","SFO",128,"1",9.143,"DB","DB",-3.143,-3.143
2018,"YTD",10868,"Zuerlein, Greg","LAR",127.8,"0",10.65,"PK","PK",2.538,2.538
2020,"YTD",13139,"Williams, Jamaal","GBP",127.7,"0",9.121,"RB","RB",-0.894,-0.894
2018,"YTD",10260,"Peterson, Patrick","ARI",127.2,"1",7.95,"DB","DB",-2.612,-2.612
2018,"YTD",9448,"McCoy, LeSean","BUF",127.2,"0",9.086,"RB","RB",-4.914,-4.914
2017,"YTD",12088,"Phillips, Adrian","LAC",127,"1",8.467,"DB","DB",-1.989,-1.989
2017,"YTD",11742,"Joyner, Lamarcus","LAR",127,"1",10.583,"DB","DB",0.127000000000001,0.127000000000001
2018,"YTD",9815,"Suh, Ndamukong","LAR",127,"0",7.938,"DL","DL",-1.645,-0.124
2018,"YTD",10122,"Stewart, Darian","DEN",127,"1",9.071,"DB","DB",-1.491,-1.491
2018,"YTD",13026,"Onwuasor, Patrick","BAL",127,"1",7.938,"LB","LB",-2.062,-1.374
2019,"YTD",12238,"Perryman, Denzel","LAC",127,"0",9.071,"LB","LB",-0.804,-0.117000000000001
2020,"YTD",14157,"Williams, Quinnen","NYJ",127,"0",9.769,"DL","DL",2.436,2.144
2020,"YTD",10379,"Skrine, Buster","CHI",127,"1",10.583,"DB","DB",-1.703,-1.703
2017,"YTD",12676,"Henry, Hunter","LAC",126.9,"0",9.064,"TE","TE",0.701000000000001,0.701000000000001
2019,"YTD",10723,"Sanu, Mohamed","NEP",126.9,"0",8.46,"WR","WR",-2.634,-2.634
2019,"YTD",11936,"Boswell, Chris","PIT",126.85,"1",7.928,"PK","PK",0,0
2018,"YTD",11387,"Hopkins, Dustin","WAS",126.55,"0",7.909,"PK","PK",-0.203,-0.203
2017,"YTD",11812,"Grant, Ryan","WAS",126.3,"0",7.894,"WR","WR",-2.733,-2.733
2018,"YTD",13189,"Engram, Evan","NYG",126.3,"0",11.482,"TE","TE",3.319,3.319
2017,"YTD",13227,"Lewis, Jourdan","DAL",126,"1",8.4,"DB","DB",-2.056,-2.056
2019,"YTD",13727,"Vander Esch, Leighton","DAL",126,"0",14,"LB","LB",4.125,4.812
2019,"YTD",14207,"Thornhill, Juan","KCC",126,"0",7.875,"DB","DB",-2.25,-2.25
2019,"YTD",8265,"Joseph, Johnathan","HOU",126,"1",9,"DB","DB",-1.125,-1.125
2019,"YTD",11768,"Ward, Jimmie","SFO",126,"1",9.692,"DB","DB",-0.433,-0.433
2019,"YTD",14226,"Willis, Khari","IND",126,"0",9,"DB","DB",-1.125,-1.125
2020,"YTD",12717,"Joseph, Karl","CLE",126,"0",9,"DB","DB",-3.286,-3.286
2020,"YTD",12714,"Fuller, Kendall","WAS",126,"1",9,"DB","DB",-3.286,-3.286
2020,"YTD",13348,"Moore, David","SEA",125.76,"0",7.86,"WR","WR",-3.634,-3.634
2020,"YTD",13168,"Reynolds, Josh","LAR",125.3,"0",7.831,"WR","WR",-3.663,-3.663
2020,"YTD",14600,"Slye, Joey","CAR",125.15,"1",7.822,"PK","PK",-0.747000000000001,-0.747000000000001
2019,"YTD",10729,"Hilton, T.Y.","IND",125.1,"0",12.51,"WR","WR",1.416,1.416
2020,"YTD",13299,"Kittle, George","SFO",125.1,"0",15.638,"TE","TE",5.259,5.259
2017,"YTD",12831,"Roberts, Elandon","NEP",125,"1",8.333,"LB","LB",-1.355,-3.052
2017,"YTD",11735,"Roby, Bradley","DEN",125,"1",7.812,"DB","DB",-2.644,-2.644
2017,"YTD",12270,"Smith, Preston","WAS",125,"1",7.812,"DL","LB",-1.876,0.124000000000001
2017,"YTD",9864,"Burnett, Morgan","GBP",125,"0",10.417,"DB","DB",-0.0389999999999997,-0.0389999999999997
2018,"YTD",13253,"Williams, Marcus","NOS",125,"1",7.812,"DB","DB",-2.75,-2.75
2018,"YTD",13281,"Douglas, Rasul","PHI",125,"1",7.812,"DB","DB",-2.75,-2.75
2019,"YTD",14178,"Baker, Deandre","NYG",125,"1",7.812,"DB","DB",-2.313,-2.313
2020,"YTD",13959,"Williams, Darious","LAR",125,"1",7.812,"DB","DB",-4.474,-4.474
2017,"YTD",9843,"LaFell, Brandon","CIN",124.8,"0",7.8,"WR","WR",-2.827,-2.827
2020,"YTD",8658,"Peterson, Adrian","DET",124.5,"0",7.781,"RB","RB",-2.234,-2.234
2017,"YTD",12212,"Kroft, Tyler","CIN",124.4,"0",7.775,"TE","TE",-0.587999999999999,-0.587999999999999
2018,"YTD",13639,"Miller, Anthony","CHI",124.39,"0",8.293,"WR","WR",-2.03,-2.03
2017,"YTD",10324,"Gilchrist, Marcus","HOU",124,"1",7.75,"DB","DB",-2.706,-2.706
2017,"YTD",12938,"Poole, Brian","ATL",124,"1",8.267,"DB","DB",-2.189,-2.189
2018,"YTD",12774,"Goodson, B.J.","NYG",124,"0",8.267,"LB","LB",-1.733,-1.045
2018,"YTD",13325,"Woods, Xavier","DAL",124,"1",8.857,"DB","DB",-1.705,-1.705
2018,"YTD",12988,"Jones, Jonathan","NEP",124,"1",7.75,"DB","DB",-2.812,-2.812
2018,"YTD",10266,"Heyward, Cameron","PIT",124,"0",7.75,"DL","DL",-1.833,-0.311999999999999
2018,"YTD",13353,"Lee, Elijah","SFO",124,"0",7.75,"LB","LB",-2.25,-1.562
2020,"YTD",14272,"Austin, Blessuan","NYJ",124,"1",11.273,"DB","DB",-1.013,-1.013
