"player_id","player_name","starter","points","ppg_avg","vbd_mfl_total","vbd_mfl_avg","vbd_true_total","vbd_true_avg","true_position","mfl_position","tier_mfl","tier_true"
13786,"Brown, Andrew",0,2,1.28566666666667,-5.562,-5.562,-6.938,-6.938,"DL","DL",6,6
13799,"Fitts, Kylie",0,2,0.48075,-9.934,-9.934,-9.067,-9.067,"LB","LB",6,6
13826,"Adams, Matthew",0,2,1.03125,-10.142,-10.142,-9.275,-9.275,"LB","LB",6,6
14377,"Anderson, Abdullah",0,2,1.06666666666667,-5.562,-5.562,-6.938,-6.938,"DL","DL",6,6
14441,"Strachan, Connor",0,2,2,-8.267,-8.267,-7.4,-7.4,"LB","LB",6,6
15079,"Bassey, Essang",0,2,2.5835,-9.5,-9.5,-9.5,-9.5,"DB","DB",6,6
15094,"Locke, P.J.",0,2,0.138,-10.367,-10.367,-10.367,-10.367,"DB","DB",6,6
15110,"Thurman, Nick",0,2,2.143,-4.562,-4.562,-5.938,-5.938,"DL","DL",6,6
15127,"Costin, Doug",0,2,3.125,-4.562,-4.562,-5.938,-5.938,"DL","DL",6,6
15217,"Berry, Rashod",0,2,1.5,-12.682,-12.682,-12.682,-12.682,"TE","TE",6,6
15347,"Weaver, Rashad",0,2,1,-5.562,-5.562,-6.938,-6.938,"DL","DL",6,6
15410,"Cox, Jabril",0,2,0.286,-9.981,-9.981,-9.114,-9.114,"LB","LB",6,6
15426,"Gillespie, Tyree",0,2,0.2,-10.3,-10.3,-10.3,-10.3,"DB","DB",6,6
15462,"Brightwell, Gary",0,2,0.154,-8.852,-8.852,-8.852,-8.852,"RB","RB",6,6
15465,"Williams, Rodarius",0,2,0.4,-10.1,-10.1,-10.1,-10.1,"DB","DB",6,6
15585,"Williams, Chris",0,2,0.4,-6.162,-6.162,-7.538,-7.538,"DL","DL",6,6
15647,"Archibong, Daniel",0,2,1,-5.562,-5.562,-6.938,-6.938,"DL","DL",6,6
14131,"Morgan, Stanley",0,1.96,0.186,-10.072,-10.072,-10.072,-10.072,"WR","WR",6,6
11532,"Banjo, Chris",0,1.92,1.9074,-10.372,-10.372,-10.372,-10.372,"DB","DB",6,6
13940,"Mundt, Johnny",0,1.9,0.389,-13.365,-13.365,-13.365,-13.365,"TE","TE",6,6
14868,"Hopkins, Brycen",0,1.9,0.19,-13.302,-13.302,-13.302,-13.302,"TE","TE",6,6
13849,"Nall, Ryan",0,1.8,0.553,-8.806,-8.806,-8.806,-8.806,"RB","RB",6,6
15214,"Dafney, Dominique",0,1.8,2.75,-13.482,-13.482,-13.482,-13.482,"TE","TE",6,6
15313,"McMath, Racey",0,1.8,0.225,-9.969,-9.969,-9.969,-9.969,"WR","WR",6,6
15334,"Long, Hunter",0,1.8,0.257,-13.425,-13.425,-13.425,-13.425,"TE","TE",6,6
13065,"Tomlinson, Eric",0,1.7,0.6282,-13.576,-13.576,-13.576,-13.576,"TE","TE",6,6
13348,"Moore, David",0,1.65,4.87375,-9.644,-9.644,-9.644,-9.644,"WR","WR",6,6
14125,"Boykin, Miles",0,1.6,2.58466666666667,-9.965,-9.965,-9.965,-9.965,"WR","WR",6,6
15266,"Williams, Pooka",0,1.56,1.56,-7.446,-7.446,-7.446,-7.446,"RB","RB",6,6
13125,"Beathard, C.J.",0,1.52,9.49125,-15.529,-15.529,-15.529,-15.529,"QB","QB",6,6
13662,"Coutee, Keke",0,1.5,7.273,-9.444,-9.444,-9.444,-9.444,"WR","WR",6,6
10368,"Jones, Taiwan",0,1.42,0.304,-8.917,-8.917,-8.917,-8.917,"RB","RB",6,6
10514,"Bellore, Nick",0,1.4,0.5782,-8.919,-8.919,-8.919,-8.919,"RB","RB",6,6
14096,"Ozigbo, Devine",0,1.4,0.976666666666667,-8.539,-8.539,-8.539,-8.539,"RB","RB",6,6
10737,"Benjamin, Travis",0,1.37,3.6,-10.042,-10.042,-10.042,-10.042,"WR","WR",6,6
13619,"Kelly, John",0,1.3,1.19166666666667,-8.681,-8.681,-8.681,-8.681,"RB","RB",6,6
14076,"Williams, Trayveon",0,1.3,0.865,-8.681,-8.681,-8.681,-8.681,"RB","RB",6,6
12328,"Boyle, Nick",0,1.2,3.04,-13.442,-13.442,-13.442,-13.442,"TE","TE",6,6
14917,"Patrick, Jacques",0,1.2,0.6,-8.406,-8.406,-8.406,-8.406,"RB","RB",6,6
10320,"Sheard, Jabaal",0,1,5.0308,-5.562,-5.562,-6.938,-6.938,"DL","DL",6,6
11282,"Spence, Akeem",0,1,2.8514,-5.562,-5.562,-6.938,-6.938,"DL","DL",6,6
11966,"Parkey, Cody",0,1,5.512,-7.817,-7.817,-7.817,-7.817,"PK","PK",4,4
12428,"Williams, Xavier",0,1,3.4278,-5.562,-5.562,-6.938,-6.938,"DL","DL",6,6
12699,"Billings, Andrew",0,1,2.299,-6.395,-6.395,-7.771,-7.771,"DL","DL",6,6
13285,"Biegel, Vince",0,1,2.17225,-10.067,-10.067,-9.2,-9.2,"LB","LB",6,6
13388,"Langi, Harvey",0,1,1.9845,-10.124,-10.124,-9.257,-9.257,"LB","LB",6,6
13396,"Daniels, Darrell",0,1,0.5606,-13.611,-13.611,-13.611,-13.611,"TE","TE",6,6
13543,"Jones, Joseph",0,1,0.1758,-10.156,-10.156,-9.289,-9.289,"LB","LB",6,6
13686,"Lawler, Justin",0,1,0.3855,-9.934,-9.934,-9.067,-9.067,"LB","LB",6,6
13857,"Yelder, Deon",0,1,0.50175,-13.432,-13.432,-13.432,-13.432,"TE","TE",6,6
13862,"Cracraft, River",0,1,0.62625,-9.994,-9.994,-9.994,-9.994,"WR","WR",6,6
14482,"Dawkins, Noah",0,1,0.25,-9.767,-9.767,-8.9,-8.9,"LB","LB",6,6
14995,"Metellus, Josh",0,1,0.1335,-10.433,-10.433,-10.433,-10.433,"DB","DB",6,6
15004,"Thomas-Oliver, Stantley",0,1,0.6955,-10.409,-10.409,-10.409,-10.409,"DB","DB",6,6
15126,"Bernard, Francis",0,1,0.0625,-10.142,-10.142,-9.275,-9.275,"LB","LB",6,6
15359,"Tufele, Jay",0,1,0.25,-6.312,-6.312,-7.688,-7.688,"DL","DL",6,6
15412,"Brown, Bobby",0,1,0.111,-6.451,-6.451,-7.827,-7.827,"DL","DL",6,6
15436,"Wade, Shaun",0,1,0.333,-10.167,-10.167,-10.167,-10.167,"DB","DB",6,6
15437,"Forrest, Darrick",0,1,0.143,-10.357,-10.357,-10.357,-10.357,"DB","DB",6,6
15468,"Dimukeje, Victor",0,1,0.077,-10.19,-10.19,-9.323,-9.323,"LB","LB",6,6
15470,"Wildgoose, Rachad",0,1,0.25,-10.25,-10.25,-10.25,-10.25,"DB","DB",6,6
15485,"Bradley-King, William",0,1,0.333,-6.229,-6.229,-7.605,-7.605,"DL","DL",6,6
15495,"Spencer, Marquiss",0,1,1,-5.562,-5.562,-6.938,-6.938,"DL","DL",6,6
15548,"Banks, Eric",0,1,0.333,-6.229,-6.229,-7.605,-7.605,"DL","DL",6,6
15586,"Johnson, Caleb",0,1,0.091,-10.176,-10.176,-9.309,-9.309,"LB","LB",6,6
15588,"Carter, Tory",0,1,0.2,-8.806,-8.806,-8.806,-8.806,"RB","RB",6,6
15637,"Heflin, Jack",0,1,0.5,-6.062,-6.062,-7.438,-7.438,"DL","DL",6,6
15640,"Rashed, Hamilcar",0,1,1,-5.562,-5.562,-6.938,-6.938,"DL","DL",6,6
15648,"Mack, Ledarius",0,1,0.5,-9.767,-9.767,-8.9,-8.9,"LB","LB",6,6
15674,"Potoa'e, Benning",0,1,1,-5.562,-5.562,-6.938,-6.938,"DL","DL",6,6
14367,"Helm, Daniel",0,0.9,0.05,-13.582,-13.582,-13.582,-13.582,"TE","TE",6,6
15250,"Ehlinger, Sam",0,0.9,0.3,-15.989,-15.989,-15.989,-15.989,"QB","QB",6,6
15269,"Sargent, Mekhi",0,0.9,0.129,-8.877,-8.877,-8.877,-8.877,"RB","RB",6,6
14826,"Pierce, Artavis",0,0.81,1.345,-8.196,-8.196,-8.196,-8.196,"RB","RB",6,6
15643,"Ffrench, Maurice",0,0.81,0.405,-9.789,-9.789,-9.789,-9.789,"WR","WR",6,6
15661,"Hardy, JaQuan",0,0.75,0.375,-8.631,-8.631,-8.631,-8.631,"RB","RB",6,6
8062,"Fitzpatrick, Ryan",0,0.72,14.1926,-15.569,-15.569,-15.569,-15.569,"QB","QB",6,6
14098,"Crockett, Damarea",0,0.7,0.058,-8.948,-8.948,-8.948,-8.948,"RB","RB",6,6
14549,"Webster, Nsimba",0,0.65,0.598666666666667,-10.086,-10.086,-10.086,-10.086,"WR","WR",6,6
14070,"Blough, David",0,0.6,5.21066666666667,-15.689,-15.689,-15.689,-15.689,"QB","QB",6,6
13789,"Wilkins, Jordan",0,0.51,3.001,-8.878,-8.878,-8.878,-8.878,"RB","RB",6,6
14552,"Blasingame, Khari",0,0.5,0.722,-8.956,-8.956,-8.956,-8.956,"RB","RB",6,6
15087,"Cottrell, Nathan",0,0.3,0.2805,-8.906,-8.906,-8.906,-8.906,"RB","RB",6,6
13127,"Peterman, Nathan",0,0.2,2.72625,-16.089,-16.089,-16.089,-16.089,"QB","QB",6,6
15243,"Mond, Kellen",0,0.2,0.1,-16.189,-16.189,-16.189,-16.189,"QB","QB",6,6
9200,"Slater, Matt",0,0,0.1124,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
9819,"McCoy, Gerald",0,0,4.222,-6.562,-6.562,-7.938,-7.938,"DL","DL",6,6
10755,"Curry, Vinny",0,0,3.411,-6.562,-6.562,-7.938,-7.938,"DL","DL",6,6
10831,"Wilber, Kyle",0,0,0.5374,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
10841,"Daniels, Mike",0,0,3.1368,-6.562,-6.562,-7.938,-7.938,"DL","DL",6,6
10847,"Whitehead, Tahir",0,0,9.1552,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
10884,"Ebner, Nate",0,0,0.1348,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
11039,"Overton, Matt",0,0,0,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
11346,"Hayden, D.J.",0,0,6.0624,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
11355,"Wreh-Wilson, Blidi",0,0,1.9984,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
11462,"Reynolds, LaRoy",0,0,0.3224,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
11555,"Davis, Cody",0,0,1.4056,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
11632,"Compton, Will",0,0,3.0054,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
11676,"Matthews, Jordan",0,0,2.5364,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
11737,"Dennard, Darqueze",0,0,7.9192,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
11740,"Clinton-Dix, Ha Ha",0,0,8.53125,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
11783,"Brown, John",0,0,8.279,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
11785,"Rodgers, Richard",0,0,1.5092,-13.682,-13.682,-13.682,-13.682,"TE","TE",6,6
11816,"Williamson, Avery",0,0,9.59675,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
11925,"Hurns, Allen",0,0,4.95675,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
12182,"Smith, Devin",0,0,2.7875,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
12223,"Orchard, Nate",0,0,2.5348,-6.562,-6.562,-7.938,-7.938,"DL","DL",6,6
12281,"Richards, Jordan",0,0,1.6576,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
12297,"Campbell, Ibraheim",0,0,2.347,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
12369,"Robinson, Edmond",0,0,0.102666666666667,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
12372,"Nzeocha, Mark",0,0,0.6,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
12474,"McGill, T.Y.",0,0,0.9002,-6.562,-6.562,-7.938,-7.938,"DL","DL",6,6
12542,"King, Brandon",0,0,0.0513333333333333,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
12596,"LaCosse, Matt",0,0,1.65125,-13.682,-13.682,-13.682,-13.682,"TE","TE",6,6
12608,"Winchester, James",0,0,0.0155,-13.682,-13.682,-13.682,-13.682,"TE","TE",6,6
12623,"Driskel, Jeff",0,0,10.296,-16.289,-16.289,-16.289,-16.289,"QB","QB",6,6
12665,"Allison, Geronimo",0,0,5.197,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
12733,"March, Justin",0,0,0.1748,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
12748,"Davis, Sean",0,0,6.754,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
12755,"Redmond, Will",0,0,2.38466666666667,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
12774,"Goodson, B.J.",0,0,7.6848,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
12807,"Hemingway, Temarrick",0,0,0.0833333333333333,-13.682,-13.682,-13.682,-13.682,"TE","TE",6,6
12826,"Lucas, Jordan",0,0,1.1935,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
12830,"Frazier, Kavon",0,0,1.4024,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
12898,"Travis, Ross",0,0,0.91825,-13.682,-13.682,-13.682,-13.682,"TE","TE",6,6
12938,"Poole, Brian",0,0,7.8594,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
12958,"Norris, Jared",0,0,0,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
12970,"Boddy-Calhoun, Briean",0,0,4.658,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
12978,"Goodwin, C.J.",0,0,0.251,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
13026,"Onwuasor, Patrick",0,0,5.4324,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
13075,"Milton, Chris",0,0,0.2208,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
13144,"McGuire, Elijah",0,0,5.354,-9.006,-9.006,-9.006,-9.006,"RB","RB",6,6
13202,"Lawson, Carl",0,0,3.0874,-6.562,-6.562,-7.938,-7.938,"DL","DL",6,6
13240,"Hill, Brian",0,0,2.987,-9.006,-9.006,-9.006,-9.006,"RB","RB",6,6
13287,"Thompson, Tedric",0,0,3.4382,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
13290,"Cohen, Tarik",0,0,8.93,-9.006,-9.006,-9.006,-9.006,"RB","RB",6,6
13312,"Adams, Rodney",0,0,0,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
13314,"Allen, Brian",0,0,1.5,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
13336,"Ledbetter, Jeremiah",0,0,1.625,-6.562,-6.562,-7.938,-7.938,"DL","DL",6,6
13366,"Schreck, Mason",0,0,0,-13.682,-13.682,-13.682,-13.682,"TE","TE",6,6
13410,"Yarbrough, Eddie",0,0,2.68525,-6.562,-6.562,-7.938,-7.938,"DL","DL",6,6
13452,"Edmunds, Trey",0,0,0.6322,-9.006,-9.006,-9.006,-9.006,"RB","RB",6,6
13468,"Washington, Charles",0,0,0.297,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
13491,"Hardee, Justin",0,0,0.726,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
13512,"Cox, Bryan",0,0,1.8152,-6.562,-6.562,-7.938,-7.938,"DL","DL",6,6
13611,"Adams, Josh",0,0,2.838,-9.006,-9.006,-9.006,-9.006,"RB","RB",6,6
13612,"Johnson, Kerryon",0,0,7.335,-9.006,-9.006,-9.006,-9.006,"RB","RB",6,6
13647,"Ateman, Marcell",0,0,2.206,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
13666,"Fountain, Daurice",0,0,0.286666666666667,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
13698,"Jefferson, Malik",0,0,0.08325,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
13739,"Dawson, Duke",0,0,1.04366666666667,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
13756,"Apke, Troy",0,0,1.522,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
13776,"Watson, Justin",0,0,1.226,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
13797,"Nickerson, Parry",0,0,0.8905,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
13866,"Beal, Sam",0,0,4.1665,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
13884,"Smith, Vyncint",0,0,2.0725,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
13915,"Calitro, Austin",0,0,2.525,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
13932,"Ellerbee, Emmanuel",0,0,0,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
13936,"Virgin, Dee",0,0,0.05,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
13943,"Davis, Tae",0,0,1.38875,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
13945,"Hill, Holton",0,0,5.493,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
13970,"Brown, Tony",0,0,3.1805,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
13996,"Haley, Grant",0,0,7.4665,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
14060,"Jackson, Tyree",0,0,0,-13.682,-13.682,-13.682,-13.682,"TE","TE",6,6
14065,"Rypien, Brett",0,0,2.55,-16.289,-16.289,-16.289,-16.289,"QB","QB",6,6
14094,"Scarlett, Jordan",0,0,0.1055,-9.006,-9.006,-9.006,-9.006,"RB","RB",6,6
14195,"Warring, Kahale",0,0,0.4645,-13.682,-13.682,-13.682,-13.682,"TE","TE",6,6
14242,"Connelly, Ryan",0,0,3.83333333333333,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
14243,"Tell, Marvell",0,0,2.077,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
14259,"Miller, Jordan",0,0,0.333333333333333,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
14261,"Smith, Sutton",0,0,0,-9.006,-9.006,-9.006,-9.006,"RB","RB",6,6
14265,"Fulgham, Travis",0,0,2.97166666666667,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
14284,"Thompson, Darwin",0,0,1.72866666666667,-9.006,-9.006,-9.006,-9.006,"RB","RB",6,6
14287,"Gillaspia, Cullen",0,0,0.0763333333333333,-9.006,-9.006,-9.006,-9.006,"RB","RB",6,6
14291,"Johnson, Darryl",0,0,0.812666666666667,-6.562,-6.562,-7.938,-7.938,"DL","DL",6,6
14293,"Moreland, Jimmy",0,0,3.762,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
14310,"Bell, Quinton",0,0,0,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
14319,"Beck, Andrew",0,0,0.511333333333333,-13.682,-13.682,-13.682,-13.682,"TE","TE",6,6
14321,"Thompson, Cody",0,0,0,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
14351,"McElroy, Codey",0,0,2,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
14370,"Hudson, Tanner",0,0,0.385333333333333,-13.682,-13.682,-13.682,-13.682,"TE","TE",6,6
14372,"Holtz, J.P.",0,0,0.406333333333333,-13.682,-13.682,-13.682,-13.682,"TE","TE",6,6
14381,"Harvey, Willie",0,0,0,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
14442,"Kuntz, Christian",0,0,0,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
14456,"Watson, Brandon",0,0,0.744333333333333,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
14509,"Bolton, Curtis",0,0,0,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
14543,"Harris, Darius",0,0,7.5,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
14548,"Bachman, Alex",0,0,0,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
14584,"Watson, Josh",0,0,0,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
14613,"Sims, Steven",0,0,4.72466666666667,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
14665,"Dillon, Brandon",0,0,0.266666666666667,-13.682,-13.682,-13.682,-13.682,"TE","TE",6,6
14674,"Perry, Jamal",0,0,3.36966666666667,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
14681,"Harris, Demone",0,0,2,-6.562,-6.562,-7.938,-7.938,"DL","DL",6,6
14737,"Giles-Harris, Joe",0,0,1.111,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
14780,"Eason, Jacob",0,0,0,-16.289,-16.289,-16.289,-16.289,"QB","QB",6,6
14799,"Akers, Cam",0,0,3.954,-9.006,-9.006,-9.006,-9.006,"RB","RB",6,6
14849,"Hodgins, Isaiah",0,0,0,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
14863,"Gandy-Golden, Antonio",0,0,0.2915,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
14872,"Pinkney, Jared",0,0,0,-13.682,-13.682,-13.682,-13.682,"TE","TE",6,6
14916,"Smith, Saivion",0,0,0.4165,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
14931,"Ojemudia, Michael",0,0,4.406,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
14936,"Asiasi, Devin",0,0,0.661,-13.682,-13.682,-13.682,-13.682,"TE","TE",6,6
14938,"Muse, Tanner",0,0,0,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
14945,"Pride, Troy",0,0,2.5355,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
14968,"Weaver, Curtis",0,0,0,-6.562,-6.562,-7.938,-7.938,"DL","DL",6,6
14969,"Hightower, John",0,0,1.1075,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
14970,"Hand, Harrison",0,0,1.107,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
14972,"Coulter, Isaiah",0,0,0,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
14976,"Martin, Kamal",0,0,2.2,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
14980,"Brown, Cam",0,0,0.4665,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
14987,"Davis, Khalil",0,0,0.75,-6.562,-6.562,-7.938,-7.938,"DL","DL",6,6
14990,"Brooks, Antoine",0,0,0.375,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
14999,"Glasgow, Jordan",0,0,0,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
15012,"Cornell, Jashon",0,0,0,-6.562,-6.562,-7.938,-7.938,"DL","DL",6,6
15013,"Scott, Vernon",0,0,0.6,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
15014,"Keyes, Thakarius",0,0,0.8125,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
15026,"Sullivan, Stephen",0,0,0.5,-13.682,-13.682,-13.682,-13.682,"TE","TE",6,6
15027,"Cleveland, Tyrie",0,0,0.966,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
15039,"Parker, Aaron",0,0,0,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
15041,"Cager, Lawrence",0,0,1.375,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
15054,"Ricci, Giovanni",0,0,0,-13.682,-13.682,-13.682,-13.682,"TE","TE",6,6
15056,"White, Javin",0,0,0.5,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
15057,"Chisena, Dan",0,0,0.0355,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
15059,"Dorn, Myles",0,0,0,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
15071,"Carter, Ron'Dell",0,0,0,-6.562,-6.562,-7.938,-7.938,"DL","DL",6,6
15073,"Motley, Parnell",0,0,2.25,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
15076,"Rozeboom, Christian",0,0,0,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
15088,"Ellefson, Ben",0,0,0.2855,-13.682,-13.682,-13.682,-13.682,"TE","TE",6,6
15098,"Bradwell, Darius",0,0,0,-9.006,-9.006,-9.006,-9.006,"RB","RB",6,6
15123,"Thompson, Colin",0,0,0.428,-13.682,-13.682,-13.682,-13.682,"TE","TE",6,6
15125,"Jackson, Lamar",0,0,2.1925,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
15132,"Vickers, Kendal",0,0,0.8845,-6.562,-6.562,-7.938,-7.938,"DL","DL",6,6
15133,"Harper, Madre",0,0,0.389,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
15137,"Arnold, Grayland",0,0,2,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
15149,"Harris, De'Michael",0,0,1.607,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
15168,"Jacquet, Michael",0,0,3,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
15172,"Olonilua, Sewo",0,0,0,-9.006,-9.006,-9.006,-9.006,"RB","RB",6,6
15180,"Barcoo, Luq",0,0,3.1665,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
15187,"Miller, Herb",0,0,1.5,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
15194,"Christiansen, Cole",0,0,0,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
15210,"Jones, Keandre",0,0,0,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
15224,"Cole, Matt",0,0,0,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
15228,"Hansen, Chase",0,0,0,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
15276,"Brown, Spencer",0,0,0,-9.006,-9.006,-9.006,-9.006,"RB","RB",6,6
15303,"Fehoko, Simi",0,0,0,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
15311,"Stoner, Dillon",0,0,0,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
15340,"Poljan, Tony",0,0,0,-13.682,-13.682,-13.682,-13.682,"TE","TE",6,6
15353,"Surratt, Chazz",0,0,0,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
15354,"Moses, Dylan",0,0,0,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
15374,"Reyes, Sammis",0,0,0,-13.682,-13.682,-13.682,-13.682,"TE","TE",6,6
15415,"Smith, Jordan",0,0,0,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
15416,"Shelvin, Tyler",0,0,0,-6.562,-6.562,-7.938,-7.938,"DL","DL",6,6
15424,"Johnson, Buddy",0,0,0,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
15425,"Harris, Jacob",0,0,0,-13.682,-13.682,-13.682,-13.682,"TE","TE",6,6
15427,"Kaindoh, Joshua",0,0,0,-6.562,-6.562,-7.938,-7.938,"DL","DL",6,6
15431,"Fields, Tony",0,0,0,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
15438,"Johnson, Jamar",0,0,0,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
15439,"Davis, Shawn",0,0,0,-10.5,-10.5,-10.5,-10.5,"DB","DB",6,6
15444,"Hayes, Daelin",0,0,0,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
15450,"McGrone, Cameron",0,0,0,-10.267,-10.267,-9.4,-9.4,"LB","LB",6,6
15467,"Camp, Jalen",0,0,0,-10.194,-10.194,-10.194,-10.194,"WR","WR",6,6
