"player_id","player_name","starter","points","ppg","vbd_mfl_total","vbd_mfl_avg","vbd_true_total","vbd_true_avg","true_position","mfl_position","tier_mfl","tier_true"
13704,"Nwosu, Uchenna",1,86,4.83166666666667,-17.032,-5.67733333333333,-9.943,-3.31433333333333,"DL","LB",6,6
8673,"Ginn Jr., Ted",0,85.9,3.368,-15.852,-7.926,-15.852,-7.926,"WR","WR",6,6
14058,"Haskins, Dwayne",0,85.7,10.344,-14.882,-7.441,-14.882,-7.441,"QB","QB",4,4
13722,"Jarwin, Blake",0,85.5,3.991,-20.65,-6.88333333333333,-20.65,-6.88333333333333,"TE","TE",3,3
9884,"Thomas, Demaryius",0,85.3,7.755,-3.339,-3.339,-3.339,-3.339,"WR","WR",6,6
15078,"Claybrooks, Chris",0,85.27,4.6675,-13.451,-6.7255,-13.451,-6.7255,"DB","DB",6,6
9904,"Joseph, Linval",0,85,6.38933333333333,-1.977,-0.659,-5.27,-1.75666666666667,"DL","DL",6,6
11363,"Webb, B.W.",1,85,5.667,-4.458,-4.458,-4.458,-4.458,"DB","DB",6,6
12713,"Alexander, Mackensie",0,85,6.532,-13.315,-4.43833333333333,-13.315,-4.43833333333333,"DB","DB",6,6
13188,"Howard, O.J.",0,84.9,5.85266666666667,-15.065,-5.02166666666667,-15.065,-5.02166666666667,"TE","TE",3,3
11925,"Hurns, Allen",0,84.6,3.0215,-15.245,-7.6225,-15.245,-7.6225,"WR","WR",6,6
14807,"Kelley, Joshua",0,84.37,3.913,-11.195,-5.5975,-11.195,-5.5975,"RB","RB",6,6
13108,"McKissic, J.D.",0,84.31,9.64033333333333,0.212,0.0706666666666666,0.212,0.0706666666666666,"RB","RB",6,6
13793,"Valdes-Scantling, Marquez",0,84.1,7.53333333333333,-10.182,-3.394,-10.182,-3.394,"WR","WR",6,6
13343,"Odenigbo, Ifeadi",0,84,3.864,-13.258,-4.41933333333333,-14.308,-4.76933333333333,"LB","LB",6,6
11257,"McDonald, Vance",0,83.5,3.8715,-11.198,-5.599,-11.198,-5.599,"TE","TE",3,3
11758,"Latimer, Cody",0,83.1,5.54,-5.554,-5.554,-5.554,-5.554,"WR","WR",6,6
9864,"Burnett, Morgan",0,83,10.375,0.25,0.25,0.25,0.25,"DB","DB",6,6
9868,"Atkins, Geno",1,83,2.719,-9.145,-4.5725,-11.062,-5.531,"DL","DL",6,6
12743,"Correa, Kamalei",0,83,3.483,-14.294,-7.147,-11.289,-5.6445,"LB","LB",6,6
12791,"Lowry, Dean",0,83,4.917,-6.394,-2.13133333333333,-9.687,-3.229,"DL","DL",6,6
13531,"Whitehead, Jermaine",0,83,10.375,0.25,0.25,0.25,0.25,"DB","DB",6,6
13996,"Haley, Grant",0,83,7.511,-10.378,-3.45933333333333,-10.378,-3.45933333333333,"DB","DB",6,6
14205,"Johnson, Lonnie",0,83,7.09166666666667,-11.636,-3.87866666666667,-11.636,-3.87866666666667,"DB","DB",6,6
15356,"Browning, Baron",0,83,6.385,-3.882,-3.882,-3.015,-3.015,"LB","LB",6,6
15375,"Newsome, Greg",1,83,7.545,-2.955,-2.955,-2.955,-2.955,"DB","DB",6,6
13148,"Ogunbowale, Dare",0,82.99,3.35933333333333,-18.631,-6.21033333333333,-18.631,-6.21033333333333,"RB","RB",6,6
14117,"Johnson, Tyron",0,82.83,3.8445,-13.999,-6.9995,-13.999,-6.9995,"WR","WR",6,6
13726,"Edmonds, Chase",0,82.8,9.892,0.966999999999999,0.322333333333333,0.966999999999999,0.322333333333333,"RB","RB",6,6
15289,"Toney, Kadarius",0,82.36,8.236,-1.958,-1.958,-1.958,-1.958,"WR","WR",6,6
9749,"Bennett, Michael",0,82,5.467,-1.783,-1.783,-3.408,-3.408,"DL","DL",6,6
11532,"Banjo, Chris",1,82,2.32466666666667,-25.937,-8.64566666666667,-25.937,-8.64566666666667,"DB","DB",6,6
13412,"Cole, Keelan",0,82,6.77033333333333,-12.471,-4.157,-12.471,-4.157,"WR","WR",6,6
13913,"Niemann, Ben",0,82,5.639,-14.61,-4.87,-10.738,-3.57933333333333,"LB","LB",6,6
14702,"Teamer, Roderic",1,82,7.1905,-6.244,-3.122,-6.244,-3.122,"DB","DB",6,6
14905,"Henderson, CJ",1,82,8.1705,-6.445,-3.2225,-6.445,-3.2225,"DB","DB",6,6
12657,"Sharpe, Tajae",0,81.9,2.963,-23.893,-7.96433333333333,-23.893,-7.96433333333333,"WR","WR",6,6
14293,"Moreland, Jimmy",0,81,3.762,-21.625,-7.20833333333333,-21.625,-7.20833333333333,"DB","DB",6,6
14923,"Taylor, Darrell",0,81,5.4,-1.162,-1.162,-2.538,-2.538,"DL","DL",6,6
14138,"Hockenson, T.J.",0,80.7,9.95066666666667,-2.771,-0.923666666666666,-2.771,-0.923666666666666,"TE","TE",3,3
13266,"Witherspoon, Ahkello",1,80,6.50766666666667,-13.388,-4.46266666666667,-13.388,-4.46266666666667,"DB","DB",6,6
14401,"Eguavoen, Sam",0,80,2.271,-24.714,-8.238,-20.842,-6.94733333333333,"LB","LB",6,6
14143,"Knox, Dawson",0,79.7,7.39166666666667,-10.448,-3.48266666666667,-10.448,-3.48266666666667,"TE","TE",3,3
7813,"Smith, Alex",0,79.58,9.947,-8.58,-8.58,-8.58,-8.58,"QB","QB",4,4
14305,"Johnson, Olabisi",0,79.4,3.572,-15.444,-7.722,-15.444,-7.722,"WR","WR",6,6
14141,"Smith Jr., Irv",0,79.1,6.2605,-6.42,-3.21,-6.42,-3.21,"TE","TE",3,3
11351,"Alford, Robert",0,79,6.077,-4.423,-4.423,-4.423,-4.423,"DB","DB",6,6
13262,"Kpassagnon, Tanoh",0,79,5.146,-5.707,-1.90233333333333,-9,-3,"DL","DL",6,6
13547,"Maulet, Art",0,79,5.99,-14.941,-4.98033333333333,-14.941,-4.98033333333333,"DB","DB",6,6
13688,"Davenport, Marcus",0,79,6.59533333333333,-1.359,-0.453,-4.652,-1.55066666666667,"DL","DL",6,6
13745,"Nnadi, Derrick",0,79,4.55566666666667,-7.478,-2.49266666666667,-10.771,-3.59033333333333,"DL","DL",6,6
13810,"Joseph-Day, Sebastian",0,79,7.26833333333333,0.659999999999999,0.22,-2.633,-0.877666666666667,"DL","DL",6,6
12660,"Cooper, Pharoh",0,78.78,3.43,-22.492,-7.49733333333333,-22.492,-7.49733333333333,"WR","WR",6,6
15319,"Palmer, Josh",0,78.4,4.9,-5.294,-5.294,-5.294,-5.294,"WR","WR",6,6
10294,"Smith, Jimmy",0,78,5.697,-15.82,-5.27333333333333,-15.82,-5.27333333333333,"DB","DB",6,6
11737,"Dennard, Darqueze",1,78,5.91666666666667,-15.161,-5.05366666666667,-15.161,-5.05366666666667,"DB","DB",6,6
13746,"Green, Rasheem",0,78,4.74566666666667,-6.908,-2.30266666666667,-10.201,-3.40033333333333,"DL","DL",6,6
14159,"Lawrence, Dexter",0,78,5.771,-3.832,-1.27733333333333,-7.125,-2.375,"DL","DL",6,6
13608,"Penny, Rashaad",0,77.62,6.54633333333333,-9.07,-3.02333333333333,-9.07,-3.02333333333333,"RB","RB",6,6
13692,"Vea, Vita",0,77.1,4.91733333333333,-6.393,-2.131,-9.686,-3.22866666666667,"DL","DL",6,6
11374,"Means, Steven",0,77,4.906,-4.083,-2.0415,-5.751,-2.8755,"DL","DL",6,6
12083,"Autry, Denico",0,77,5.80966666666667,-3.716,-1.23866666666667,-7.009,-2.33633333333333,"DL","DL",6,6
13448,"Butler, Adam",0,77,4.03733333333333,-9.033,-3.011,-12.326,-4.10866666666667,"DL","DL",6,6
14926,"Gay, Willie",0,77,6.2695,-9.113,-4.5565,-5.928,-2.964,"LB","LB",6,6
15489,"Norwood, Tre",0,77,4.812,-5.688,-5.688,-5.688,-5.688,"DB","DB",6,6
13680,"Hurst, Hayden",0,76.9,6.39733333333333,-13.431,-4.477,-13.431,-4.477,"TE","TE",4,4
12665,"Allison, Geronimo",0,76.4,2.3875,-16.513,-8.2565,-16.513,-8.2565,"WR","WR",6,6
9819,"McCoy, Gerald",0,76,2.375,-9.062,-4.531,-12.063,-6.0315,"DL","DL",6,6
11613,"Thomas, Michael",0,76,2.71566666666667,-24.764,-8.25466666666667,-24.764,-8.25466666666667,"DB","DB",6,6
