"franchise_id","season","unit","grouping","personnel","grouping_order","xmax","xmin","ymin","ymax","xcenter","ycenter","position","count","x","xoffset","y","yoffset","is_to_big","A","is_biggest"
"0007",2021,"defense","252","02502",1,0.923076923076923,0,0,1,0.461538461538462,0.5,"S",2,0.541538461538462,0.436538461538461,0.66,0.62,0,0.923076923076923,1
"0007",2021,"defense","252","02502",1,0.923076923076923,0,0,1,0.461538461538462,0.5,"S",2,0.621538461538462,0.516538461538462,0.66,0.62,0,0.923076923076923,1
"0007",2016,"defense","252","02511",1,1,0.583333333333333,0.8,1,0.791666666666667,0.9,"CB",1,0.871666666666667,0.806666666666667,0.98,0.94,8,0.0833333333333333,0
"0007",2016,"defense","252","02511",1,1,0.583333333333333,0.8,1,0.791666666666667,0.9,"DE",2,0.871666666666667,0.766666666666667,0.82,0.78,8,0.0833333333333333,0
"0007",2016,"defense","252","02511",1,1,0.583333333333333,0.8,1,0.791666666666667,0.9,"DE",2,0.951666666666667,0.846666666666667,0.82,0.78,8,0.0833333333333333,0
"0007",2016,"defense","252","02511",1,1,0.583333333333333,0.8,1,0.791666666666667,0.9,"LB",5,0.871666666666667,0.646666666666667,0.9,0.86,8,0.0833333333333333,0
"0007",2016,"defense","252","02511",1,1,0.583333333333333,0.8,1,0.791666666666667,0.9,"LB",5,0.951666666666667,0.726666666666667,0.9,0.86,8,0.0833333333333333,0
"0007",2016,"defense","252","02511",1,1,0.583333333333333,0.8,1,0.791666666666667,0.9,"LB",5,1.03166666666667,0.806666666666667,0.9,0.86,8,0.0833333333333333,0
"0007",2016,"defense","252","02511",1,1,0.583333333333333,0.8,1,0.791666666666667,0.9,"LB",5,1.11166666666667,0.886666666666667,0.9,0.86,8,0.0833333333333333,0
"0007",2016,"defense","252","02511",1,1,0.583333333333333,0.8,1,0.791666666666667,0.9,"LB",5,1.19166666666667,0.966666666666667,0.9,0.86,8,0.0833333333333333,0
"0007",2016,"defense","252","02511",1,1,0.583333333333333,0.8,1,0.791666666666667,0.9,"S",1,0.871666666666667,0.806666666666667,1.06,1.02,8,0.0833333333333333,0
"0007",2022,"defense","243","11403",2,1,0.923076923076923,0,1,0.961538461538462,0.5,"DE",1,1.04153846153846,0.976538461538461,0.42,0.42,9,0.0769230769230769,0
"0007",2022,"defense","243","11403",2,1,0.923076923076923,0,1,0.961538461538462,0.5,"DT",1,1.04153846153846,0.976538461538461,0.34,0.34,9,0.0769230769230769,0
"0007",2022,"defense","243","11403",2,1,0.923076923076923,0,1,0.961538461538462,0.5,"LB",4,1.04153846153846,0.856538461538461,0.5,0.5,9,0.0769230769230769,0
"0007",2022,"defense","243","11403",2,1,0.923076923076923,0,1,0.961538461538462,0.5,"LB",4,1.12153846153846,0.936538461538462,0.5,0.5,9,0.0769230769230769,0
"0007",2022,"defense","243","11403",2,1,0.923076923076923,0,1,0.961538461538462,0.5,"LB",4,1.20153846153846,1.01653846153846,0.5,0.5,9,0.0769230769230769,0
