"player_id"; "player_name"; "pos"; "points"; "war"
13134; "Foreman, D'Onta"; "RB"; 26; 0.03
13135; "Gallman, Wayne"; "RB"; 13.5; -0.14
13138; "Hunt, Kareem"; "RB"; 106.2; 0.2
13139; "Williams, Jamaal"; "RB"; 92.5; 0.1
13143; "McNichols, Jeremy"; "RB"; 48.13; -0.02
13146; "Conner, James"; "RB"; 187.9; 0.76
13153; "Davis, Corey"; "WR"; 106.2; 0.15
13154; "Williams, Mike"; "WR"; 184.4; 0.69
13155; "Ross, John"; "WR"; 39.66; -0.1
13156; "Smith-Schuster, JuJu"; "WR"; 34.8; -0.01
13157; "Samuel, Curtis"; "WR"; 9.8; -0.08
13163; "Godwin, Chris"; "WR"; 213; 0.9
13164; "Kupp, Cooper"; "WR"; 305.1; 1.56
13168; "Reynolds, Josh"; "WR"; 45.9; -0.05
13176; "Jones, Zay"; "WR"; 49.1; -0.27
13188; "Howard, O.J."; "TE"; 33.5; -0.26
13189; "Engram, Evan"; "TE"; 79.1; 0.09
13192; "Njoku, David"; "TE"; 85.8; 0.11
13193; "Smith, Jonnu"; "TE"; 61.9; -0.06
13198; "Garrett, Myles"; "DL"; 129; 0.42
13201; "Barnett, Derek"; "DL"; 60; -0.24
13204; "Harris, Charles"; "DL"; 66; 0.07
13208; "Allen, Jonathan"; "DL"; 83; 0.08
13214; "Watt, T.J."; "LB"; 172; 0.41
13216; "Cunningham, Zach"; "LB"; 108; 0.13
13223; "Humphrey, Marlon"; "DB"; 135; 0.25
13226; "Jackson, Adoree"; "DB"; 16; -0.01
13229; "Jackson, Eddie"; "DB"; 83; 0
13230; "Adams, Jamal"; "DB"; 161; 0.44
13231; "Peppers, Jabrill"; "DB"; 56.9; 0.02
13232; "King, Desmond"; "DB"; 8.35; 0
13236; "Everett, Gerald"; "TE"; 72.6; 0.06
13245; "Reddick, Haason"; "DL"; 139; 0.49
13246; "Alie-Cox, Mo"; "TE"; 29.5; -0.09
13251; "Baker, Budda"; "DB"; 137; 0.27
13252; "Maye, Marcus"; "DB"; 84; 0.12
13253; "Williams, Marcus"; "DB"; 127; 0.19
13262; "Kpassagnon, Tanoh"; "DL"; 6; 0
13267; "Smoot, Dawuane"; "DL"; 20; -0.02
13268; "Anzalone, Alex"; "LB"; 149; 0.4
13274; "Johnson, John"; "DB"; 98; -0.02
13277; "Golladay, Kenny"; "WR"; 66.9; 0
13284; "Hendrickson, Trey"; "DL"; 100; 0.2
13288; "Jenkins, Rayshawn"; "DB"; 115; 0.11
13293; "Reeves-Maybin, Jalen"; "LB"; 76; -0.01
13296; "Wise, Deatrich"; "DL"; 26; -0.04
13299; "Kittle, George"; "TE"; 135; 0.32
13303; "Elliott, Jake"; "PK"; 19.2; 0.04
13304; "Brown, Jayon"; "LB"; 80; 0.09
13306; "Walker, Anthony"; "LB"; 150; 0.31
13307; "Milano, Matt"; "LB"; 117; 0.16
13308; "Agnew, Jamal"; "WR"; 51.15; 0.09
13319; "Jones, Aaron"; "RB"; 164.5; 0.46
13322; "Clark, Chuck"; "DB"; 101; 0
13325; "Woods, Xavier"; "DB"; 156; 0.41
13330; "Muhammad, Al-Quadin"; "DL"; 59; 0
13347; "Gonzalez, Zane"; "PK"; 26.9; 0.04
13354; "Butker, Harrison"; "PK"; 103.2; 0.17
13364; "Carson, Chris"; "RB"; 49.1; 0.09
13377; "Patrick, Tim"; "WR"; 119.8; 0.22
13378; "Breida, Matt"; "RB"; 43.21; 0.01
13382; "Seals-Jones, Ricky"; "TE"; 58; 0.02
13403; "Koo, Younghoe"; "PK"; 76.3; -0.03
13404; "Ekeler, Austin"; "RB"; 263.1; 1.31
13418; "Bourne, Kendrick"; "WR"; 146.4; 0.66
13427; "Tonyan, Robert"; "TE"; 50.4; 0.01
13447; "Wilson, Eric"; "LB"; 67; -0.04
13470; "Moore, Kenny"; "DB"; 182; 0.99
13488; "Pascal, Zach"; "WR"; 89.12; -0.1
13589; "Allen, Josh"; "QB"; 283.84; 0.71
13590; "Mayfield, Baker"; "QB"; 151.92; -0.1
13592; "Darnold, Sam"; "QB"; 144.94; 0.02
13593; "Jackson, Lamar"; "QB"; 254.8; 0.45
13604; "Barkley, Saquon"; "RB"; 98.8; 0.14
13606; "Jones, Ronald"; "RB"; 51.5; -0.21
13607; "Michel, Sony"; "RB"; 83.3; 0.01
13608; "Penny, Rashaad"; "RB"; 11.5; -0.08
13610; "Chubb, Nick"; "RB"; 150.3; 0.34
13614; "Lindsay, Phillip"; "RB"; 35.9; -0.2
13617; "Freeman, Royce"; "RB"; 15.3; -0.22
13620; "Jackson, Justin"; "RB"; 24.8; -0.13
13622; "Hines, Nyheim"; "RB"; 103.47; 0.18
13623; "Williams, Darrel"; "RB"; 137; 0.39
13629; "Ridley, Calvin"; "WR"; 71.1; 0.13
13630; "Sutton, Courtland"; "WR"; 125.9; 0.26
13632; "Lazard, Allen"; "WR"; 59.3; -0.06
13633; "Kirk, Christian"; "WR"; 139.62; 0.36
13635; "Moore, D.J."; "WR"; 178.74; 0.65
13638; "Berrios, Braxton"; "WR"; 11.65; -0.05
13639; "Miller, Anthony"; "WR"; 13.3; -0.01
13645; "Smith, Tre'Quan"; "WR"; 59.1; 0.02
13646; "Gallup, Michael"; "WR"; 54.4; 0.07
13652; "Wilson, Cedrick"; "WR"; 89.68; 0.07
13668; "Chark, D.J."; "WR"; 34.4; 0.02
13671; "Andrews, Mark"; "TE"; 179.1; 0.79
13672; "Gesicki, Mike"; "TE"; 137.2; 0.81
13674; "Goedert, Dallas"; "TE"; 126.6; 0.41
13675; "Conklin, Tyler"; "TE"; 111.9; 0.3
13679; "Herndon, Chris"; "TE"; 11.3; -0.42
13680; "Hurst, Hayden"; "TE"; 40.8; -0.05
13684; "Hubbard, Sam"; "DL"; 124; 0.38
13688; "Davenport, Marcus"; "DL"; 67; 0.14
13690; "Sweat, Josh"; "DL"; 69; -0.12
13696; "Smith, Roquan"; "LB"; 223; 0.94
13697; "Edmunds, Tremaine"; "LB"; 121; 0.19
13699; "Evans, Rashaan"; "LB"; 70; 0.03
13700; "Landry, Harold"; "LB"; 144; 0.36
13702; "Jewell, Josey"; "LB"; 18; 0.02
13706; "Baker, Jerome"; "LB"; 127; 0.24
13707; "Ward, Denzel"; "DB"; 87; -0.03
13713; "Fitzpatrick, Minkah"; "DB"; 155; 0.33
13714; "James, Derwin"; "DB"; 200; 0.73
13715; "Harrison, Ronnie"; "DB"; 112; 0.08
13716; "Edmunds, Terrell"; "DB"; 119; 0.13
13717; "Reid, Justin"; "DB"; 95; 0.05
13718; "Carlson, Daniel"; "PK"; 118.95; 0.28
13722; "Jarwin, Blake"; "TE"; 31; -0.04
13723; "Payne, Da'Ron"; "DL"; 68; -0.03
13726; "Edmonds, Chase"; "RB"; 99.1; 0.14
13727; "Vander Esch, Leighton"; "LB"; 87; -0.04
