season,player_id,player_name,pos,points,war
2020,13319,"Jones, Aaron",RB,169.5,0.8
2020,14927,"Chinn, Jeremy",DB,172.9,0.8
2020,13589,"Allen, Josh",QB,271.42,0.78
2020,14803,"Edwards-Helaire, Clyde",RB,152.6,0.78
2020,14896,"Queen, Patrick",LB,157,0.78
2020,12647,"Fuller, Will",WR,189.6,0.76
2020,12930,"Anderson, Robby",WR,179.5,0.76
2020,10816,"Davis, Demario",LB,152,0.72
2020,12745,"Jones, Deion",LB,153,0.72
2020,13622,"Hines, Nyheim",RB,148.53,0.72
2020,13251,"Baker, Budda",DB,172,0.7
2020,13737,"Bates, Jessie",DB,165,0.7
2020,13743,"Warner, Fred",LB,151,0.7
2020,7836,"Rodgers, Aaron",QB,265.4,0.68
2020,13813,"Oluokun, Foyesade",LB,157,0.68
2020,14109,"McLaurin, Terry",WR,185.3,0.68
2020,11671,"Evans, Mike",WR,175.3,0.66
2020,11678,"Robinson, Allen",WR,183.8,0.66
2020,12287,"Hicks, Jordan",LB,149,0.66
2020,12774,"Goodson, B.J.",LB,149,0.66
2020,13130,"McCaffrey, Christian",RB,90.4,0.66
2020,13733,"Leonard, Darius",LB,158,0.66
2020,11228,"Woods, Robert",WR,181.4,0.64
2020,13113,"Watson, Deshaun",QB,262.34,0.64
2020,14836,"Jefferson, Justin",WR,181.8,0.64
2020,11938,"Thielen, Adam",WR,183.1,0.62
2020,13304,"Brown, Jayon",LB,151,0.62
2020,13726,"Edmonds, Chase",RB,139.73,0.6
2020,13629,"Ridley, Calvin",WR,179.1,0.58
2020,13697,"Edmunds, Tremaine",LB,147,0.58
2020,12175,"Cooper, Amari",WR,176.9,0.56
2020,12767,"Simmons, Justin",DB,156,0.56
2020,13706,"Baker, Jerome",LB,141,0.56
2020,12263,"Waller, Darren",TE,147.2,0.54
2020,12150,"Gurley, Todd",RB,139.2,0.52
2020,11375,"Klein, A.J.",LB,137,0.5
2020,12630,"Drake, Kenyan",RB,136.3,0.5
2020,12779,"Campbell, De'Vondre",LB,137,0.5
2020,13702,"Jewell, Josey",LB,137,0.5
2020,14071,"Montgomery, David",RB,136.7,0.5
2020,10350,"Wright, K.J.",LB,136,0.48
2020,13146,"Conner, James",RB,134,0.48
2020,12702,"Jack, Myles",LB,135,0.46
2020,12718,"Bell, Vonn",DB,150,0.46
2020,13392,"Adams, Tyrell",LB,117,0.46
2020,13635,"Moore, D.J.",WR,168.5,0.46
2020,14171,"Burns, Brian",DL,111,0.44
2020,10879,"Trevathan, Danny",LB,132,0.42
2020,11316,"Ryan, Logan",DB,147,0.42
2020,12650,"Boyd, Tyler",WR,166.94,0.42
2020,13364,"Carson, Chris",RB,118.9,0.42
2020,13610,"Chubb, Nick",RB,117.8,0.42
2020,14104,"Brown, A.J.",WR,159.06,0.42
2020,14797,"Swift, D'Andre",RB,127.6,0.42
2020,14841,"Claypool, Chase",WR,167.3,0.42
2020,13403,"Koo, Younghoe",PK,117.1,0.4
2020,13779,"Kiser, Micah",LB,130,0.4
2020,13214,"Watt, T.J.",LB,129,0.38
2020,10272,"Watt, J.J.",DL,111,0.36
2020,13131,"Mixon, Joe",RB,100.6,0.36
2020,13274,"Johnson, John",DB,142,0.36
2020,14779,"Herbert, Justin",QB,219.85999999999999,0.36
2020,14802,"Taylor, Jonathan",RB,123.5,0.36
2020,11299,"Bostic, Jon",LB,126,0.34
2020,12151,"Gordon, Melvin",RB,122.1,0.34
2020,12620,"Prescott, Dak",QB,142.64,0.34
2020,13156,"Smith-Schuster, JuJu",WR,161.2,0.34
2020,13198,"Garrett, Myles",DL,110,0.34
2020,13404,"Ekeler, Austin",RB,86.1,0.34
2020,13426,"Morrow, Nicholas",LB,126,0.34
2020,5848,"Brady, Tom",QB,250.7,0.32
2020,14079,"Sanders, Miles",RB,111.3,0.32
2020,11757,"Donald, Aaron",DL,107,0.3
2020,12301,"Smith, Za'Darius",LB,123,0.3
2020,12778,"Kwiatkoski, Nick",LB,119,0.3
2020,12956,"Lutz, Wil",PK,109.25,0.3
2020,13164,"Kupp, Cooper",WR,159.05,0.3
2020,13322,"Clark, Chuck",DB,139,0.3
2020,13717,"Reid, Justin",DB,138,0.3
2020,13762,"White, Kyzir",LB,104,0.3
2020,11761,"McKinnon, Jerick",RB,118.73,0.28
2020,12447,"Mostert, Raheem",RB,79.6,0.28
2020,12691,"Ogbah, Emmanuel",DL,106,0.28
2020,13230,"Adams, Jamal",DB,111,0.28
2020,13299,"Kittle, George",TE,98.1,0.28
2020,14081,"Gaskin, Myles",RB,99.5,0.28
2020,14138,"Hockenson, T.J.",TE,130,0.28
2020,9826,"Graham, Brandon",DL,105,0.26
2020,14412,"Singleton, Alex",LB,78,0.26
2020,9430,"Jenkins, Malcolm",DB,135,0.24
2020,10271,"Jones, Julio",WR,130.7,0.24
2020,10976,"Tucker, Justin",PK,104.15,0.24
2020,11772,"Kirksey, Christian",LB,88,0.24
2020,12075,"Barrett, Shaq",LB,121,0.24
2020,12275,"Rowe, Eric",DB,134,0.24
2020,12752,"Byard, Kevin",DB,134,0.24
2020,13229,"Jackson, Eddie",DB,135,0.24
2020,13231,"Peppers, Jabrill",DB,129.5,0.24
2020,13832,"Sanders, Jason",PK,80.3,0.24
2020,13987,"Spillane, Robert",LB,87,0.24
2020,14832,"Lamb, CeeDee",WR,155.1,0.24
2020,13139,"Williams, Jamaal",RB,111.1,0.22
2020,13223,"Humphrey, Marlon",DB,94,0.22
2020,13321,"Gerry, Nate",LB,94,0.22
2020,13775,"Bentley, Ja'Whaun",LB,109,0.22
2020,14983,"Bass, Tyler",PK,31.5,0.22
2020,11324,"Vaccaro, Kenny",DB,126,0.2
2020,11956,"Sorensen, Daniel",DB,65,0.2
2020,12171,"Johnson, David",RB,95.89999999999999,0.2
2020,12736,"Neal, Keanu",DB,126,0.2
2020,13427,"Tonyan, Robert",TE,124.8,0.2
2020,13671,"Andrews, Mark",TE,119.4,0.2
2020,13713,"Fitzpatrick, Minkah",DB,132,0.2
2020,14600,"Slye, Joey",PK,103.95,0.2
2020,11182,"Burkhead, Rex",RB,107.6,0.18
2020,11723,"Van Noy, Kyle",LB,110,0.18
2020,11816,"Williamson, Avery",LB,111,0.18
2020,12088,"Phillips, Adrian",DB,131,0.18
2020,12272,"McKinney, Benardrick",LB,58,0.18
2020,12437,"Myers, Jason",PK,100,0.18
2020,13108,"McKissic, J.D.",RB,106.2,0.18
2020,13163,"Godwin, Chris",WR,123.2,0.18
2020,13306,"Walker, Anthony",LB,115,0.18
2020,13700,"Landry, Harold",LB,115,0.18
2020,14157,"Williams, Quinnen",DL,95,0.18
2020,14208,"Johnson, Diontae",WR,142.82,0.18
2020,14247,"Greenlaw, Dre",LB,105,0.18
2020,9686,"Succop, Ryan",PK,89.3,0.16
2020,11707,"Tuitt, Stephon",DL,93,0.16
2020,14184,"Abram, Johnathan",DB,122,0.16
2020,14218,"Okereke, Bobby",LB,108,0.16
2020,14811,"Ahmed, Salvon",RB,28.4,0.16
2020,9694,"Gano, Graham",PK,25.700000000000003,0.14
2020,10274,"Smith, Aldon",DL,97,0.14
2020,11017,"McLeod, Rodney",DB,128,0.14
2020,11403,"Williams, Vince",LB,112,0.14
2020,11769,"Lawrence, Demarcus",DL,97,0.14
2020,12686,"Bosa, Joey",DL,86,0.14
2020,13157,"Samuel, Curtis",WR,147.4,0.14
2020,13699,"Evans, Rashaan",LB,113,0.14
2020,15001,"Curl, Kamren",DB,46,0.14
2020,10973,"Beasley, Cole",WR,146.5,0.12
2020,11193,"Bernard, Giovani",RB,107.54,0.12
2020,11390,"Murray, Latavius",RB,107.3,0.12
2020,12742,"Howard, Xavien",DB,15,0.12
2020,14087,"Henderson, Darrell",RB,106.9,0.12
2020,14835,"Higgins, Tee",WR,147.1,0.12
2020,14840,"Aiyuk, Brandon",WR,115.7,0.12
2020,14889,"Murray, Kenneth",LB,111,0.12
2020,10868,"Zuerlein, Greg",PK,95.15,0.1
2020,13347,"Gonzalez, Zane",PK,95.65,0.1
2020,13718,"Carlson, Daniel",PK,84.4,0.1
2020,14164,"Jones, Dre'Mont",DL,23,0.1
2020,15029,"Crowder, Tae",LB,38,0.1
2020,10292,"Jordan, Cameron",DL,93,0.08
2020,10697,"Tannehill, Ryan",QB,223.52,0.08
2020,12184,"Crowder, Jamison",WR,98.84,0.08
2020,12252,"Harris, Anthony",DB,123,0.08
2020,12676,"Henry, Hunter",TE,116.2,0.08
2020,13153,"Davis, Corey",WR,121.9,0.08
2020,13264,"Jones, Josh",DB,85,0.08
2020,13593,"Jackson, Lamar",QB,206.42,0.08
2020,13674,"Goedert, Dallas",TE,81.8,0.08
2020,13727,"Vander Esch, Leighton",LB,77,0.08
2020,14163,"Simmons, Jeffery",DL,87,0.08
2020,14226,"Willis, Khari",DB,123,0.08
2020,14322,"Edwards, T.J.",LB,85,0.08
2020,14909,"Winfield, Antoine",DB,132,0.08
2020,14912,"Blankenship, Rodrigo",PK,80.3,0.08
2020,10823,"Hicks, Akiem",DL,84,0.06
2020,11674,"Cooks, Brandin",WR,141.9,0.06
2020,11936,"Boswell, Chris",PK,47.9,0.06
2020,12250,"Collins, Landon",DB,82,0.06
2020,12938,"Poole, Brian",DB,38,0.06
2020,13135,"Gallman, Wayne",RB,96.1,0.06
2020,13252,"Maye, Marcus",DB,122,0.06
2020,13288,"Jenkins, Rayshawn",DB,49,0.06
2020,13470,"Moore, Kenny",DB,71,0.06
2020,13774,"Reed, D.J.",DB,24.93,0.06
2020,14283,"Wilson, Donovan",DB,83,0.06
2020,8930,"Prater, Matt",PK,68.15,0.04
2020,9051,"Campbell, Calais",DL,67,0.04
2020,10335,"Casey, Jurrell",DL,27,0.04
2020,11795,"Hitchens, Anthony",LB,105,0.04
2020,11965,"Butler, Malcolm",DB,70,0.04
2020,12233,"Alexander, Kwon",LB,79,0.04
2020,12317,"Uzomah, C.J.",TE,22.7,0.04
2020,12688,"Buckner, DeForest",DL,83,0.04
2020,12860,"Fairbairn, Ka'imi",PK,70.35,0.04
2020,13632,"Lazard, Allen",WR,68.2,0.04
2020,13668,"Chark, D.J.",WR,118.4,0.04
2020,13707,"Ward, Denzel",DB,111,0.04
2020,14080,"Singletary, Devin",RB,102,0.04
2020,14170,"Bush, Devin",LB,52,0.04
2020,10653,"Bynes, Josh",LB,104,0.02
2020,10862,"Bullock, Randy",PK,66.05,0.02
2020,11283,"Richardson, Sheldon",DL,88,0.02
2020,11657,"Hyde, Carlos",RB,56.300000000000004,0.02
2020,11721,"Mack, Khalil",LB,104,0.02
2020,11947,"McManus, Brandon",PK,82.65,0.02
2020,12176,"Parker, DeVante",WR,140.2,0.02
2020,12417,"Lambo, Josh",PK,18.1,0.02
2020,12716,"Mills, Jalen",DB,120,0.02
2020,12750,"Bradberry, James",DB,67,0.02
2020,12985,"Littleton, Cory",LB,87,0.02
2020,13193,"Smith, Jonnu",TE,111.89999999999999,0.02
2020,13277,"Golladay, Kenny",WR,65.8,0.02
2020,13307,"Milano, Matt",LB,48,0.02
2020,13772,"Schultz, Dalton",TE,102.10000000000001,0.02
2020,13938,"Greene, Raven",DB,66,0.02
2020,14075,"Harris, Damien",RB,64.8,0.02
2020,14136,"Samuel, Deebo",WR,66.2,0.02
2020,14148,"Sweat, Montez",DL,89,0.02
2020,14260,"Holcomb, Cole",LB,69,0.02
2020,15082,"Barnes, Krys",LB,67,0.02
2020,11313,"Mathieu, Tyrann",DB,118,-0
2020,11679,"Beckham, Odell",WR,86.82,-0
2020,11747,"White, James",RB,81.4,0
2020,13129,"Fournette, Leonard",RB,90.2,0
2020,13621,"Ballage, Kalen",RB,36.1,0
2020,14017,"Wilson, Jeffery",RB,62.8,-0
2020,14067,"Minshew, Gardner",QB,139.4,0
2020,14127,"Meyers, Jakobi",WR,75.56,0
2020,14210,"Pratt, Germaine",LB,103,0
2020,14224,"Gardner-Johnson, Chauncey",DB,118,-0
2020,14557,"Hall, Terez",LB,19,0
2020,14798,"Moss, Zack",RB,71,-0
2020,14902,"Okudah, Jeff",DB,96,-0
2020,8153,"Gould, Robbie",PK,86.95,-0.02
2020,10815,"Vernon, Olivier",DL,70,-0.02
2020,12222,"Flowers, Trey",DL,53,-0.02
2020,12302,"Wilson, Damien",LB,102,-0.02
2020,12386,"Brown, Malcolm",RB,97.1,-0.02
2020,12658,"Shepard, Sterling",WR,85.7,-0.02
2020,12987,"Hyder, Kerry",DL,69,-0.02
2020,13188,"Howard, O.J.",TE,37.6,-0.02
2020,13234,"Mack, Marlon",RB,8.6,-0.02
2020,13354,"Butker, Harrison",PK,87.4,-0.02
2020,13377,"Patrick, Tim",WR,84.7,-0.02
2020,13684,"Hubbard, Sam",DL,61,-0.02
2020,13764,"Johnson, Taron",DB,30,-0.02
2020,14384,"Reed, Malik",LB,43,-0.02
2020,14435,"Bonnafon, Reggie",RB,16.7,-0.02
2020,14991,"Fuller, Jordan",DB,62,-0.02
2020,10762,"Cox, Fletcher",DL,59,-0.04
2020,10783,"Smith, Harrison",DB,115,-0.04
2020,11705,"Burton, Trey",TE,74.6,-0.04
2020,11802,"Boston, Tre",DB,127,-0.04
2020,12544,"Everett, Deshazor",DB,29,-0.04
2020,12741,"Jones, Chris",DL,75,-0.04
2020,12772,"Murray, Eric",DB,19,-0.04
2020,13224,"Lattimore, Marshon",DB,92,-0.04
2020,13604,"Barkley, Saquon",RB,15.399999999999999,-0.04
2020,13633,"Kirk, Christian",WR,122.65,-0.04
2020,13945,"Hill, Holton",DB,19,-0.04
2020,13980,"Badgley, Mike",PK,50.5,-0.04
2020,14137,"Fant, Noah",TE,97.5,-0.04
2020,14800,"Dobbins, J.K.",RB,85.3,-0.04
2020,14877,"Young, Chase",DL,75,-0.04
2020,14903,"Diggs, Trevon",DB,29,-0.04
2020,8062,"Fitzpatrick, Ryan",QB,150.46,-0.06
2020,8742,"Crosby, Mason",PK,49.6,-0.06
2020,10465,"Smith, Malcolm",LB,77,-0.06
2020,11491,"Mayowa, Benson",DL,6,-0.06
2020,11695,"Ebron, Eric",TE,106.3,-0.06
2020,11872,"Harris, Shelby",DL,24,-0.06
2020,12797,"Ioannidis, Matt",DL,18,-0.06
2020,13208,"Allen, Jonathan",DL,83,-0.06
2020,13245,"Reddick, Haason",LB,98,-0.06
2020,13414,"Hilton, Mike",DB,45,-0.06
2020,13620,"Jackson, Justin",RB,46.6,-0.06
2020,13710,"Davis, Carlton",DB,37,-0.06
2020,13806,"Elliott, DeShon",DB,37,-0.06
2020,14147,"Bosa, Nick",DL,12,-0.06
2020,14162,"Wilkins, Christian",DL,18,-0.06
2020,14268,"Long, David",LB,7,-0.06
2020,14906,"Arnette, Damon",DB,26,-0.06
2020,10779,"Jenkins, Janoris",DB,76,-0.08
2020,11247,"Ertz, Zach",TE,49.8,-0.08
2020,11517,"McDougald, Bradley",DB,66,-0.08
2020,11660,"Freeman, Devonta",RB,36,-0.08
2020,12628,"Collins, Alex",RB,12.2,-0.08
2020,12639,"Ervin, Tyler",RB,12.649999999999999,-0.08
2020,12802,"Reader, D.J.",DL,11,-0.08
2020,12948,"Okwara, Romeo",DL,22,-0.08
2020,13607,"Michel, Sony",RB,27.599999999999998,-0.08
2020,13630,"Sutton, Courtland",WR,9.6,-0.08
2020,14197,"Savage, Darnell",DB,99,-0.08
2020,14198,"Ya-Sin, Rock",DB,53,-0.08
2020,14202,"Blair, Marquise",DB,16,-0.08
2020,14963,"Thomas, Daniel",DB,8,-0.08
2020,4925,"Brees, Drew",QB,166.94,-0.1
2020,8359,"Gostkowski, Stephen",PK,42.55,-0.1
2020,10766,"Irvin, Bruce",DL,9,-0.1
2020,11248,"Reed, Jordan",TE,47.8,-0.1
2020,11670,"Watkins, Sammy",WR,62.3,-0.1
2020,11711,"Ford, Dee",DL,4,-0.1
2020,11720,"Barr, Anthony",LB,12,-0.1
2020,12197,"Perriman, Breshad",WR,75.2,-0.1
2020,12215,"Gregory, Randy",DL,27,-0.1
2020,12234,"Dupree, Bud",LB,96,-0.1
2020,12610,"Wentz, Carson",QB,212.44,-0.1
2020,12831,"Roberts, Elandon",LB,52,-0.1
2020,13189,"Engram, Evan",TE,104.7,-0.1
2020,13290,"Cohen, Tarik",RB,17.5,-0.1
2020,13680,"Hurst, Hayden",TE,104.9,-0.1
2020,13755,"Holmes, Jalyn",DL,26,-0.1
2020,14873,"Okwuegbunam, Albert",TE,29.1,-0.1
2020,14905,"Henderson, CJ",DB,62,-0.1
2020,9064,"Flacco, Joe",QB,15.4,-0.12
2020,9820,"Haden, Joe",DB,6,-0.12
2020,9853,"Hughes, Jerry",DL,79,-0.12
2020,9988,"Brown, Antonio",WR,36.7,-0.12
2020,11382,"Hyde, Micah",DB,97.09,-0.12
2020,11801,"Desir, Pierre",DB,6,-0.12
2020,12153,"Yeldon, T.J.",RB,16.2,-0.12
2020,12157,"Johnson, Duke",RB,68.3,-0.12
2020,12225,"Williams, Leonard",DL,68,-0.12
2020,12245,"Peters, Marcus",DB,6,-0.12
2020,12274,"Tartt, Jaquiski",DB,59,-0.12
2020,12652,"Thomas, Michael",WR,48,-0.12
2020,13201,"Barnett, Derek",DL,68,-0.12
2020,13249,"White, Tre'Davious",DB,59,-0.12
2020,13716,"Edmunds, Terrell",DB,110,-0.12
2020,14186,"Rapp, Taylor",DB,84,-0.12
2020,14265,"Fulgham, Travis",WR,58.800000000000004,-0.12
2020,14947,"Wonnum, D.J.",DL,7,-0.12
2020,14976,"Martin, Kamal",LB,31,-0.12
2020,7401,"Roethlisberger, Ben",QB,209.29999999999998,-0.14
2020,9662,"Edelman, Julian",WR,56.22,-0.14
2020,9861,"Jackson, Kareem",DB,95,-0.14
2020,9875,"Alualu, Tyson",DL,6,-0.14
2020,9925,"Graham, Jimmy",TE,101.4,-0.14
2020,10506,"Bailey, Dan",PK,6.6,-0.14
2020,12308,"Amos, Adrian",DB,27,-0.14
2020,12505,"Humphries, Adam",WR,55.9,-0.14
2020,12634,"Howard, Jordan",RB,28,-0.14
2020,12857,"Washington, DeAndre",RB,8.2,-0.14
2020,13228,"Hooker, Malik",DB,12,-0.14
2020,13232,"King, Desmond",DB,5.35,-0.14
2020,13260,"Tomlinson, Dalvin",DL,29,-0.14
2020,13703,"Carter, Lorenzo",LB,21,-0.14
2020,13747,"Walker, Tracy",DB,94,-0.14
2020,13829,"Downs, Devante",LB,9,-0.14
2020,14846,"Mims, Denzel",WR,45.4,-0.14
2020,8658,"Peterson, Adrian",RB,87.2,-0.16
2020,9918,"Sanders, Emmanuel",WR,95.7,-0.16
2020,10708,"Miller, Lamar",RB,2.6,-0.16
2020,10989,"Fort, L.J.",LB,53,-0.16
2020,11010,"Gipson, Tashaun",DB,55,-0.16
2020,11192,"Bell, Le'Veon",RB,42.1,-0.16
2020,11706,"Clowney, Jadeveon",DL,44,-0.16
2020,11783,"Brown, John",WR,79.6,-0.16
2020,12152,"Coleman, Tevin",RB,11.4,-0.16
2020,12734,"Floyd, Leonard",LB,91,-0.16
2020,12739,"Clark, Kenny",DL,43,-0.16
2020,13085,"Fox, Morgan",DL,8,-0.16
2020,13207,"Willis, Jordan",DL,20,-0.16
2020,13412,"Cole, Keelan",WR,127.65,-0.16
2020,13614,"Lindsay, Phillip",RB,50.8,-0.16
2020,13681,"Chubb, Bradley",LB,92,-0.16
2020,13690,"Sweat, Josh",DL,65,-0.16
2020,13760,"Whitehead, Jordan",DB,92,-0.16
2020,13814,"Scott, Boston",RB,88.36,-0.16
2020,13863,"Pringle, Byron",WR,6.6,-0.16
2020,14065,"Rypien, Brett",QB,14.18,-0.16
2020,14112,"Campbell, Parris",WR,14.7,-0.16
2020,14827,"Taylor, J.J.",RB,6.819999999999999,-0.16
2020,14960,"Robinson, Alton",DL,8,-0.16
2020,9075,"Jackson, DeSean",WR,29.8,-0.18
2020,9815,"Suh, Ndamukong",DL,33,-0.18
2020,10266,"Heyward, Cameron",DL,75,-0.18
2020,10273,"Newton, Cam",QB,182.66,-0.18
2020,10753,"Jones, Chandler",LB,23,-0.18
2020,10789,"Gilmore, Stephon",DB,64,-0.18
2020,11293,"Ogletree, Alec",LB,6,-0.18
2020,12083,"Autry, Denico",DL,1,-0.18
2020,12795,"Judon, Matt",LB,52,-0.18
2020,12828,"Grugier-Hill, Kamu",LB,16,-0.18
2020,13133,"Perine, Samaje",RB,1.59,-0.18
2020,13154,"Williams, Mike",WR,109,-0.18
2020,13205,"McKinley, Takkarist",DL,7,-0.18
2020,13220,"Riley, Duke",LB,23,-0.18
2020,13284,"Hendrickson, Trey",DL,51,-0.18
2020,13688,"Davenport, Marcus",DL,32,-0.18
2020,13730,"Alexander, Jaire",DB,90,-0.18
2020,13816,"Cannon, Trenton",RB,4.53,-0.18
2020,13988,"Dwelley, Ross",TE,13.3,-0.18
2020,14204,"Banogu, Ben",DL,1,-0.18
2020,14235,"Tranquill, Drue",LB,2,-0.18
2020,14777,"Burrow, Joe",QB,182.72,-0.18
2020,14815,"Dallas, DeeJay",RB,49.3,-0.18
2020,14821,"Hasty, JaMycal",RB,29.11,-0.18
2020,9866,"Lee, Sean",LB,9,-0.2
2020,9904,"Joseph, Linval",DL,38,-0.2
2020,10276,"Ingram, Mark",RB,45.1,-0.2
2020,10700,"Cousins, Kirk",QB,204.42000000000002,-0.2
2020,12305,"Jarrett, Grady",DL,73,-0.2
2020,12525,"Thomas, Joe",LB,60,-0.2
2020,12763,"Fackrell, Kyler",LB,30,-0.2
2020,13066,"Raymond, Kalif",WR,18.3,-0.2
2020,13115,"Trubisky, Mitchell",QB,74.18,-0.2
2020,13134,"Foreman, D'Onta",RB,13.3,-0.2
2020,13416,"Walker, P.J.",QB,12.12,-0.2
2020,13505,"Hall, Marvin",WR,28.49,-0.2
2020,13662,"Coutee, Keke",WR,17.8,-0.2
2020,13722,"Jarwin, Blake",TE,2.2,-0.2
2020,13753,"Akins, Jordan",TE,55.9,-0.2
2020,13849,"Nall, Ryan",RB,3.04,-0.2
2020,14058,"Haskins, Dwayne",QB,57.56,-0.2
2020,14074,"Williams, Dexter",RB,0.8,-0.2
2020,14126,"Williams, Preston",WR,74.8,-0.2
2020,14176,"Winovich, Chase",DL,73,-0.2
2020,14472,"Dodson, Tyrel",LB,14,-0.2
2020,14839,"Reagor, Jalen",WR,50.099999999999994,-0.2
2020,14879,"Epenesa, A.J.",DL,6,-0.2
2020,10269,"Quinn, Robert",LB,2,-0.22
2020,10738,"Jones, Marvin",WR,123.3,-0.22
2020,11186,"Thompson, Chris",RB,42.6,-0.22
2020,11267,"Ansah, Ezekiel",DL,0,-0.22
2020,12677,"Hooper, Austin",TE,66.2,-0.22
2020,12678,"Higbee, Tyler",TE,80.2,-0.22
2020,12929,"Pope, Troymaine",RB,5.12,-0.22
2020,13387,"Johnson, Marcus",WR,9.3,-0.22
2020,13778,"Flowers, Tre",DB,2,-0.22
2020,13998,"Moseley, Emmanuel",DB,2,-0.22
2020,14097,"Ollison, Qadree",RB,0,-0.22
2020,14159,"Lawrence, Dexter",DL,46,-0.22
2020,14185,"Adderley, Nasir",DB,103,-0.22
2020,14808,"Evans, Darrynton",RB,2.1,-0.22
2020,14830,"Bellamy, LeVante",RB,0,-0.22
2020,14939,"Keene, Dalton",TE,1.8,-0.22
2020,15021,"Calais, Raymond",RB,2.1,-0.22
2020,15022,"Perry, Malcolm",RB,1.8,-0.22
2020,15042,"Ward, Jonathan",RB,0,-0.22
2020,10749,"Ingram, Melvin",DL,23,-0.24
2020,10754,"Mercilus, Whitney",LB,0,-0.24
2020,11632,"Compton, Will",LB,9,-0.24
2020,11805,"Pierre-Louis, Kevin",LB,55,-0.24
2020,13246,"Alie-Cox, Mo",TE,63.800000000000004,-0.24
2020,13329,"Vallejo, Tanner",LB,0,-0.24
2020,13611,"Adams, Josh",RB,0.1,-0.24
2020,13724,"James, Richie",WR,8.5,-0.24
2020,13735,"Turay, Kemoko",DL,0,-0.24
2020,13836,"Smith, Andre",LB,0,-0.24
2020,13850,"Edwards, Gus",RB,67.1,-0.24
2020,14028,"Neal, Ryan",DB,43,-0.24
2020,14096,"Ozigbo, Devine",RB,3.5,-0.24
2020,14212,"Takitaki, Sione",LB,70,-0.24
2020,14331,"Johnson, D'Ernest",RB,7.1,-0.24
2020,14495,"Gifford, Luke",LB,0,-0.24
2020,14558,"Harris, Deonte",WR,57.260000000000005,-0.24
2020,14612,"Laird, Patrick",RB,6.6,-0.24
2020,14941,"Taylor, Davion",LB,0,-0.24
2020,7826,"Davis, Thomas",LB,12,-0.26
2020,9099,"Ryan, Matt",QB,200.82,-0.26
2020,9825,"Dunlap, Carlos",DL,70,-0.26
2020,9902,"Gronkowski, Rob",TE,111.5,-0.26
2020,11640,"Bridgewater, Teddy",QB,200.56,-0.26
2020,11680,"Landry, Jarvis",WR,120.34,-0.26
2020,12261,"Montgomery, Ty",RB,4.1,-0.26
2020,12328,"Boyle, Nick",TE,27.3,-0.26
2020,12589,"Hill, Troy",DB,1,-0.26
2020,12717,"Joseph, Karl",DB,67,-0.26
2020,12756,"Ngakoue, Yannick",DL,69,-0.26
2020,13382,"Seals-Jones, Ricky",TE,0,-0.26
2020,13672,"Gesicki, Mike",TE,92.9,-0.26
2020,13768,"Smith, Ito",RB,11.9,-0.26
2020,13882,"Kirkwood, Keith",WR,2.3,-0.26
2020,13895,"Sims, Cam",WR,13.4,-0.26
2020,14076,"Williams, Trayveon",RB,2.1,-0.26
2020,14167,"Allen, Josh",DL,32,-0.26
2020,14195,"Warring, Kahale",TE,0,-0.26
2020,14793,"Luton, Jake",QB,34.26,-0.26
2020,14807,"Kelley, Joshua",RB,80.10000000000001,-0.26
2020,14842,"Pittman, Michael",WR,67.1,-0.26
2020,14871,"Parkinson, Colby",TE,0,-0.26
