season,player_id,player_name,pos,points,war
2016,10261,"Green, A.J.",WR,186.4,0.62
2016,10729,"Hilton, T.Y.",WR,184.6,0.6
2016,10772,"Burfict, Vontaze",LB,153,0.6
2016,12634,"Howard, Jordan",RB,139.8,0.6
2016,12652,"Thomas, Michael",WR,183.9,0.6
2016,11675,"Adams, Davante",WR,182.6,0.58
2016,11775,"Brown, Preston",LB,149,0.58
2016,12157,"Johnson, Duke",RB,124.27,0.58
2016,12184,"Crowder, Jamison",WR,181.5,0.56
2016,8416,"Walker, Delanie",TE,151,0.54
2016,9877,"Ward, T.J.",DB,162,0.54
2016,10267,"Miller, Von",LB,146,0.54
2016,11657,"Hyde, Carlos",RB,135.4,0.54
2016,12175,"Cooper, Amari",WR,180.2,0.54
2016,11012,"Robertson, Craig",LB,148,0.52
2016,11248,"Reed, Jordan",TE,152,0.52
2016,11654,"Hill, Jeremy",RB,127.7,0.5
2016,2842,"Vinatieri, Adam",PK,109.5,0.48
2016,11767,"Bucannon, Deone",LB,142,0.48
2016,12745,"Jones, Deion",LB,142,0.46
2016,7942,"Sproles, Darren",RB,123.87,0.44
2016,8275,"Jackson, D'Qwell",LB,140,0.44
2016,11045,"Harrison, Damon",DL,116,0.44
2016,11327,"Jefferson, Tony",DB,155,0.44
2016,11945,"Santos, Cairo",PK,106.6,0.44
2016,12152,"Coleman, Tevin",RB,120.7,0.44
2016,9925,"Graham, Jimmy",TE,143.6,0.42
2016,10527,"Baldwin, Doug",WR,171.9,0.42
2016,10783,"Smith, Harrison",DB,154,0.42
2016,11193,"Bernard, Giovani",RB,123.3,0.42
2016,11244,"Kelce, Travis",TE,144,0.42
2016,8448,"Bethea, Antoine",DB,153,0.4
2016,10506,"Bailey, Dan",PK,104.3,0.4
2016,10827,"Bradham, Nigel",LB,137,0.4
2016,11347,"Cyprien, Johnathan",DB,153,0.4
2016,11387,"Hopkins, Dustin",PK,103.3,0.4
2016,12239,"Kendricks, Eric",LB,137,0.4
2016,9427,"Crabtree, Michael",WR,169.1,0.38
2016,9825,"Dunlap, Carlos",DL,111,0.36
2016,9918,"Sanders, Emmanuel",WR,168,0.36
2016,10465,"Smith, Malcolm",LB,133,0.36
2016,11179,"Michael, Christine",RB,117.9,0.36
2016,11231,"Wilson, Marquess",WR,26.5,0.36
2016,11947,"McManus, Brandon",PK,101.2,0.36
2016,12186,"Diggs, Stefon",WR,156.95,0.36
2016,12287,"Hicks, Jordan",LB,135,0.36
2016,10879,"Trevathan, Danny",LB,127,0.34
2016,11454,"Anderson, C.J.",RB,102.5,0.34
2016,12620,"Prescott, Dak",QB,228.4,0.34
2016,12736,"Neal, Keanu",DB,140,0.34
2016,9815,"Suh, Ndamukong",DL,108,0.32
2016,9840,"Bowman, Navorro",LB,74,0.32
2016,10277,"Houston, Justin",LB,41,0.32
2016,11517,"McDougald, Bradley",DB,148,0.32
2016,11747,"White, James",RB,115.7,0.32
2016,9041,"Avril, Cliff",DL,106,0.3
2016,9884,"Thomas, Demaryius",WR,163.8,0.3
2016,10857,"Toomer, Korey",LB,40,0.3
2016,12417,"Lambo, Josh",PK,96.7,0.3
2016,12805,"Brown, Jatavis",LB,86,0.3
2016,9851,"Mathews, Ryan",RB,111.1,0.28
2016,10700,"Cousins, Kirk",QB,224.5,0.28
2016,10815,"Vernon, Olivier",DL,105,0.28
2016,11674,"Cooks, Brandin",WR,163.3,0.28
2016,11722,"Shazier, Ryan",LB,114,0.28
2016,12760,"Worley, Daryl",DB,41,0.28
2016,12801,"Hill, Tyreek",WR,147.62,0.28
2016,5848,"Brady, Tom",QB,164.94,0.26
2016,10695,"Luck, Andrew",QB,210.68,0.26
2016,11017,"McLeod, Rodney",DB,144,0.26
2016,7423,"Dansby, Karlos",LB,127,0.24
2016,11746,"West, Terrance",RB,110.4,0.24
2016,12391,"Williams, Tyrell",WR,160,0.24
2016,5666,"Janikowski, Sebastian",PK,91.4,0.22
2016,6789,"Bryant, Matt",PK,77.5,0.22
2016,7401,"Roethlisberger, Ben",QB,207,0.22
2016,9101,"Stewart, Jonathan",RB,95.10000000000001,0.22
2016,9525,"Wallace, Mike",WR,159.3,0.22
2016,9864,"Burnett, Morgan",DB,135,0.22
2016,9966,"Jones, Reshad",DB,96,0.22
2016,10265,"Dareus, Marcell",DL,43,0.22
2016,10300,"Rodgers, Jacquizz",RB,32.1,0.22
2016,10344,"Conte, Chris",DB,141,0.22
2016,10514,"Bellore, Nick",LB,89,0.22
2016,11324,"Vaccaro, Kenny",DB,134,0.22
2016,11975,"Gabriel, Taylor",WR,40.8,0.22
2016,9694,"Gano, Graham",PK,91,0.2
2016,10292,"Jordan, Cameron",DL,100,0.2
2016,11728,"Mosley, C.J.",LB,113,0.2
2016,11757,"Donald, Aaron",DL,100,0.2
2016,12225,"Williams, Leonard",DL,100,0.2
2016,10768,"David, Lavonte",LB,122,0.18
2016,11644,"Carr, Derek",QB,217.5,0.18
2016,11680,"Landry, Jarvis",WR,156.4,0.18
2016,8742,"Crosby, Mason",PK,88.3,0.16
2016,9319,"Hauschka, Steven",PK,88.1,0.16
2016,9467,"Britt, Kenny",WR,155.8,0.16
2016,9611,"Miller, Zach",TE,119.6,0.16
2016,9680,"Jennings, Rashad",RB,87.8,0.16
2016,9742,"Casillas, Jonathan",LB,121,0.16
2016,10339,"Foster, Mason",LB,121,0.16
2016,10816,"Davis, Demario",LB,126,0.16
2016,11186,"Thompson, Chris",RB,104.69,0.16
2016,11384,"Sturgis, Caleb",PK,76.1,0.16
2016,12295,"Geathers, Clayton",DB,120,0.16
2016,9425,"Wake, Cameron",DL,64,0.14
2016,9693,"Woodhead, Danny",RB,27.1,0.14
2016,9904,"Joseph, Linval",DL,96,0.14
2016,9947,"Chancellor, Kam",DB,98,0.14
2016,10273,"Newton, Cam",QB,200.68,0.14
2016,10312,"Rudolph, Kyle",TE,124.8,0.14
2016,10369,"Powell, Bilal",RB,103.5,0.14
2016,10806,"Wolfe, Derek",DL,92,0.14
2016,10973,"Beasley, Cole",WR,153.4,0.14
2016,10998,"Asiata, Matt",RB,93,0.14
2016,11323,"Reid, Eric",DB,127,0.14
2016,12155,"Abdullah, Ameer",RB,26.8,0.14
2016,12162,"Jones, Matt",RB,77.3,0.14
2016,12688,"Buckner, DeForest",DL,91,0.14
2016,8268,"Williams, DeAngelo",RB,75.7,0.12
2016,10074,"Church, Barry",DB,96,0.12
2016,10793,"Hayward, Casey",DB,84,0.12
2016,11642,"Bortles, Blake",QB,213.36,0.12
2016,11656,"Sims, Charles",RB,47.8,0.12
2016,12232,"Ryan, Jake",LB,104,0.12
2016,12245,"Peters, Marcus",DB,125,0.12
2016,12912,"Richard, Jalen",RB,102.05,0.12
2016,9633,"McCourty, Jason",DB,142,0.1
2016,9823,"Bryant, Dez",WR,118,0.1
2016,9826,"Graham, Brandon",DL,93,0.1
2016,9902,"Gronkowski, Rob",TE,97,0.1
2016,10026,"Coleman, Kurt",DB,133,0.1
2016,10303,"Vereen, Shane",RB,34.2,0.1
2016,10408,"Maxwell, Byron",DB,29,0.1
2016,11250,"Eifert, Tyler",TE,64.2,0.1
2016,11673,"Benjamin, Kelvin",WR,150.6,0.1
2016,11951,"Snead, Willie",WR,140.3,0.1
2016,12221,"Hunter, Danielle",DL,93,0.1
2016,12779,"Campbell, De'Vondre",LB,83,0.1
2016,12788,"Martinez, Blake",LB,110,0.1
2016,7150,"Brown, Josh",PK,43.9,0.08
2016,9044,"Bennett, Martellus",TE,121,0.08
2016,10709,"Martin, Doug",RB,52,0.08
2016,11283,"Richardson, Sheldon",DL,86,0.08
2016,11678,"Robinson, Allen",WR,150.1,0.08
2016,12153,"Yeldon, T.J.",RB,99.8,0.08
2016,12627,"Prosise, C.J.",RB,43,0.08
2016,12742,"Howard, Xavien",DB,54,0.08
2016,6997,"Witten, Jason",TE,119.3,0.06
2016,8359,"Gostkowski, Stephen",PK,81.2,0.06
2016,8697,"Harris, David",LB,105,0.06
2016,9835,"Weatherspoon, Sean",LB,24,0.06
2016,10774,"Hightower, Dont'a",LB,98,0.06
2016,10779,"Jenkins, Janoris",DB,130,0.06
2016,10808,"Wilson, Tavon",DB,14,0.06
2016,11315,"Amerson, David",DB,121,0.06
2016,11316,"Ryan, Logan",DB,131,0.06
2016,11695,"Ebron, Eric",TE,92.2,0.06
2016,12140,"Winston, Jameis",QB,210,0.06
2016,12280,"Clark, Frank",DL,78,0.06
2016,4974,"Smith, Steve",WR,121.6,0.04
2016,9051,"Campbell, Calais",DL,89,0.04
2016,9662,"Edelman, Julian",WR,146.65,0.04
2016,9749,"Bennett, Michael",DL,52,0.04
2016,10266,"Heyward, Cameron",DL,61,0.04
2016,10297,"Kaepernick, Colin",QB,135.9,0.04
2016,11353,"Moore, Sio",LB,55,0.04
2016,12238,"Perryman, Denzel",LB,85,0.04
2016,8930,"Prater, Matt",PK,16,0.02
2016,8951,"Alexander, Lorenzo",LB,74,0.02
2016,9816,"Berry, Eric",DB,128,0.02
2016,9819,"McCoy, Gerald",DL,81,0.02
2016,9881,"Decker, Eric",WR,40.4,0.02
2016,10308,"Cobb, Randall",WR,132.6,0.02
2016,10749,"Ingram, Melvin",LB,112,0.02
2016,10753,"Jones, Chandler",LB,112,0.02
2016,11314,"Rhodes, Xavier",DB,48,0.02
2016,11498,"Addae, Jahleel",DB,37,0.02
2016,11605,"Shead, Deshawn",DB,59,0.02
2016,12161,"Artis-Payne, Cameron",RB,28.5,0.02
2016,12887,"Kelley, Rob",RB,80.5,0.02
2016,8144,"Novak, Nick",PK,56,-0
2016,8375,"Williams, Kyle",DL,62,-0
2016,10389,"Lewis, Dion",RB,17.700000000000003,0
2016,10592,"Harris, Chris",DB,126,-0
2016,10750,"Perry, Nick",LB,69,-0
2016,11201,"Lacy, Eddie",RB,42.8,-0
2016,11677,"Moncrief, Donte",WR,79,0
2016,11838,"Gaines, E.J.",DB,47,0
2016,12237,"Wilson, Ramik",LB,30,-0
2016,12686,"Bosa, Joey",DL,55,-0
2016,12735,"Rankins, Sheldon",DL,24,0
2016,12956,"Lutz, Wil",PK,28.4,0
2016,8668,"Nelson, Reggie",DB,125,-0.02
2016,9987,"Starks, James",RB,58.5,-0.02
2016,10903,"Matthews, Rishard",WR,156.9,-0.02
2016,11222,"Allen, Keenan",WR,12.3,-0.02
2016,11265,"Gholston, William",DL,85,-0.02
2016,11292,"Te'o, Manti",LB,28,-0.02
2016,11310,"Minter, Kevin",LB,109,-0.02
2016,11676,"Matthews, Jordan",WR,143.6,-0.02
2016,11735,"Roby, Bradley",DB,11,-0.02
2016,12110,"Brate, Cameron",TE,115.2,-0.02
2016,12222,"Flowers, Trey",DL,14,-0.02
2016,12271,"Goldman, Eddie",DL,22,-0.02
2016,12705,"Lee, Darron",LB,77,-0.02
2016,7394,"Rivers, Philip",QB,203.72,-0.04
2016,9431,"Stafford, Matthew",QB,202.92000000000002,-0.04
2016,9828,"Griffen, Everson",DL,84,-0.04
2016,9861,"Jackson, Kareem",DB,42,-0.04
2016,10067,"Smith, Antone",RB,7.2,-0.04
2016,10077,"Ivory, Chris",RB,72.7,-0.04
2016,11182,"Burkhead, Rex",RB,6.8,-0.04
2016,11711,"Ford, Dee",LB,27,-0.04
2016,11788,"Breeland, Bashaud",DB,99,-0.04
2016,12230,"Beasley, Vic",LB,108,-0.04
2016,12734,"Floyd, Leonard",LB,75,-0.04
2016,6589,"McCown, Josh",QB,16.4,-0.06
2016,7236,"Gates, Antonio",TE,88,-0.06
2016,7398,"Hall, Deangelo",DB,9,-0.06
2016,8677,"Johnson, Charles",DL,18,-0.06
2016,10224,"Rey, Vincent",LB,107,-0.06
2016,10272,"Watt, J.J.",DL,18,-0.06
2016,10314,"Wilkerson, Muhammad",DL,74,-0.06
2016,10530,"Harris, DuJuan",RB,27.5,-0.06
2016,10810,"Johnson, Trumaine",DB,98,-0.06
2016,10823,"Hicks, Akiem",DL,48,-0.06
2016,11428,"Cooper, Marcus",DB,84,-0.06
2016,11886,"Williams, Damien",RB,52,-0.06
2016,11965,"Butler, Malcolm",DB,123,-0.06
2016,12156,"Langford, Jeremy",RB,52.300000000000004,-0.06
2016,12169,"Rawls, Thomas",RB,28.200000000000003,-0.06
2016,12269,"Randall, Damarious",DB,50.1,-0.06
2016,12314,"Parry, David",DL,6,-0.06
2016,8661,"Branch, Alan",DL,22,-0.08
2016,9485,"Ayers, Robert",DL,46,-0.08
2016,9517,"Levy, DeAndre",LB,7,-0.08
2016,10413,"Taylor, Tyrod",QB,200.94,-0.08
2016,10722,"Jeffery, Alshon",WR,109,-0.08
2016,10738,"Jones, Marvin",WR,139.3,-0.08
2016,10906,"Stupar, Nathan",LB,32,-0.08
2016,11938,"Thielen, Adam",WR,68.2,-0.08
2016,11977,"Darkwa, Orleans",RB,11.9,-0.08
2016,12276,"Darby, Ronald",DB,107,-0.08
2016,12629,"Booker, Devontae",RB,89.6,-0.08
2016,12646,"Coleman, Corey",WR,68.8,-0.08
2016,8713,"Weddle, Eric",DB,120,-0.1
2016,9196,"Hightower, Tim",RB,88.13,-0.1
2016,9278,"Forsett, Justin",RB,31.7,-0.1
2016,9679,"McDonald, Clinton",DL,14,-0.1
2016,10351,"Searcy, Da'Norris",DB,17,-0.1
2016,10850,"Marshall, Brandon",LB,92,-0.1
2016,11257,"McDonald, Vance",TE,84.2,-0.1
2016,11303,"Hodges, Gerald",LB,104,-0.1
2016,11707,"Tuitt, Stephon",DL,80,-0.1
2016,11781,"Gaines, Phillip",DB,26,-0.1
2016,11895,"Bibbs, Kapri",RB,22.17,-0.1
2016,11960,"Catanzaro, Chandler",PK,71,-0.1
2016,12465,"Meredith, Cameron",WR,80.3,-0.1
2016,8376,"Ninkovich, Rob",DL,40,-0.12
2016,9103,"Talib, Aqib",DB,34.05,-0.12
2016,9435,"Orakpo, Brian",LB,26,-0.12
2016,9465,"Chung, Patrick",DB,119,-0.12
2016,9551,"Bruton, David",DB,7,-0.12
2016,9820,"Haden, Joe",DB,24,-0.12
2016,9893,"Cox, Perrish",DB,42,-0.12
2016,10220,"Sendejo, Andrew",DB,105,-0.12
2016,10262,"Gabbert, Blaine",QB,78.2,-0.12
2016,10341,"Wright, Shareece",DB,53,-0.12
2016,10352,"Cameron, Jordan",TE,20,-0.12
2016,10372,"Thomas, Julius",TE,82.1,-0.12
2016,10769,"Robinson, Keenan",LB,103,-0.12
2016,10789,"Gilmore, Stephon",DB,65,-0.12
2016,10872,"Walsh, Blair",PK,50.7,-0.12
2016,11180,"Gillislee, Mike",RB,74.6,-0.12
2016,11247,"Ertz, Zach",TE,81.3,-0.12
2016,11273,"Simon, John",LB,55,-0.12
2016,11330,"Williams, Shawn",DB,104,-0.12
2016,11380,"Dial, Quinton",DL,19,-0.12
2016,11529,"Hill, Josh",TE,13.4,-0.12
2016,11765,"Verrett, Jason",DB,34,-0.12
2016,12087,"Davis, Todd",LB,102,-0.12
2016,12177,"White, Kevin",WR,38.6,-0.12
2016,12756,"Ngakoue, Yannick",DL,59,-0.12
2016,12763,"Fackrell, Kyler",LB,18,-0.12
2016,13001,"LeBlanc, Cre'von",DB,32.3,-0.12
2016,8360,"Marshall, Brandon",WR,134.8,-0.14
2016,8658,"Peterson, Adrian",RB,7.699999999999999,-0.14
2016,9054,"Charles, Jamaal",RB,13.399999999999999,-0.14
2016,9430,"Jenkins, Malcolm",DB,117,-0.14
2016,9464,"Matthews, Clay",LB,51,-0.14
2016,9690,"Foster, Arian",RB,19.3,-0.14
2016,9846,"McCourty, Devin",DB,64,-0.14
2016,10743,"Fleener, Coby",TE,107.3,-0.14
2016,10961,"Dunbar, Lance",RB,17.5,-0.14
2016,11317,"Poyer, Jordan",DB,22.1,-0.14
2016,11402,"McGee, Stacy",DL,6,-0.14
2016,12306,"Heeney, Ben",LB,24,-0.14
2016,12315,"Emanuel, Kyle",LB,5,-0.14
2016,12676,"Henry, Hunter",TE,92.1,-0.14
2016,12733,"March, Justin",LB,24,-0.14
2016,7411,"Wilfork, Vince",DL,2,-0.16
2016,7859,"Nugent, Mike",PK,67.3,-0.16
2016,8851,"Folk, Nick",PK,46.3,-0.16
2016,9078,"Johnson, Chris",RB,15.5,-0.16
2016,9168,"Demps, Quintin",DB,72,-0.16
2016,9439,"Laurinaitis, James",LB,31,-0.16
2016,9442,"Johnson, Michael",DL,14,-0.16
2016,9446,"Cushing, Brian",LB,72,-0.16
2016,9474,"Cook, Jared",TE,34.5,-0.16
2016,9829,"Thomas, Earl",DB,101,-0.16
2016,9929,"Riley, Perry",LB,39,-0.16
2016,10263,"Clayborn, Adrian",DL,10,-0.16
2016,10832,"Howard, Jaye",DL,45,-0.16
2016,11190,"James, Mike",RB,2.2,-0.16
2016,11232,"Hopkins, DeAndre",WR,134,-0.16
2016,11742,"Joyner, Lamarcus",DB,73,-0.16
2016,11830,"Kennard, Devon",LB,15,-0.16
2016,11936,"Boswell, Chris",PK,67.5,-0.16
2016,12446,"Ward, Terron",RB,9.6,-0.16
2016,12698,"Reed, Jarran",DL,26,-0.16
2016,12717,"Joseph, Karl",DB,116,-0.16
2016,12719,"Thompson, Darian",DB,13,-0.16
2016,6933,"Newman, Terence",DB,47,-0.18
2016,9075,"Jackson, DeSean",WR,114.5,-0.18
2016,9535,"Johnson, Rashad",DB,19,-0.18
2016,9822,"Spiller, C.J.",RB,20.86,-0.18
2016,10275,"Bailey, Allen",DL,7,-0.18
2016,10313,"Dalton, Andy",QB,194.02,-0.18
2016,10744,"Green, Ladarius",TE,14.7,-0.18
2016,10766,"Irvin, Bruce",LB,98,-0.18
2016,11228,"Woods, Robert",WR,97.9,-0.18
2016,11237,"Shepard, Russell",WR,23.1,-0.18
2016,11351,"Alford, Robert",DB,58,-0.18
2016,11670,"Watkins, Sammy",WR,23.3,-0.18
2016,11712,"Lynch, Aaron",LB,14,-0.18
2016,11717,"Jernigan, Timmy",DL,52,-0.18
2016,11739,"Colvin, Aaron",DB,37,-0.18
2016,11850,"Enunwa, Quincy",WR,132.92,-0.18
2016,12268,"Jones, Byron",DB,58,-0.18
2016,12611,"Goff, Jared",QB,25.02,-0.18
2016,12632,"Dixon, Kenneth",RB,36.9,-0.18
2016,12647,"Fuller, Will",WR,99.02,-0.18
2016,12740,"Butler, Vernon",DL,19,-0.18
2016,12820,"James, Cory",LB,57,-0.18
2016,7757,"Adams, Mike",DB,97,-0.2
2016,8787,"Robison, Brian",DL,23,-0.2
2016,9156,"Hayes, William",DL,50,-0.2
2016,9176,"Tamme, Jacob",TE,61,-0.2
2016,9451,"Smith, Sean",DB,17,-0.2
2016,9714,"Hoyer, Brian",QB,37.82,-0.2
2016,9831,"Tate, Golden",WR,131.5,-0.2
2016,9882,"Young, Willie",LB,6,-0.2
2016,10048,"Bell, Joique",RB,0.6,-0.2
2016,10122,"Stewart, Darian",DB,4,-0.2
2016,10402,"McPhee, Pernell",LB,26,-0.2
2016,10819,"Crawford, Tyrone",DL,1,-0.2
2016,10929,"Rainey, Bobby",RB,5.800000000000001,-0.2
2016,11740,"Clinton-Dix, Ha Ha",DB,113,-0.2
2016,12612,"Lynch, Paxton",QB,24.12,-0.2
2016,12739,"Clark, Kenny",DL,1,-0.2
2016,12766,"Valentine, Vincent",DL,9,-0.2
2016,12871,"Foster, D.J.",RB,3.5999999999999996,-0.2
2016,6929,"Palmer, Carson",QB,166.74,-0.22
2016,9120,"Royal, Eddie",WR,78.5,-0.22
2016,9214,"Walden, Erik",LB,42,-0.22
2016,9436,"Maclin, Jeremy",WR,79.5,-0.22
2016,9735,"Baker, Chris",DL,72,-0.22
2016,10258,"Fairley, Nick",DL,37,-0.22
2016,10295,"Williams, Aaron",DB,52,-0.22
2016,10778,"Kirkpatrick, Dre",DB,42,-0.22
2016,11284,"Floyd, Sharrif",DL,0,-0.22
2016,11318,"Taylor, Jamar",DB,15,-0.22
2016,11516,"Doyle, Jack",TE,85.6,-0.22
2016,11709,"Murphy, Trent",LB,42,-0.22
2016,11720,"Barr, Anthony",LB,95,-0.22
2016,11994,"Smith, Jacquies",DL,0,-0.22
2016,12218,"Armstead, Arik",DL,37,-0.22
2016,12234,"Dupree, Bud",LB,4,-0.22
2016,12278,"Golden, Markus",LB,95,-0.22
2016,12351,"Derby, A.J.",TE,12.5,-0.22
2016,12635,"Williams, Jonathan",RB,5,-0.22
2016,12753,"Nassib, Carl",DL,0,-0.22
2016,12987,"Hyder, Kerry",DL,60,-0.22
2016,13021,"Jackson, Don",RB,1.6,-0.22
2016,7194,"Hill, Shaun",QB,10.24,-0.24
2016,9097,"Rodgers-Cromartie, Dominique",DB,93,-0.24
2016,9856,"McCluster, Dexter",RB,19.11,-0.24
2016,9933,"Pitta, Dennis",TE,69.8,-0.24
2016,10284,"Crick, Jared",DL,71,-0.24
2016,10324,"Gilchrist, Marcus",DB,51,-0.24
2016,10696,"Griffin III, Robert",QB,10.3,-0.24
2016,10737,"Benjamin, Travis",WR,110.05,-0.24
2016,10812,"Hillman, Ronnie",RB,13.3,-0.24
2016,10975,"Grimes, Jonathan",RB,11.5,-0.24
2016,11031,"Shelby, Derrick",DL,16,-0.24
2016,11229,"Wheaton, Markus",WR,17.1,-0.24
2016,11403,"Williams, Vince",LB,40,-0.24
2016,11672,"Lee, Marqise",WR,128.13,-0.24
2016,11698,"Fiedorowicz, C.J.",TE,99.9,-0.24
2016,11761,"McKinnon, Jerick",RB,63.4,-0.24
2016,11769,"Lawrence, Demarcus",DL,26,-0.24
2016,11862,"Allen, Beau",DL,5,-0.24
2016,12488,"Jones-Quartey, Harold",DB,49,-0.24
2016,12570,"Glenn, Jacoby",DB,19,-0.24
2016,12642,"Farrow, Kenneth",RB,0,-0.24
2016,12731,"Rogers, Eli",WR,76.1,-0.24
2016,12738,"Burns, Artie",DB,20,-0.24
2016,12746,"Cravens, Su'a",LB,64,-0.24
2016,12792,"DeValve, Seth",TE,1.8,-0.24
2016,12831,"Roberts, Elandon",LB,8,-0.24
2016,7823,"Ware, Demarcus",LB,27,-0.26
2016,9250,"Garcon, Pierre",WR,127.60000000000001,-0.26
2016,9315,"Tolbert, Mike",RB,9.2,-0.26
2016,9844,"Spikes, Brandon",LB,0,-0.26
2016,10269,"Quinn, Robert",DL,44,-0.26
2016,10393,"Sherman, Richard",DB,110,-0.26
2016,10541,"Abdul-Quddus, Isa",DB,109,-0.26
2016,10932,"Bolden, Brandon",RB,3.9,-0.26
2016,11102,"Wilhoite, Michael",LB,35,-0.26
2016,11313,"Mathieu, Tyrann",DB,76,-0.26
2016,11337,"Fells, Darren",TE,13.3,-0.26
2016,11382,"Hyde, Micah",DB,2,-0.26
2016,11814,"Allen, Ricardo",DB,109,-0.26
2016,11996,"Edebali, Kasim",DL,4,-0.26
2016,12176,"Parker, DeVante",WR,107.9,-0.26
2016,12231,"Thompson, Shaq",LB,62,-0.26
2016,12630,"Drake, Kenyan",RB,25,-0.26
2016,12648,"Doctson, Josh",WR,8.6,-0.26
2016,12687,"Lawson, Shaq",LB,18,-0.26
2016,12696,"Nkemdiche, Robert",DL,3,-0.26
2016,12750,"Bradberry, James",DB,2,-0.26
2016,12751,"Gotsis, Adam",DL,3,-0.26
2016,12752,"Byard, Kevin",DB,17,-0.26
2016,12845,"Washington, Dwayne",RB,26.08,-0.26
2016,7873,"Jackson, Vincent",WR,32.3,-0.28
2016,8843,"Graham, Corey",DB,108,-0.28
2016,8958,"Williams, Tramon",DB,59,-0.28
2016,9154,"Branch, Tyvon",DB,9,-0.28
2016,10320,"Sheard, Jabaal",DL,53,-0.28
2016,10742,"Allen, Dwayne",TE,63.6,-0.28
2016,10762,"Cox, Fletcher",DL,69,-0.28
2016,10851,"Norman, Josh",DB,108,-0.28
2016,11194,"Davis, Knile",RB,5.93,-0.28
2016,11251,"Escobar, Gavin",TE,0,-0.28
2016,11333,"Short, Kawann",DL,68,-0.28
2016,11342,"Whittaker, Fozzy",RB,45.71,-0.28
2016,11399,"Griffin, Ryan",TE,50.5,-0.28
2016,11448,"Harris, Demetrius",TE,0,-0.28
2016,11697,"Seferian-Jenkins, Austin",TE,19,-0.28
2016,12090,"Williams, Marcus",DB,4,-0.28
2016,12209,"Koyack, Ben",TE,11.8,-0.28
2016,12308,"Amos, Adrian",DB,108,-0.28
2016,12317,"Uzomah, C.J.",TE,10.9,-0.28
2016,12712,"Hargreaves, Vernon",DB,108,-0.28
2016,12721,"Aguayo, Roberto",PK,59.4,-0.28
2016,12930,"Anderson, Robby",WR,32.5,-0.28
2016,12998,"Adams, Andrew",DB,1,-0.28
2016,9853,"Hughes, Jerry",LB,90,-0.3
2016,10260,"Peterson, Patrick",DB,56.2,-0.3
2016,10754,"Mercilus, Whitney",LB,90,-0.3
2016,10985,"Olawale, Jamize",RB,30.5,-0.3
