season,bowl,bracket,week,game_id,franchise_id,franchise_points,match_result,po_finish,title,total_appearances,next_appearance,franchise_name
2022,TB,Toilet Bowl,15,TB-2022-08,0020,166.6,L,4,0,4,NA,Wandsbek Hogs
2022,TB,Toilet Bowl,15,TB-2022-05,0029,214,L,4,0,1,NA,D-Block Busters
2022,TB,Toilet Bowl,15,TB-2022-06,0016,191.08,L,4,0,1,NA,Wichita´s Hall of Fame Squad
2022,TB,Toilet Bowl,15,TB-2022-07,0032,193.21,W,NA,0,5,2022,Newtown Patriots
2022,TB,Toilet Bowl,15,TB-2022-08,0027,236.46,W,NA,0,4,2022,Golden Skulls Göttingen
2022,PB,Pro Bowl,16,PB-2022-09,0007,230.51,L,3,0,4,NA,Jena Dragons
2022,PB,Pro Bowl,16,PB-2022-10,0022,202.56,L,3,0,3,NA,M-V Lightning
2022,PB,Pro Bowl,16,PB-2022-09,0014,255.7,W,NA,0,4,2022,Deevillage Moonwalkers
2022,PB,Pro Bowl,16,PB-2022-10,0006,271.26,W,NA,0,3,2022,Dexter Wolves
2022,SB,Super Bowl RFC,16,SB-2022-09,0005,244.76,L,5,0,5,2022,G-Town Pandas
2022,SB,Super Bowl BFC,16,SB-2022-10,0030,206.66,L,5,0,1,2022,Higglystadt Patriots
2022,SB,Super Bowl RFC,16,SB-2022-09,0015,263.48,W,NA,NA,2,2022,Las Vegas Saints
2022,SB,Super Bowl BFC,16,SB-2022-10,0019,208.26,W,NA,NA,3,2022,Dresden Jaguars
2022,TB,Toilet Bowl,16,TB-2022-09,0001,224.37,W,NA,0,3,2022,Dortmund Cardinals
2022,TB,Toilet Bowl,16,TB-2022-10,0032,184.68,L,3,0,5,NA,Newtown Patriots
2022,TB,Toilet Bowl,16,TB-2022-09,0031,166.65,L,3,0,5,NA,German Swans
2022,TB,Toilet Bowl,16,TB-2022-10,0027,202.52,W,NA,0,4,2022,Golden Skulls Göttingen
2022,PB,Pro Bowl,17,PB-2022-11,0014,251.28,W,1,0,4,NA,Deevillage Moonwalkers
2022,PB,Pro Bowl,17,PB-2022-11,0006,219.27,L,2,0,3,NA,Dexter Wolves
2022,SB,Superbowl,17,SB-2022-11,0015,178.13,W,1,1,2,NA,Las Vegas Saints
2022,SB,Spiel um Platz drei,17,SB-2022-12,0005,207.65,L,4,0,5,NA,G-Town Pandas
2022,SB,Superbowl,17,SB-2022-11,0019,173.8,L,2,0,3,NA,Dresden Jaguars
2022,SB,Spiel um Platz drei,17,SB-2022-12,0030,274.58,W,3,0,1,NA,Higglystadt Patriots
2022,TB,Toilet Bowl,17,TB-2022-11,0001,172.17,L,2,0,3,NA,Dortmund Cardinals
2022,TB,Toilet Bowl,17,TB-2022-11,0027,206.15,W,1,0,4,NA,Golden Skulls Göttingen
