"season","week","franchise_id","opponent_id"
"2017","11","0005","0033"
"2017","11","0014","0030"
"2017","11","0017","0029"
"2017","11","0020","0035"
"2017","11","0003","0031"
"2017","11","0007","0036"
"2017","11","0008","0026"
"2017","11","0009","0028"
"2017","11","0011","0032"
"2017","11","0012","0025"
"2017","11","0004","0015"
"2017","11","0013","0016"
"2017","11","0021","0006"
"2017","11","0010","0030"
"2017","11","0019","0035"
"2017","11","0022","0029"
"2017","11","0023","0027"
"2017","11","0024","0033"
"2017","11","0034","0018"
"2017","11","0001","0017"
"2017","11","0002","0020"
"2017","11","0005","0014"
"2017","12","0003","0012"
"2017","12","0007","0008"
"2017","12","0009","0011"
"2017","12","0004","0032"
"2017","12","0013","0021"
"2017","12","0025","0028"
"2017","12","0006","0036"
"2017","12","0015","0016"
"2017","12","0026","0031"
"2017","12","0010","0034"
"2017","12","0019","0022"
"2017","12","0023","0024"
"2017","12","0001","0033"
"2017","12","0002","0005"
"2017","12","0018","0027"
"2017","12","0014","0035"
"2017","12","0017","0020"
"2017","12","0029","0030"
"2017","12","0003","0036"
"2017","12","0007","0026"
"2017","12","0008","0031"
"2017","12","0009","0032"
"2017","12","0011","0025"
"2017","12","0012","0028"
"2017","12","0004","0016"
"2017","12","0013","0006"
"2017","12","0021","0015"
"2017","12","0010","0035"
"2017","12","0019","0029"
"2017","12","0022","0030"
"2017","12","0023","0033"
"2017","12","0024","0018"
"2017","12","0034","0027"
"2017","12","0001","0020"
"2017","12","0002","0014"
"2017","12","0005","0017"
"2018","01","0016","0006"
"2018","01","0026","0036"
"2018","01","0031","0015"
"2018","01","0004","0028"
"2018","01","0025","0021"
"2018","01","0013","0032"
"2018","01","0005","0018"
"2018","01","0001","0002"
"2018","01","0027","0033"
"2018","01","0007","0011"
"2018","01","0012","0008"
"2018","01","0003","0009"
"2018","01","0029","0017"
"2018","01","0014","0030"
"2018","01","0035","0020"
"2018","01","0019","0034"
"2018","01","0024","0022"
"2018","01","0016","0021"
"2018","01","0006","0013"
"2018","01","0026","0032"
"2018","01","0036","0005"
"2018","01","0031","0018"
"2018","01","0015","0001"
"2018","01","0004","0002"
"2018","01","0028","0027"
"2018","01","0025","0033"
"2018","01","0007","0030"
"2018","01","0011","0035"
"2018","01","0012","0020"
"2018","01","0008","0019"
"2018","01","0003","0034"
"2018","01","0009","0024"
"2018","01","0029","0022"
"2018","01","0017","0010"
"2018","01","0014","0023"
"2018","01","0023","0010"
"2018","02","0016","0026"
"2018","02","0006","0031"
"2018","02","0036","0015"
"2018","02","0004","0025"
"2018","02","0028","0013"
"2018","02","0021","0032"
"2018","02","0005","0001"
"2018","02","0018","0027"
"2018","02","0002","0033"
"2018","02","0007","0012"
"2018","02","0011","0003"
"2018","02","0008","0009"
"2018","02","0029","0014"
"2018","02","0017","0035"
"2018","02","0030","0020"
"2018","02","0019","0024"
"2018","02","0034","0010"
"2018","02","0022","0023"
"2018","02","0016","0013"
"2018","02","0006","0032"
"2018","02","0026","0021"
"2018","02","0036","0018"
"2018","02","0031","0001"
"2018","02","0015","0005"
"2018","02","0004","0027"
"2018","02","0028","0033"
"2018","02","0025","0002"
"2018","02","0007","0035"
"2018","02","0011","0020"
"2018","02","0012","0030"
"2018","02","0008","0034"
"2018","02","0003","0024"
"2018","02","0009","0019"
"2018","02","0029","0010"
"2018","02","0017","0023"
"2018","02","0014","0022"
"2018","03","0016","0036"
"2018","03","0006","0015"
"2018","03","0026","0031"
"2018","03","0004","0021"
"2018","03","0028","0032"
"2018","03","0025","0013"
"2018","03","0005","0002"
"2018","03","0018","0033"
"2018","03","0001","0027"
"2018","03","0007","0008"
"2018","03","0011","0009"
"2018","03","0012","0003"
"2018","03","0029","0030"
"2018","03","0017","0020"
"2018","03","0014","0035"
"2018","03","0019","0022"
"2018","03","0034","0023"
"2018","03","0024","0010"
"2018","03","0016","0032"
"2018","03","0006","0021"
"2018","03","0026","0013"
"2018","03","0036","0001"
"2018","03","0031","0005"
"2018","03","0015","0018"
"2018","03","0004","0033"
"2018","03","0028","0002"
"2018","03","0025","0027"
"2018","03","0007","0020"
"2018","03","0011","0030"
"2018","03","0012","0035"
"2018","03","0008","0024"
"2018","03","0003","0019"
"2018","03","0009","0034"
"2018","03","0029","0023"
"2018","03","0017","0022"
"2018","03","0014","0010"
"2018","04","0016","0031"
"2018","04","0006","0036"
"2018","04","0026","0015"
"2018","04","0004","0013"
"2018","04","0028","0021"
"2018","04","0025","0032"
"2018","04","0005","0027"
"2018","04","0018","0002"
"2018","04","0001","0033"
"2018","04","0007","0003"
"2018","04","0011","0008"
"2018","04","0012","0009"
"2018","04","0029","0035"
"2018","04","0017","0030"
"2018","04","0014","0020"
"2018","04","0019","0010"
"2018","04","0034","0022"
"2018","04","0024","0023"
"2018","04","0016","0004"
"2018","04","0006","0028"
"2018","04","0026","0025"
"2018","04","0036","0002"
"2018","04","0031","0027"
"2018","04","0015","0033"
"2018","04","0021","0005"
"2018","04","0013","0018"
"2018","04","0032","0001"
"2018","04","0007","0029"
"2018","04","0011","0017"
"2018","04","0012","0014"
"2018","04","0008","0022"
"2018","04","0003","0010"
"2018","04","0009","0023"
"2018","04","0030","0019"
"2018","04","0035","0034"
"2018","04","0020","0024"
"2018","05","0016","0015"
"2018","05","0006","0026"
"2018","05","0036","0031"
"2018","05","0004","0032"
"2018","05","0028","0025"
"2018","05","0021","0013"
"2018","05","0005","0033"
"2018","05","0018","0001"
"2018","05","0002","0027"
"2018","05","0007","0009"
"2018","05","0011","0012"
"2018","05","0008","0003"
"2018","05","0029","0020"
"2018","05","0017","0014"
"2018","05","0030","0035"
"2018","05","0019","0023"
"2018","05","0034","0024"
"2018","05","0022","0010"
"2018","05","0016","0028"
"2018","05","0006","0025"
"2018","05","0026","0004"
"2018","05","0036","0027"
"2018","05","0031","0033"
"2018","05","0015","0002"
"2018","05","0021","0018"
